dataset,model,area_bin,n,area_min,area_max,area_mean
monuseg,prototype_seed42,0,34,0.0673370361328125,0.1710662841796875,0.13894563562729778
monuseg,prototype_seed42,1,33,0.1718902587890625,0.24029541015625,0.20165229566169507
monuseg,prototype_seed42,2,34,0.2431640625,0.3135833740234375,0.2802738862879136
monuseg,prototype_seed42,3,33,0.3183746337890625,0.3848876953125,0.3431345621744792
monuseg,prototype_seed42,4,34,0.385162353515625,0.5481719970703125,0.42879800235523896
