dataset,model,label,score,positives,negatives,auroc_directional,auprc
monuseg,prototype_seed42,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,31,137,0.583941605839416,0.1762666733616809
monuseg,prototype_seed42,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,31,137,0.5540381445726394,0.16669579679332586
monuseg,prototype_seed42,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,31,137,0.6632917353425948,0.14410081416138665
monuseg,prototype_seed42,bad_dice_lt_0.65,foreground_area_frac__raw_global_ranking,31,137,0.9192371085472097,0.10565325378068319
monuseg,prototype_seed42,bad_dice_lt_0.65,boundary_risk_score__raw_global_ranking,31,137,0.9709206498704968,0.904165928014708
monuseg,prototype_seed42,bad_dice_lt_0.65,boundary_overconfidence_score__raw_global_ranking,31,137,0.9761007770190723,0.1030114060349868
monuseg,prototype_seed42,bad_dice_lt_0.65,boundary_abnormality_score__raw_global_ranking,31,137,0.9509065222510007,0.8969057448606436
monuseg,prototype_seed42,bad_dice_lt_0.65,boundary_dual_risk_score__raw_global_ranking,31,137,0.8465975983046857,0.6717677406287996
monuseg,prototype_seed42,bad_dice_lt_0.65,uncertainty_cluster_score__raw_global_ranking,31,137,0.6562279255945374,0.1440423729130345
monuseg,prototype_seed42,bad_dice_lt_0.65,topology_risk_score__raw_global_ranking,31,137,0.5522721921356251,0.16113338885650014
monuseg,prototype_seed42,bad_dice_lt_0.65,sfrm_composite_score__raw_global_ranking,31,137,0.5827643042147399,0.22431867123185095
monuseg,prototype_seed42,bad_dice_lt_0.65,sfrm_balanced_score__raw_global_ranking,31,137,0.5264892865552154,0.19370489236759203
monuseg,prototype_seed42,bad_dice_lt_0.65,global_mean_entropy__area_ranked,31,137,0.5335530963032729,0.20906491650726908
monuseg,prototype_seed42,bad_dice_lt_0.65,global_max_entropy__area_ranked,31,137,0.7477042618318814,0.12136310546668863
monuseg,prototype_seed42,bad_dice_lt_0.65,global_mean_margin_uncertainty__area_ranked,31,137,0.5135389686837767,0.20765342699340486
monuseg,prototype_seed42,bad_dice_lt_0.65,foreground_area_frac__area_ranked,31,137,0.6239698610784082,0.15073279626986685
monuseg,prototype_seed42,bad_dice_lt_0.65,boundary_risk_score__area_ranked,31,137,0.7761949611490463,0.3759950869293381
monuseg,prototype_seed42,bad_dice_lt_0.65,boundary_overconfidence_score__area_ranked,31,137,0.7773722627737226,0.11773782872599561
monuseg,prototype_seed42,bad_dice_lt_0.65,boundary_abnormality_score__area_ranked,31,137,0.750294325406169,0.3548385449198273
monuseg,prototype_seed42,bad_dice_lt_0.65,boundary_dual_risk_score__area_ranked,31,137,0.7514716270308454,0.35531925886370225
monuseg,prototype_seed42,bad_dice_lt_0.65,uncertainty_cluster_score__area_ranked,31,137,0.5417942076760065,0.18166825026901123
monuseg,prototype_seed42,bad_dice_lt_0.65,topology_risk_score__area_ranked,31,137,0.5686366847186249,0.21870560797115404
monuseg,prototype_seed42,bad_dice_lt_0.65,sfrm_composite_score__area_ranked,31,137,0.6298563692017894,0.24415427798100833
monuseg,prototype_seed42,bad_dice_lt_0.65,sfrm_balanced_score__area_ranked,31,137,0.6643513068048034,0.28078131403635925
monuseg,prototype_seed42,low_boundary_dice_le_q25,global_mean_entropy__raw_global_ranking,42,126,0.655328798185941,0.1995427677994915
monuseg,prototype_seed42,low_boundary_dice_le_q25,global_max_entropy__raw_global_ranking,42,126,0.5028344671201813,0.24015265365152333
monuseg,prototype_seed42,low_boundary_dice_le_q25,global_mean_margin_uncertainty__raw_global_ranking,42,126,0.7328042328042328,0.17340317118243298
monuseg,prototype_seed42,low_boundary_dice_le_q25,foreground_area_frac__raw_global_ranking,42,126,0.8907785336356765,0.14693643241516094
monuseg,prototype_seed42,low_boundary_dice_le_q25,boundary_risk_score__raw_global_ranking,42,126,0.8934240362811791,0.8220556819077148
monuseg,prototype_seed42,low_boundary_dice_le_q25,boundary_overconfidence_score__raw_global_ranking,42,126,0.9290438397581254,0.14386056895562185
monuseg,prototype_seed42,low_boundary_dice_le_q25,boundary_abnormality_score__raw_global_ranking,42,126,0.8201058201058201,0.8222462112114314
monuseg,prototype_seed42,low_boundary_dice_le_q25,boundary_dual_risk_score__raw_global_ranking,42,126,0.7118291761148904,0.6049668717612453
monuseg,prototype_seed42,low_boundary_dice_le_q25,uncertainty_cluster_score__raw_global_ranking,42,126,0.7290249433106576,0.17316034465168822
monuseg,prototype_seed42,low_boundary_dice_le_q25,topology_risk_score__raw_global_ranking,42,126,0.6555177626606198,0.1874354558973192
monuseg,prototype_seed42,low_boundary_dice_le_q25,sfrm_composite_score__raw_global_ranking,42,126,0.5334467120181406,0.2338693781858383
monuseg,prototype_seed42,low_boundary_dice_le_q25,sfrm_balanced_score__raw_global_ranking,42,126,0.611111111111111,0.20527864894303222
monuseg,prototype_seed42,low_boundary_dice_le_q25,global_mean_entropy__area_ranked,42,126,0.5420445956160241,0.24037441340857532
monuseg,prototype_seed42,low_boundary_dice_le_q25,global_max_entropy__area_ranked,42,126,0.6810279667422524,0.18308739679421868
monuseg,prototype_seed42,low_boundary_dice_le_q25,global_mean_margin_uncertainty__area_ranked,42,126,0.5770030234315948,0.23490175230396915
monuseg,prototype_seed42,low_boundary_dice_le_q25,foreground_area_frac__area_ranked,42,126,0.5867346938775511,0.2264920907504164
monuseg,prototype_seed42,low_boundary_dice_le_q25,boundary_risk_score__area_ranked,42,126,0.6845238095238095,0.3905120627719041
monuseg,prototype_seed42,low_boundary_dice_le_q25,boundary_overconfidence_score__area_ranked,42,126,0.7043650793650793,0.1813395941904388
monuseg,prototype_seed42,low_boundary_dice_le_q25,boundary_abnormality_score__area_ranked,42,126,0.6299130763416478,0.34499181392334616
monuseg,prototype_seed42,low_boundary_dice_le_q25,boundary_dual_risk_score__area_ranked,42,126,0.624244142101285,0.34493509159891694
monuseg,prototype_seed42,low_boundary_dice_le_q25,uncertainty_cluster_score__area_ranked,42,126,0.6125283446712018,0.21672014278168492
monuseg,prototype_seed42,low_boundary_dice_le_q25,topology_risk_score__area_ranked,42,126,0.5420445956160241,0.24042145409361063
monuseg,prototype_seed42,low_boundary_dice_le_q25,sfrm_composite_score__area_ranked,42,126,0.5028344671201814,0.25682009950647233
monuseg,prototype_seed42,low_boundary_dice_le_q25,sfrm_balanced_score__area_ranked,42,126,0.5228647014361301,0.2817022919871188
monuseg,prototype_seed42,high_error_ge_q0.75,global_mean_entropy__raw_global_ranking,42,126,0.737339380196523,0.5136050989783977
monuseg,prototype_seed42,high_error_ge_q0.75,global_max_entropy__raw_global_ranking,42,126,0.7660619803476947,0.16446093316655186
monuseg,prototype_seed42,high_error_ge_q0.75,global_mean_margin_uncertainty__raw_global_ranking,42,126,0.7617157974300832,0.5903157876094032
monuseg,prototype_seed42,high_error_ge_q0.75,foreground_area_frac__raw_global_ranking,42,126,0.6717687074829932,0.641092789789953
monuseg,prototype_seed42,high_error_ge_q0.75,boundary_risk_score__raw_global_ranking,42,126,0.581254724111867,0.4472456695410606
monuseg,prototype_seed42,high_error_ge_q0.75,boundary_overconfidence_score__raw_global_ranking,42,126,0.5105820105820106,0.29558979565603005
monuseg,prototype_seed42,high_error_ge_q0.75,boundary_abnormality_score__raw_global_ranking,42,126,0.6101662887377174,0.3982004784061416
