patch_id,feat__global_uncertainty__mean_entropy,feat__global_uncertainty__max_entropy,feat__global_uncertainty__mean_margin_uncertainty,feat__global_uncertainty__max_margin_uncertainty,feat__global_uncertainty__foreground_area_frac,feat__boundary_risk__pred_boundary_area_frac,feat__boundary_risk__boundary_mean_entropy,feat__boundary_risk__boundary_max_entropy,feat__boundary_risk__boundary_mean_margin_uncertainty,feat__boundary_risk__boundary_high_entropy_frac,feat__uncertainty_cluster__high_uncertainty_area_frac,feat__uncertainty_cluster__high_uncertainty_threshold,feat__uncertainty_cluster__high_uncertainty_component_count,feat__uncertainty_cluster__high_uncertainty_largest_component_area_frac,feat__uncertainty_cluster__high_uncertainty_small_component_count,feat__topology_risk__component_count,feat__topology_risk__largest_component_area_frac,feat__topology_risk__small_component_count,feat__topology_risk__mean_component_area_frac,feat__topology_risk__component_area_cv,feat__topology_risk__mean_eccentricity,feat__topology_risk__mean_solidity,feat__topology_risk__euler_number,feat__topology_risk__threshold_component_count_std,feat__topology_risk__threshold_area_frac_std,feat__topology_risk__threshold_euler_std,feat__anatomical_topological_consistency__opening_residual_frac,feat__anatomical_topological_consistency__closing_residual_frac,eval__dice,eval__boundary_dice,eval__error_area_frac,eval__boundary_error_area_frac,eval__lecr_uncertainty,eval__lecr_boundary_error
TCGA-2Z-A9J9-01A-01-TS1_y0_x128,0.33054929971694946,0.6931471824645996,0.33592402935028076,0.9999667406082153,0.2838287353515625,0.2179412841796875,0.6487354636192322,0.6931471824645996,0.8155952095985413,0.4892529580620318,0.1500091552734375,0.6913366317749023,44.0,0.0356903076171875,32.0,28.0,0.0517425537109375,4.0,0.010136740548270089,1.0483826454783238,0.677151707528309,0.9030879178892411,28.0,7.788880963698615,0.08555707966215159,8.259674462242577,0.0002288818359375,0.000518798828125,0.734536082474987,0.5120433207935862,0.141448974609375,0.11114501953125,0.2352895407004704,0.7857605177908763
TCGA-2Z-A9J9-01A-01-TS1_y0_x256,0.3411058783531189,0.6931471824645996,0.3513145446777344,0.9999690055847168,0.323089599609375,0.2311248779296875,0.6458896994590759,0.6931471824645996,0.8078257441520691,0.44391628705354197,0.1500091552734375,0.6913718581199646,80.0,0.079010009765625,71.0,28.0,0.050445556640625,1.0,0.011538914271763392,0.9209212988950523,0.7593837322940796,0.9034439124288323,28.0,8.73053390247253,0.0920914228894323,9.672412085697939,0.00030517578125,0.0005950927734375,0.7497428512658153,0.5400851990662052,0.14849853515625,0.1164093017578125,0.23105588743322725,0.7839087546158661
TCGA-2Z-A9J9-01A-01-TS1_y0_x384,0.3599981367588043,0.6931471824645996,0.3756837844848633,0.9999988079071045,0.3628387451171875,0.253662109375,0.6440408825874329,0.6931471824645996,0.8026087284088135,0.4013474494706448,0.1500091552734375,0.6914326548576355,146.0,0.108978271484375,137.0,28.0,0.0417938232421875,3.0,0.012958526611328125,0.865472428403736,0.7163784658994079,0.8809588612349782,26.0,10.402991022884823,0.09941220663787033,10.402991022884823,0.0002899169921875,0.00054931640625,0.7471006538449217,0.5522290339874049,0.161712646484375,0.1220245361328125,0.23278391639710586,0.7545763351504569
TCGA-2Z-A9J9-01A-01-TS1_y0_x512,0.34832680225372314,0.6931471824645996,0.36095669865608215,0.9999628067016602,0.339813232421875,0.2374725341796875,0.6462168097496033,0.6931471824645996,0.8093291521072388,0.4365482233502538,0.1500091552734375,0.6913995146751404,106.0,0.0648956298828125,92.0,29.0,0.042083740234375,2.0,0.011717697669719827,0.7983914054661984,0.7440621470731934,0.891320663538727,27.0,9.201449161228174,0.09426169222697857,8.259674462242577,0.000335693359375,0.0008087158203125,0.7394979640231444,0.5346915241221901,0.15423583984375,0.1170501708984375,0.23198687481011335,0.7589038385362197
TCGA-2Z-A9J9-01A-01-TS1_y128_x256,0.33461010456085205,0.6931471824645996,0.34442567825317383,0.9999856948852539,0.3091888427734375,0.2292327880859375,0.6436548829078674,0.6931471824645996,0.8038262128829956,0.44764694135658656,0.1500091552734375,0.6913197040557861,65.0,0.0953369140625,56.0,33.0,0.0439910888671875,4.0,0.009369358871922348,0.9277534346429287,0.6557217380428897,0.9223492510501735,33.0,10.402991022884823,0.09310618591485852,10.873004286866728,0.0003662109375,0.0003814697265625,0.7927895860881908,0.5827492398797159,0.124359130859375,0.105010986328125,0.20857090155531371,0.8444171779037495
TCGA-2Z-A9J9-01A-01-TS1_y128_x384,0.3589422106742859,0.6931471824645996,0.3752940893173218,0.9999878406524658,0.3546600341796875,0.2552032470703125,0.6427434086799622,0.6931471824645996,0.8012588024139404,0.4034678624813154,0.1500091552734375,0.6914236545562744,128.0,0.0966949462890625,119.0,33.0,0.05377197265625,1.0,0.010747273763020834,0.9328468147368664,0.7211451235298076,0.9142255521860427,32.0,12.498888839501783,0.10160600003721215,12.027745701779143,0.0002288818359375,0.0005950927734375,0.7579372808732033,0.5827909476336575,0.151702880859375,0.1136016845703125,0.2164487231998631,0.7488432910807801
TCGA-2Z-A9J9-01A-01-TS1_y256_x128,0.3325169086456299,0.6931471824645996,0.3355434536933899,0.9999754428863525,0.2852783203125,0.217742919921875,0.6446050405502319,0.6931471824645996,0.8050320744514465,0.4836720392431675,0.1500091552734375,0.6913014650344849,73.0,0.057098388671875,60.0,32.0,0.02801513671875,2.0,0.008914947509765625,0.7421000212925984,0.7208637922519002,0.918118221060396,32.0,9.201449161228174,0.08617707565508086,9.201449161228174,0.0002288818359375,0.0003204345703125,0.7870700047666404,0.5643812996678098,0.1158905029296875,0.09954833984375,0.19578466913754725,0.8589861751038975
TCGA-2Z-A9J9-01A-01-TS1_y256_x256,0.3225952982902527,0.6931471824645996,0.32433170080184937,0.999980092048645,0.2945556640625,0.2122650146484375,0.6429393291473389,0.6931471824645996,0.8011208772659302,0.49500395370570055,0.1500091552734375,0.6912113428115845,49.0,0.0291595458984375,34.0,30.0,0.0263824462890625,2.0,0.009818522135416667,0.5549672835638532,0.7434535322608288,0.9088319565796593,30.0,6.649979114420001,0.08353603472329627,6.649979114420001,0.0003662109375,0.000274658203125,0.7999784430497697,0.5776256505201438,0.1132659912109375,0.095489501953125,0.1968843000804951,0.8430553684380566
TCGA-2Z-A9J9-01A-01-TS1_y256_x384,0.3375282287597656,0.6931471824645996,0.34592366218566895,0.999980092048645,0.3272247314453125,0.2313690185546875,0.6419588327407837,0.6931471824645996,0.7992332577705383,0.4486579172986876,0.1500091552734375,0.6913232803344727,73.0,0.048797607421875,61.0,30.0,0.028106689453125,1.0,0.010907491048177084,0.5534749646164513,0.7874476049562351,0.9016128561384976,30.0,8.993825042154695,0.09186661665989307,9.463379711052259,0.000213623046875,0.000335693359375,0.7863810808013008,0.5923156936692487,0.125701904296875,0.09991455078125,0.1923182572379728,0.7948531196795963
TCGA-2Z-A9J9-01A-01-TS1_y384_x384,0.3391260802745819,0.6931471824645996,0.3466046154499054,0.9999793767929077,0.322479248046875,0.23553466796875,0.6474159955978394,0.6931471824645996,0.8105441927909851,0.4634620367970977,0.1500091552734375,0.6913350820541382,80.0,0.0361328125,66.0,32.0,0.0293731689453125,1.0,0.010077476501464844,0.6452304174616069,0.7467661069743717,0.9086718364084154,32.0,8.524474568362947,0.088262721642667,8.524474568362947,0.00030517578125,0.00054931640625,0.7547710172101466,0.5394297796440601,0.1437225341796875,0.1095733642578125,0.22255609211914468,0.7623951587136384
