patch_id,feat__global_uncertainty__mean_entropy,feat__global_uncertainty__max_entropy,feat__global_uncertainty__mean_margin_uncertainty,feat__global_uncertainty__max_margin_uncertainty,feat__global_uncertainty__foreground_area_frac,feat__boundary_risk__pred_boundary_area_frac,feat__boundary_risk__boundary_mean_entropy,feat__boundary_risk__boundary_max_entropy,feat__boundary_risk__boundary_mean_margin_uncertainty,feat__boundary_risk__boundary_high_entropy_frac,feat__uncertainty_cluster__high_uncertainty_area_frac,feat__uncertainty_cluster__high_uncertainty_threshold,feat__uncertainty_cluster__high_uncertainty_component_count,feat__uncertainty_cluster__high_uncertainty_largest_component_area_frac,feat__uncertainty_cluster__high_uncertainty_small_component_count,feat__topology_risk__component_count,feat__topology_risk__largest_component_area_frac,feat__topology_risk__small_component_count,feat__topology_risk__mean_component_area_frac,feat__topology_risk__component_area_cv,feat__topology_risk__mean_eccentricity,feat__topology_risk__mean_solidity,feat__topology_risk__euler_number,feat__topology_risk__threshold_component_count_std,feat__topology_risk__threshold_area_frac_std,feat__topology_risk__threshold_euler_std,feat__anatomical_topological_consistency__opening_residual_frac,feat__anatomical_topological_consistency__closing_residual_frac,eval__dice,eval__boundary_dice,eval__error_area_frac,eval__boundary_error_area_frac,eval__lecr_uncertainty,eval__lecr_boundary_error
test_10_y0_x0,0.4099225401878357,0.6931471824645996,0.40895384550094604,0.9999983310699463,0.2512664794921875,0.1733245849609375,0.6830454468727112,0.6931471824645996,0.9303659796714783,0.6817501540628577,0.1500091552734375,0.6918984055519104,9.0,0.1319122314453125,4.0,14.0,0.1243743896484375,5.0,0.017947605678013394,1.8279617765185225,0.7927086380861053,0.8420578002101129,10.0,6.531972647421808,0.07514938001621854,6.683312551921141,0.0010223388671875,0.0008392333984375,0.7509122450207845,0.45309303034498677,0.1270751953125,0.10186767578125,0.19974244473712752,0.8016330451392695
test_10_y0_x128,0.3983671963214874,0.6931471824645996,0.3847504258155823,0.9999980926513672,0.25811767578125,0.160980224609375,0.6822783946990967,0.6931471824645996,0.9215527176856995,0.7118483412322275,0.1500091552734375,0.6895586848258972,9.0,0.1274871826171875,3.0,17.0,0.0541534423828125,4.0,0.015183392693014705,1.1200998105930084,0.735337379952221,0.8635022379959567,17.0,4.320493798938574,0.06519436786481012,6.018490028422597,0.0008087158203125,0.0004119873046875,0.7802530515990048,0.4997212932018779,0.1052093505859375,0.0864410400390625,0.16738978535484475,0.8216098622070833
test_10_y0_x256,0.42315566539764404,0.6931471824645996,0.4245554804801941,0.9999978542327881,0.2914581298828125,0.1937713623046875,0.6832686066627502,0.6931471824645996,0.9260672926902771,0.5626427277738405,0.1500091552734375,0.693026065826416,10.0,0.119049072265625,2.0,23.0,0.0610198974609375,7.0,0.012672092603600544,1.2443419071932995,0.6992531323834779,0.8719518003236285,23.0,6.018490028422596,0.08435727504050432,7.408703590297623,0.0008087158203125,0.00048828125,0.7314420108783436,0.4580216126371268,0.1393890380859375,0.115997314453125,0.20169714963528285,0.8321839080368671
test_10_y0_x384,0.4397236704826355,0.6931471824645996,0.45523765683174133,0.9999943971633911,0.3115997314453125,0.2036590576171875,0.6843973398208618,0.6931471824645996,0.934137225151062,0.5344272121075897,0.1500091552734375,0.6931154131889343,24.0,0.074859619140625,14.0,24.0,0.057403564453125,9.0,0.012983322143554688,1.2774746282217875,0.711863487439742,0.8642037468061862,22.0,8.993825042154695,0.09446253664495129,9.741092797468305,0.001068115234375,0.001007080078125,0.7171970156343962,0.43279483613482833,0.1636810302734375,0.130096435546875,0.22988892065202843,0.7948168173693034
test_10_y0_x512,0.428043007850647,0.6931471824645996,0.432195246219635,0.9999997615814209,0.2907257080078125,0.177703857421875,0.6843692064285278,0.6931471824645996,0.9337220191955566,0.6549029709771595,0.1500091552734375,0.6922163963317871,8.0,0.0801849365234375,4.0,12.0,0.1096343994140625,4.0,0.024227142333984375,1.3215824689307383,0.675139419687425,0.8305621326729747,9.0,6.531972647421808,0.07735984376050781,7.039570693980959,0.0010223388671875,0.00091552734375,0.7776943297039384,0.4867334534958849,0.12646484375,0.09954833984375,0.19044165667485796,0.7871621621526644
test_10_y0_x640,0.37675875425338745,0.6931471824645996,0.3469788432121277,0.9999964237213135,0.23931884765625,0.1326446533203125,0.6809351444244385,0.6931471824645996,0.9149864315986633,0.8241113539629586,0.1500091552734375,0.6782302260398865,9.0,0.0869903564453125,4.0,6.0,0.11749267578125,0.0,0.039886474609375,1.1691503338272016,0.8634048135799955,0.7912683256764484,5.0,0.9428090415820634,0.04986864234722097,0.816496580927726,0.0005035400390625,0.0002899169921875,0.8207458148400352,0.5204324923785948,0.0782623291015625,0.06787109375,0.13335313780456967,0.8672255800181863
test_10_y128_x0,0.43567246198654175,0.6931471824645996,0.4470367431640625,0.9999979734420776,0.327178955078125,0.1989593505859375,0.6826741695404053,0.6931471824645996,0.9255531430244446,0.5494286371654268,0.1500091552734375,0.6929968595504761,26.0,0.069091796875,17.0,19.0,0.087371826171875,5.0,0.017219945004111843,1.3016422927923004,0.8014435245677305,0.8591644098685587,17.0,5.2493385826745405,0.08738679439720697,6.79869268479038,0.000885009765625,0.0008087158203125,0.7208105413496785,0.4267804348661099,0.1580963134765625,0.124420166015625,0.22031690551681668,0.786989672803909
test_10_y128_x128,0.4486292898654938,0.6931471824645996,0.46518856287002563,0.9999986886978149,0.3410797119140625,0.2094879150390625,0.6828800439834595,0.6931471824645996,0.924734354019165,0.5088498798164469,0.1500091552734375,0.6930936574935913,32.0,0.0813140869140625,22.0,19.0,0.07904052734375,5.0,0.017951563784950657,1.191863972471167,0.8310228814042843,0.8442509321620535,18.0,6.599663291074444,0.09218774932892268,8.48528137423857,0.0008392333984375,0.000518798828125,0.7290165324297133,0.4459970887938647,0.15606689453125,0.1233673095703125,0.2104224791288901,0.7904771216191779
test_10_y128_x256,0.45821231603622437,0.6931471824645996,0.4767334461212158,0.9999996423721313,0.372528076171875,0.2279205322265625,0.6829060912132263,0.6931471824645996,0.9241777062416077,0.48329651201713864,0.151336669921875,0.6931413412094116,19.0,0.0655364990234375,8.0,20.0,0.1079864501953125,5.0,0.01862640380859375,1.3416753569401771,0.8375496136520356,0.8250609193582751,18.0,7.118052168020874,0.09884236467293647,7.118052168020874,0.0008544921875,0.000762939453125,0.7016027461543931,0.41961187508218867,0.1843719482421875,0.1480255126953125,0.24059255336519023,0.8028635272630732
test_10_y128_x384,0.4645645022392273,0.6931471824645996,0.4916837215423584,0.9999947547912598,0.3603057861328125,0.2225189208984375,0.6842325925827026,0.6931471824645996,0.9324392676353455,0.4853596653637797,0.150054931640625,0.6931412816047668,30.0,0.0324554443359375,12.0,26.0,0.0652008056640625,9.0,0.01385791485126202,1.2168802512755361,0.7589517837245281,0.8623880531251038,23.0,10.873004286866728,0.10396763816432074,10.208928554075703,0.001312255859375,0.0008392333984375,0.6915426329763665,0.4168619750446036,0.2039642333984375,0.1543426513671875,0.2678006463599121,0.7567142963959249
test_10_y128_x512,0.4255817234516144,0.6931471824645996,0.4316357970237732,0.9999961853027344,0.295135498046875,0.168365478515625,0.6842653155326843,0.6931471824645996,0.9337660074234009,0.6571506253398586,0.1500091552734375,0.6923216581344604,17.0,0.09393310546875,11.0,22.0,0.059326171875,7.0,0.01341524991122159,1.3000135156912633,0.7297696064594525,0.8796003986853499,19.0,8.259674462242577,0.07872589343661572,8.055363982396381,0.001220703125,0.000762939453125,0.766255854724949,0.4568587799146577,0.1363067626953125,0.104827880859375,0.20418083055479488,0.7690585469520982
test_10_y128_x640,0.3844447433948517,0.6931471824645996,0.3589155077934265,0.9999946355819702,0.2572479248046875,0.1352691650390625,0.6807457804679871,0.6931471824645996,0.9155771732330322,0.7813874788494077,0.1500091552734375,0.6832006573677063,17.0,0.05743408203125,9.0,14.0,0.0852508544921875,4.0,0.018374851771763394,1.3033045956460996,0.8312519192900407,0.862285093382984,12.0,2.0548046676563256,0.05589582805095012,1.4142135623730951,0.0005950927734375,0.000457763671875,0.7735913801394084,0.4619614062941477,0.100677490234375,0.080718994140625,0.15852423385525644,0.8017581085055812
test_10_y256_x0,0.45177221298217773,0.6931471824645996,0.4692386984825134,0.9999985694885254,0.36065673828125,0.2036895751953125,0.6838553547859192,0.6931471824645996,0.9296429753303528,0.5083526855944266,0.1500396728515625,0.6931163668632507,26.0,0.1101531982421875,16.0,13.0,0.087982177734375,2.0,0.027742826021634616,1.1231546520604947,0.8243844106979492,0.821781559630074,10.0,5.436502143433364,0.0942314974001771,6.97614984548545,0.00079345703125,0.0007781982421875,0.7058970639731259,0.4109923026038418,0.179443359375,0.139190673828125,0.2422067542883944,0.7756802721022475
test_10_y256_x128,0.4753309488296509,0.6931471824645996,0.5096818804740906,0.9999985694885254,0.38018798828125,0.22979736328125,0.684989869594574,0.6931471824645996,0.9357184171676636,0.47257636122177954,0.1500244140625,0.6931383609771729,45.0,0.048004150390625,29.0,15.0,0.135711669921875,5.0,0.025345865885416666,1.4324714069377302,0.7378242096739903,0.8090288710489096,7.0,9.41629792788369,0.10612527247085198,11.08552609887726,0.0011749267578125,0.0013885498046875,0.713809841059023,0.4299456841848376,0.18353271484375,0.1435089111328125,0.2421704559268841,0.7819255071434824
test_10_y256_x256,0.48769837617874146,0.6931471824645996,0.5276920795440674,0.9999980926513672,0.4120025634765625,0.2425384521484375,0.6843865513801575,0.6931471824645996,0.9326736330986023,0.479207297892419,0.162322998046875,0.6931413412094116,37.0,0.081573486328125,22.0,13.0,0.1417694091796875,3.0,0.0316925048828125,1.3505306428856878,0.7281089871903254,0.8071864536490758,1.0,8.219218670625303,0.11210316069626056,9.201449161228174,0.000946044921875,0.0013885498046875,0.7056146690764782,0.40614668789210806,0.2013702392578125,0.158447265625,0.2550638145796197,0.786845495182338
test_10_y256_x384,0.4706333577632904,0.6931471824645996,0.5067392587661743,0.9999991655349731,0.356658935546875,0.2261505126953125,0.6849123239517212,0.6931471824645996,0.9364005327224731,0.4997638485932123,0.1676025390625,0.6931413412094116,28.0,0.0476837158203125,12.0,25.0,0.08154296875,7.0,0.014266357421875,1.4479031282977497,0.7134983502213388,0.8786135624206903,21.0,10.801234497346433,0.11214153006436772,10.077477638553983,0.0011749267578125,0.0007781982421875,0.6799123377413002,0.3847508890903555,0.2028045654296875,0.1530303955078125,0.2688063800049986,0.754570762164212
