patch_id,site,feat__global_uncertainty__mean_entropy,feat__global_uncertainty__max_entropy,feat__global_uncertainty__mean_margin_uncertainty,feat__global_uncertainty__max_margin_uncertainty,feat__global_uncertainty__foreground_area_frac,feat__global_uncertainty__mean_cached_uncertainty,feat__global_uncertainty__max_cached_uncertainty,feat__boundary_risk__pred_boundary_area_frac,feat__boundary_risk__boundary_mean_entropy,feat__boundary_risk__boundary_max_entropy,feat__boundary_risk__boundary_mean_margin_uncertainty,feat__boundary_risk__boundary_high_entropy_frac,feat__boundary_risk__boundary_mean_cached_uncertainty,feat__boundary_risk__boundary_max_cached_uncertainty,feat__uncertainty_cluster__high_uncertainty_area_frac,feat__uncertainty_cluster__high_uncertainty_threshold,feat__uncertainty_cluster__high_uncertainty_component_count,feat__uncertainty_cluster__high_uncertainty_largest_component_area_frac,feat__uncertainty_cluster__high_uncertainty_small_component_count,feat__topology_risk__component_count,feat__topology_risk__largest_component_area_frac,feat__topology_risk__small_component_count,feat__topology_risk__mean_component_area_frac,feat__topology_risk__component_area_cv,feat__topology_risk__euler_number,feat__topology_risk__threshold_component_count_std,feat__topology_risk__threshold_area_frac_std,feat__topology_risk__threshold_euler_std,feat__anatomical_topological_consistency__opening_residual_frac,feat__anatomical_topological_consistency__closing_residual_frac,eval__dice,eval__boundary_dice,eval__error_area_frac,eval__boundary_error_area_frac,eval__lecr_uncertainty,eval__lecr_boundary_error
site18-FeTS2022_00022,site18,0.679884135723114,0.6931471824645996,0.9033603072166443,1.0,0.0134247311827957,0.3150402903556824,0.62060546875,0.003961917562724015,0.6871743202209473,0.6931471824645996,0.9223402738571167,0.13035734479249123,0.26348230242729187,0.5830078125,0.15013900089605733,0.437255859375,2.0,0.15011839157706094,1.0,6.0,0.013389672939068101,5.0,0.0022374551971326164,2.2290626363777024,-3.0,0.4714045207910317,0.2706907031831255,3.39934634239519,0.00010170250896057347,0.00010887096774193549,0.9136229891970046,0.5808835483829485,0.0022523521505376344,0.0015961021505376345,0.0015273801612145311,0.7086379233143933
site18-FeTS2022_00024,site18,0.6697935461997986,0.6931471824645996,0.8698824048042297,1.0,0.013010976702508961,0.32787561416625977,0.6240234375,0.004101254480286739,0.6904855370521545,0.6931471824645996,0.9476250410079956,0.3417085427135678,0.2795036733150482,0.52978515625,0.15061178315412185,0.47216796875,3.0,0.15034867831541218,1.0,2.0,0.013010864695340503,1.0,0.006505488351254481,0.999982782663866,-7.0,0.4714045207910317,0.21931733643113846,1.247219128924647,9.128584229390681e-05,7.258064516129032e-05,0.8922812515796886,0.557971014493485,0.002625560035842294,0.001469310035842294,0.001955325980227353,0.559617763744893
site18-FeTS2022_00025,site18,0.6151654124259949,0.6931471824645996,0.7622286081314087,1.0,0.003563508064516129,0.3520480692386627,0.65869140625,0.00185663082437276,0.6905917525291443,0.6931471824645996,0.9479796290397644,0.5025337837837838,0.2960648536682129,0.496337890625,0.1503595430107527,0.53466796875,3.0,0.14352430555555556,0.0,5.0,0.0034914874551971327,4.0,0.0007127016129032258,1.9496178045420116,3.0,0.0,0.16820168588959256,2.0548046676563256,4.984318996415771e-05,4.603494623655914e-05,0.867793240556872,0.6012068019759822,0.0009236111111111112,0.0007265905017921147,0.0007622338952725427,0.786684453058614
site18-FeTS2022_00026,site18,0.6703784465789795,0.6931471824645996,0.8767774701118469,1.0,0.0070965501792114695,0.31906527280807495,0.62939453125,0.0027668010752688174,0.6882619857788086,0.6931471824645996,0.9208294749259949,0.2042344749413003,0.35664984583854675,0.529296875,0.1503948252688172,0.458740234375,3.0,0.14210203853046596,1.0,1.0,0.0070965501792114695,0.0,0.0070965501792114695,0.0,-6.0,0.0,0.23427235112432537,2.943920288775949,5.0851254480286736e-05,5.017921146953405e-05,0.9017299909572752,0.625992026529256,0.0014849910394265232,0.00116913082437276,0.001821438014849961,0.7872982350219694
site19-FeTS2022_01163,site19,0.6537434458732605,0.6931471824645996,0.8163352012634277,1.0,0.007660730286738351,0.44706955552101135,0.7255859375,0.002348902329749104,0.6912291049957275,0.6931471824645996,0.9497774839401245,0.48042534929187924,0.3056153655052185,0.50830078125,0.15115837813620073,0.55078125,7.0,0.14771214157706092,1.0,1.0,0.007660730286738351,0.0,0.007660730286738351,0.0,-2.0,0.4714045207910317,0.15866039656879566,3.858612300930075,3.942652329749104e-05,3.2594086021505376e-05,0.8983205237689309,0.5260444868000995,0.0016003584229390682,0.0012706093189964157,0.001052615202400763,0.7939529675196392
site19-FeTS2022_01164,site19,0.6556253433227539,0.6931471824645996,0.8306034803390503,1.0,0.008624327956989248,0.42405062913894653,0.642578125,0.002212141577060932,0.6903771758079529,0.6931471824645996,0.9378694891929626,0.29468354430379745,0.35392212867736816,0.5107421875,0.1502435035842294,0.5380859375,7.0,0.12595116487455196,2.0,1.0,0.008624327956989248,0.0,0.008624327956989248,0.0,1.0,0.4714045207910317,0.17385345768170085,1.699673171197595,2.5649641577060933e-05,1.881720430107527e-05,0.9782830602766432,0.8376942653130787,0.0003812724014336918,0.0003635752688172043,0.0003140327631523126,0.9535840187733965
site19-FeTS2022_01165,site19,0.6545282602310181,0.6931471824645996,0.82524573802948,1.0,0.007789986559139785,0.42772626876831055,0.68408203125,0.002349462365591398,0.6909661889076233,0.6931471824645996,0.9451426863670349,0.29514683447749807,0.2858884036540985,0.51318359375,0.1508831765232975,0.5478515625,2.0,0.1501665546594982,0.0,3.0,0.005522737455197132,1.0,0.0025966621863799284,0.8728940555657444,3.0,0.0,0.17050821153539497,2.3570226039551585,3.42741935483871e-05,2.0161290322580645e-05,0.9712718246693007,0.8238211141697782,0.00045631720430107527,0.00042282706093189963,0.000321210372134354,0.9266077564819193
site19-FeTS2022_01166,site19,0.6679323315620422,0.6931471824645996,0.8570358157157898,1.0,0.00352206541218638,0.41477957367897034,0.654296875,0.001296034946236559,0.6925830245018005,0.6931471824645996,0.9724663496017456,0.6414311641171895,0.31174683570861816,0.4013671875,0.15143839605734766,0.53466796875,2.0,0.1513380376344086,0.0,3.0,0.0032463037634408603,1.0,0.0011740218040621265,1.2517841944433996,2.0,0.4714045207910317,0.20726356599879908,1.247219128924647,2.0049283154121864e-05,8.512544802867383e-06,0.9638917546227063,0.8227048542016843,0.0002548163082437276,0.00022737455197132617,0.0001859427370926123,0.8923076922684701
site20-FeTS2022_00101,site20,0.6177061200141907,0.6931471824645996,0.7539770603179932,1.0,0.00670038082437276,0.45933008193969727,0.65771484375,0.0016415770609318997,0.6925467848777771,0.6931471824645996,0.9694757461547852,0.6422625545851528,0.24515709280967712,0.349365234375,0.15211895161290323,0.572265625,3.0,0.1518347894265233,1.0,1.0,0.00670038082437276,0.0,0.00670038082437276,0.0,1.0,0.0,0.15148821182183406,0.9428090415820634,1.904121863799283e-05,1.0192652329749103e-05,0.9883555473229645,0.9054380767531398,0.00015490591397849464,0.00015490591397849464,8.237439693863266e-05,0.9999999999276934
site20-FeTS2022_00127,site20,0.6455492377281189,0.6931471824645996,0.8089796304702759,1.0,0.013150089605734766,0.4424746334552765,0.740234375,0.003122983870967742,0.6919023394584656,0.6931471824645996,0.9569823741912842,0.3703105946488774,0.2747154235839844,0.44677734375,0.1507450716845878,0.5556640625,5.0,0.14535943100358423,1.0,1.0,0.013150089605734766,0.0,0.013150089605734766,0.0,2.0,0.9428090415820634,0.18122392244704033,1.4142135623730951,3.8418458781362005e-05,3.5170250896057345e-05,0.9805794333015045,0.8412089950364056,0.0005124327956989248,0.0005069444444444444,0.00030818909596029483,0.989289617464715
site20-FeTS2022_00442,site20,0.6135972738265991,0.6931471824645996,0.7424623966217041,1.0,0.004515120967741935,0.46839138865470886,0.88818359375,0.0012142697132616488,0.6918277144432068,0.6931471824645996,0.9571564793586731,0.6103680472281154,0.26014214754104614,0.4404296875,0.15047087813620072,0.57421875,7.0,0.14204390681003584,1.0,3.0,0.004508512544802867,2.0,0.0015050403225806452,1.4111097441509888,5.0,0.0,0.138920418722069,2.8674417556808756,1.6017025089605736e-05,6.048387096774193e-06,0.9333036331876463,0.669195927375366,0.0006372087813620072,0.0004693100358422939,0.00038255056125151103,0.7365090525446211
site20-FeTS2022_00443,site20,0.606842041015625,0.6931471824645996,0.7393456101417542,1.0,0.011343525985663083,0.462477445602417,0.68994140625,0.0027407034050179213,0.6896786093711853,0.6928491592407227,0.9200618267059326,0.018390616698679963,0.4027478098869324,0.478271484375,0.15157594086021506,0.57861328125,4.0,0.15012679211469535,1.0,6.0,0.011238687275985664,5.0,0.0018905876642771806,2.2113130878876035,4.0,1.4142135623730951,0.1669769359909619,1.4142135623730951,3.774641577060932e-05,1.814516129032258e-05,0.9663955583694704,0.7967902667444484,0.0007728494623655914,0.0005570116487455197,0.0006612759848483083,0.7207246376707142
site20-FeTS2022_00444,site20,0.6506591439247131,0.6931471824645996,0.812970757484436,1.0,0.002866263440860215,0.4470364451408386,0.6669921875,0.0009797267025089605,0.691503643989563,0.6931471824645996,0.9498226642608643,0.3843603521207271,0.21421635150909424,0.320068359375,0.15009632616487456,0.5517578125,9.0,0.14190008960573477,2.0,2.0,0.0028511424731182794,1.0,0.0014331317204301075,0.9894490035092657,3.0,0.0,0.16631784562191715,2.8284271247461903,1.7697132616487457e-05,8.064516129032258e-06,0.8703751954145598,0.714285714287226,0.0006686827956989247,0.0003080197132616487,0.00029569941898983546,0.46063651590518195
site20-FeTS2022_00445,site20,0.6590113043785095,0.6931471824645996,0.8301395773887634,1.0,0.01731978046594982,0.44011032581329346,0.654296875,0.00491913082437276,0.6924372315406799,0.6931471824645996,0.9686928987503052,0.6439728585090396,0.2818491756916046,0.4599609375,0.1502833781362007,0.544921875,6.0,0.1494567652329749,4.0,4.0,0.017300179211469535,3.0,0.004329945116487455,1.7294380393381252,0.0,1.4142135623730951,0.17234679057383026,2.494438257849294,7.258064516129032e-05,7.325268817204301e-05,0.9829120382708,0.8793479138085485,0.0005889336917562724,0.0005821012544802867,0.00038258964406355555,0.9883986306392469
site20-FeTS2022_00446,site20,0.6597775220870972,0.6931471824645996,0.8415564298629761,1.0,0.02402833781362007,0.43080538511276245,0.72314453125,0.005834005376344086,0.69207364320755,0.6931471824645996,0.9662906527519226,0.5362093460814806,0.2992955446243286,0.53857421875,0.1505684363799283,0.53662109375,13.0,0.14321516577060933,5.0,2.0,0.024026993727598565,1.0,0.012014168906810035,0.9998881249262325,-3.0,0.4714045207910317,0.1950240237000037,5.436502143433364,8.680555555555556e-05,9.599014336917563e-05,0.9821993175012229,0.8585274107341274,0.0008588709677419355,0.0008327732974910394,0.0005713670501546756,0.9696139801647156
