dataset,model,label,score,positives,negatives,auroc_directional,auprc
consep,prototype_seed7,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,243,261,0.6875266070668369,0.3674173230546889
consep,prototype_seed7,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,243,261,0.5962663387099318,0.595182073289755
consep,prototype_seed7,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,243,261,0.68435740977248,0.36996054209448415
consep,prototype_seed7,bad_dice_lt_0.65,foreground_area_frac__raw_global_ranking,243,261,0.7665200321649874,0.34007291487131863
consep,prototype_seed7,bad_dice_lt_0.65,boundary_risk_score__raw_global_ranking,243,261,0.5062201409583275,0.48199842696212947
consep,prototype_seed7,bad_dice_lt_0.65,boundary_overconfidence_score__raw_global_ranking,243,261,0.6036059473692509,0.4063987702871954
consep,prototype_seed7,bad_dice_lt_0.65,boundary_abnormality_score__raw_global_ranking,243,261,0.5196695205209467,0.515284411698091
consep,prototype_seed7,bad_dice_lt_0.65,boundary_dual_risk_score__raw_global_ranking,243,261,0.5716065149866767,0.454350847785192
consep,prototype_seed7,bad_dice_lt_0.65,uncertainty_cluster_score__raw_global_ranking,243,261,0.5977011494252874,0.4097384310654487
consep,prototype_seed7,bad_dice_lt_0.65,topology_risk_score__raw_global_ranking,243,261,0.5822729924475347,0.4096532490352786
consep,prototype_seed7,bad_dice_lt_0.65,sfrm_composite_score__raw_global_ranking,243,261,0.5769673462308627,0.4179541252372448
consep,prototype_seed7,bad_dice_lt_0.65,sfrm_balanced_score__raw_global_ranking,243,261,0.6066647746085805,0.40344484160763217
consep,prototype_seed7,bad_dice_lt_0.65,global_mean_entropy__area_ranked,243,261,0.6053403339482524,0.5761084219744182
consep,prototype_seed7,bad_dice_lt_0.65,global_max_entropy__area_ranked,243,261,0.5086640493196474,0.4967886998152361
consep,prototype_seed7,bad_dice_lt_0.65,global_mean_margin_uncertainty__area_ranked,243,261,0.6069958847736626,0.5767029463403751
consep,prototype_seed7,bad_dice_lt_0.65,foreground_area_frac__area_ranked,243,261,0.5463396559607712,0.45566577597212565
consep,prototype_seed7,bad_dice_lt_0.65,boundary_risk_score__area_ranked,243,261,0.5656228812891224,0.5305284103272467
consep,prototype_seed7,bad_dice_lt_0.65,boundary_overconfidence_score__area_ranked,243,261,0.5595446446872585,0.43304238658668487
consep,prototype_seed7,bad_dice_lt_0.65,boundary_abnormality_score__area_ranked,243,261,0.5407265503050944,0.4657661972717359
consep,prototype_seed7,bad_dice_lt_0.65,boundary_dual_risk_score__area_ranked,243,261,0.5273638900714253,0.4528380985399688
consep,prototype_seed7,bad_dice_lt_0.65,uncertainty_cluster_score__area_ranked,243,261,0.5654415590558629,0.5449865025833636
consep,prototype_seed7,bad_dice_lt_0.65,topology_risk_score__area_ranked,243,261,0.6624962553017044,0.6141598217406239
consep,prototype_seed7,bad_dice_lt_0.65,sfrm_composite_score__area_ranked,243,261,0.6401147848572284,0.5963606683985809
consep,prototype_seed7,bad_dice_lt_0.65,sfrm_balanced_score__area_ranked,243,261,0.5979455402614193,0.5817705274410143
consep,prototype_seed7,low_boundary_dice_le_q25,global_mean_entropy__raw_global_ranking,126,378,0.6676534811455446,0.18395783299759294
consep,prototype_seed7,low_boundary_dice_le_q25,global_max_entropy__raw_global_ranking,126,378,0.5522801713277904,0.34871122453060516
consep,prototype_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty__raw_global_ranking,126,378,0.6645250692869741,0.18514828635104214
consep,prototype_seed7,low_boundary_dice_le_q25,foreground_area_frac__raw_global_ranking,126,378,0.7129419669102208,0.17971875676833116
consep,prototype_seed7,low_boundary_dice_le_q25,boundary_risk_score__raw_global_ranking,126,378,0.5285966238347191,0.3089540111534467
consep,prototype_seed7,low_boundary_dice_le_q25,boundary_overconfidence_score__raw_global_ranking,126,378,0.6308788947677837,0.20458239108133766
consep,prototype_seed7,low_boundary_dice_le_q25,boundary_abnormality_score__raw_global_ranking,126,378,0.5642374233644074,0.3293351409449936
consep,prototype_seed7,low_boundary_dice_le_q25,boundary_dual_risk_score__raw_global_ranking,126,378,0.5188124632569077,0.28832131104523706
consep,prototype_seed7,low_boundary_dice_le_q25,uncertainty_cluster_score__raw_global_ranking,126,378,0.5664105148232133,0.21429468561208298
consep,prototype_seed7,low_boundary_dice_le_q25,topology_risk_score__raw_global_ranking,126,378,0.5184345343075503,0.2241221424296896
consep,prototype_seed7,low_boundary_dice_le_q25,sfrm_composite_score__raw_global_ranking,126,378,0.5216364323507181,0.22728237315719024
consep,prototype_seed7,low_boundary_dice_le_q25,sfrm_balanced_score__raw_global_ranking,126,378,0.5433778449651465,0.22010423217801023
consep,prototype_seed7,low_boundary_dice_le_q25,global_mean_entropy__area_ranked,126,378,0.533058285042412,0.2896051722047597
consep,prototype_seed7,low_boundary_dice_le_q25,global_max_entropy__area_ranked,126,378,0.5094902158394222,0.29201049222806913
consep,prototype_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty__area_ranked,126,378,0.5387272192827749,0.29210312489577
consep,prototype_seed7,low_boundary_dice_le_q25,foreground_area_frac__area_ranked,126,378,0.5492882338120433,0.2235598665289809
consep,prototype_seed7,low_boundary_dice_le_q25,boundary_risk_score__area_ranked,126,378,0.5749349122364995,0.32535074545805825
consep,prototype_seed7,low_boundary_dice_le_q25,boundary_overconfidence_score__area_ranked,126,378,0.5832283530696228,0.2165474522947627
consep,prototype_seed7,low_boundary_dice_le_q25,boundary_abnormality_score__area_ranked,126,378,0.5111279079533048,0.257813410820623
consep,prototype_seed7,low_boundary_dice_le_q25,boundary_dual_risk_score__area_ranked,126,378,0.5210590409003107,0.249656454809228
consep,prototype_seed7,low_boundary_dice_le_q25,uncertainty_cluster_score__area_ranked,126,378,0.5023830519862266,0.27662654217781324
consep,prototype_seed7,low_boundary_dice_le_q25,topology_risk_score__area_ranked,126,378,0.6390568573108255,0.36733600451587073
consep,prototype_seed7,low_boundary_dice_le_q25,sfrm_composite_score__area_ranked,126,378,0.608633576887545,0.3417524567342417
consep,prototype_seed7,low_boundary_dice_le_q25,sfrm_balanced_score__area_ranked,126,378,0.5528890568573108,0.3275607620254355
consep,prototype_seed7,high_error_ge_q0.75,global_mean_entropy__raw_global_ranking,126,378,0.9181153943058706,0.7624289533197872
consep,prototype_seed7,high_error_ge_q0.75,global_max_entropy__raw_global_ranking,126,378,0.5262030738221215,0.22668613188957315
consep,prototype_seed7,high_error_ge_q0.75,global_mean_margin_uncertainty__raw_global_ranking,126,378,0.9152809271856891,0.7646074531665381
consep,prototype_seed7,high_error_ge_q0.75,foreground_area_frac__raw_global_ranking,126,378,0.8540984294952549,0.5964676989834977
consep,prototype_seed7,high_error_ge_q0.75,boundary_risk_score__raw_global_ranking,126,378,0.7630595448055766,0.5685230714887026
consep,prototype_seed7,high_error_ge_q0.75,boundary_overconfidence_score__raw_global_ranking,126,378,0.6034475518602502,0.2436325711684541
consep,prototype_seed7,high_error_ge_q0.75,boundary_abnormality_score__raw_global_ranking,126,378,0.5000734861845972,0.25322347365859754
consep,prototype_seed7,high_error_ge_q0.75,boundary_dual_risk_score__raw_global_ranking,126,378,0.5742000503905266,0.2736693257151629
consep,prototype_seed7,high_error_ge_q0.75,uncertainty_cluster_score__raw_global_ranking,126,378,0.8399575879734611,0.6149089661170124
consep,prototype_seed7,high_error_ge_q0.75,topology_risk_score__raw_global_ranking,126,378,0.8535315360712186,0.6448991003761465
consep,prototype_seed7,high_error_ge_q0.75,sfrm_composite_score__raw_global_ranking,126,378,0.8945788191819938,0.7418866633754562
consep,prototype_seed7,high_error_ge_q0.75,sfrm_balanced_score__raw_global_ranking,126,378,0.8457210044511632,0.681249583073888
consep,prototype_seed7,high_error_ge_q0.75,global_mean_entropy__area_ranked,126,378,0.7264109347442681,0.4431951807276271
consep,prototype_seed7,high_error_ge_q0.75,global_max_entropy__area_ranked,126,378,0.6151003611321071,0.33199226968100676
consep,prototype_seed7,high_error_ge_q0.75,global_mean_margin_uncertainty__area_ranked,126,378,0.7189573360208281,0.43670118939442665
