dataset,model,area_bin,n,area_min,area_max,area_mean
consep,prototype_seed7,0,101,7.62939453125e-05,0.064544677734375,0.03491769922841893
consep,prototype_seed7,1,101,0.0651092529296875,0.14642333984375,0.10131171198174505
consep,prototype_seed7,2,100,0.1470794677734375,0.21746826171875,0.18592849731445313
consep,prototype_seed7,3,101,0.217498779296875,0.2859954833984375,0.24663354854772587
consep,prototype_seed7,4,101,0.2887420654296875,0.5186004638671875,0.3607989018506343
