dataset,model,area_bin,n,area_min,area_max,area_mean
monuseg,prototype_seed7,0,34,0.0924530029296875,0.1470947265625,0.12479086483226103
monuseg,prototype_seed7,1,33,0.147613525390625,0.1666107177734375,0.15855084043560605
monuseg,prototype_seed7,2,34,0.1682891845703125,0.189300537109375,0.17717249253216913
monuseg,prototype_seed7,3,33,0.19012451171875,0.2308502197265625,0.20722591515743372
monuseg,prototype_seed7,4,34,0.233123779296875,0.3705902099609375,0.28771119959214153
