dataset,model,label,predictor,feature_set,cv_mode,folds_used,positives,negatives,auroc_raw,auroc_directional,auprc
consep,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,0,199,305,0.24525908229672955,0.7547409177032705,0.2708483334955824
consep,prototype_seed42,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,0,199,305,0.7284455062196228,0.7284455062196228,0.6322787819909185
consep,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,0,199,305,0.2474009391218387,0.7525990608781613,0.27221748669212575
consep,prototype_seed42,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,0,199,305,0.18133289397808713,0.8186671060219128,0.2569694984903906
consep,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,0,199,305,0.5003871818106929,0.5003871818106929,0.4323577901180282
consep,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,0,199,305,0.3644369387923222,0.6355630612076778,0.3136162675166927
consep,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,0,199,305,0.5477798830216657,0.5477798830216657,0.4161014968580831
consep,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,0,199,305,0.4306944558859873,0.5693055441140127,0.35634388786058147
consep,prototype_seed42,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,0,199,305,0.486646346486531,0.5133536535134691,0.37168235473014977
consep,prototype_seed42,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,0,199,305,0.331633577724689,0.668366422275311,0.29637425128856576
consep,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,0,199,305,0.43921245572122913,0.5607875442787709,0.34236804573893287
consep,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,0,199,305,0.37304555564708786,0.6269544443529121,0.32283801125769407
consep,prototype_seed42,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,5,199,305,0.8677156273169124,0.8677156273169124,0.8290084097739215
consep,prototype_seed42,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,5,199,305,0.8741082461487766,0.8741082461487766,0.8427684701346281
consep,prototype_seed42,bad_dice_lt_0.65,random_forest::global_features,global_features,group_kfold,5,199,305,0.8119284949336848,0.8119284949336848,0.734409729837637
consep,prototype_seed42,bad_dice_lt_0.65,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,199,305,0.8226707307026937,0.8226707307026937,0.713112959583383
consep,prototype_seed42,bad_dice_lt_0.65,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,199,305,0.8201664057994892,0.8201664057994892,0.7086849726563162
consep,prototype_seed42,bad_dice_lt_0.65,random_forest::sfrm_features,sfrm_features,group_kfold,5,199,305,0.8410906993986323,0.8410906993986323,0.8043757751636296
consep,prototype_seed42,bad_dice_lt_0.65,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,199,305,0.8317159568333471,0.8317159568333471,0.7229511060444128
consep,prototype_seed42,bad_dice_lt_0.65,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,199,305,0.83707059889612,0.83707059889612,0.7289473426895758
