dataset,model,label,predictor,feature_set,cv_mode,folds_used,positives,negatives,auroc_raw,auroc_directional,auprc,run
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,predefined::boundary_risk_score,predefined_score,none,0,8,160,0.1316406249999999,0.868359375,0.0294853852171651,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,predefined::boundary_overconfidence_score,predefined_score,none,0,8,160,0.89765625,0.89765625,0.4731000481000481,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,predefined::boundary_abnormality_score,predefined_score,none,0,8,160,0.5421875,0.5421875,0.0825615777989223,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,predefined::boundary_dual_risk_score,predefined_score,none,0,8,160,0.7902343749999999,0.7902343749999999,0.377951203742343,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,predefined::uncertainty_cluster_score,predefined_score,none,0,8,160,0.6921875,0.6921875,0.0821127093927653,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,predefined::topology_risk_score,predefined_score,none,0,8,160,0.643359375,0.643359375,0.0727952633593296,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,predefined::sfrm_composite_score,predefined_score,none,0,8,160,0.5921875000000001,0.5921875000000001,0.0625965807362425,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,predefined::sfrm_balanced_score,predefined_score,none,0,8,160,0.7531249999999999,0.7531249999999999,0.1091472274865509,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,logistic_l2::global_features,global_features,group_kfold,5,8,160,0.45,0.55,0.0585253934853475,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,lasso_logistic_l1::global_features,global_features,group_kfold,5,8,160,0.4515625000000001,0.5484374999999999,0.0598854066187174,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,random_forest::global_features,global_features,group_kfold,5,8,160,0.7875,0.7875,0.1083137370494789,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,8,160,0.30625,0.69375,0.0361955441384765,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,8,160,0.3109375,0.6890625,0.0367049309756537,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,random_forest::sfrm_features,sfrm_features,group_kfold,5,8,160,0.71484375,0.71484375,0.0840760882026094,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,8,160,0.3054687499999999,0.69453125,0.0360623227794338,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,8,160,0.2828125,0.7171875,0.035194239555836,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,gray_high_dice_high_boundary_error,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,8,160,0.7000000000000001,0.7000000000000001,0.0811473097505703,stage3_predictor_monuseg_point_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,0,31,137,0.416058394160584,0.583941605839416,0.1762666733616809,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,0,31,137,0.4459618554273605,0.5540381445726394,0.1666957967933258,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,0,31,137,0.3367082646574052,0.6632917353425948,0.1441008141613866,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,0,31,137,0.0807628914527902,0.9192371085472096,0.1056532537806831,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,0,31,137,0.9709206498704968,0.9709206498704968,0.904165928014708,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,0,31,137,0.0238992229809277,0.9761007770190724,0.1030114060349868,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,0,31,137,0.9509065222510008,0.9509065222510008,0.8969057448606436,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,0,31,137,0.8465975983046857,0.8465975983046857,0.6717677406287996,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,0,31,137,0.3437720744054626,0.6562279255945374,0.1440423729130345,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,0,31,137,0.4477278078643749,0.5522721921356251,0.1611333888565001,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,0,31,137,0.5827643042147399,0.5827643042147399,0.2243186712318509,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,0,31,137,0.5264892865552154,0.5264892865552154,0.193704892367592,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,5,31,137,0.8321167883211679,0.8321167883211679,0.4117659454371282,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,5,31,137,0.8476571697668943,0.8476571697668943,0.438643041067086,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,random_forest::global_features,global_features,group_kfold,5,31,137,0.8069225335530963,0.8069225335530963,0.3777196869053432,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,31,137,0.910995997174476,0.910995997174476,0.6919209703828697,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,31,137,0.9284200612196846,0.9284200612196846,0.7807932314050537,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,random_forest::sfrm_features,sfrm_features,group_kfold,5,31,137,0.8975747586531669,0.8975747586531669,0.6023968880949662,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,31,137,0.9180598069225334,0.9180598069225334,0.6944880093083922,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,31,137,0.9333647280433248,0.9333647280433248,0.7932919805443556,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,bad_dice_lt_0.65,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,31,137,0.8768542500588651,0.8768542500588651,0.5615309209319155,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::global_mean_entropy,predefined_score,none,0,42,126,0.3446712018140589,0.655328798185941,0.1995427677994915,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::global_max_entropy,predefined_score,none,0,42,126,0.4971655328798187,0.5028344671201813,0.2401526536515233,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::global_mean_margin_uncertainty,predefined_score,none,0,42,126,0.2671957671957672,0.7328042328042328,0.1734031711824329,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::foreground_area_frac,predefined_score,none,0,42,126,0.1092214663643235,0.8907785336356765,0.1469364324151609,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::boundary_risk_score,predefined_score,none,0,42,126,0.8934240362811791,0.8934240362811791,0.8220556819077148,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::boundary_overconfidence_score,predefined_score,none,0,42,126,0.0709561602418745,0.9290438397581254,0.1438605689556218,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::boundary_abnormality_score,predefined_score,none,0,42,126,0.8201058201058201,0.8201058201058201,0.8222462112114314,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::boundary_dual_risk_score,predefined_score,none,0,42,126,0.7118291761148904,0.7118291761148904,0.6049668717612453,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::uncertainty_cluster_score,predefined_score,none,0,42,126,0.2709750566893424,0.7290249433106576,0.1731603446516882,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::topology_risk_score,predefined_score,none,0,42,126,0.3444822373393802,0.6555177626606198,0.1874354558973192,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::sfrm_composite_score,predefined_score,none,0,42,126,0.4665532879818593,0.5334467120181406,0.2338693781858383,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,predefined::sfrm_balanced_score,predefined_score,none,0,42,126,0.3888888888888889,0.611111111111111,0.2052786489430322,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,logistic_l2::global_features,global_features,group_kfold,5,42,126,0.8157596371882087,0.8157596371882087,0.6350444007916074,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::global_features,global_features,group_kfold,5,42,126,0.8095238095238095,0.8095238095238095,0.6243016554205317,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,random_forest::global_features,global_features,group_kfold,5,42,126,0.7573696145124716,0.7573696145124716,0.4064470634762891,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,42,126,0.9002267573696144,0.9002267573696144,0.7715538724045278,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,42,126,0.8945578231292517,0.8945578231292517,0.7567897134519143,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,random_forest::sfrm_features,sfrm_features,group_kfold,5,42,126,0.8520408163265305,0.8520408163265305,0.6018568344675163,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.8964474678760392,0.8964474678760392,0.7699515804673392,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.8892668178382463,0.8892668178382463,0.7512557431170743,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,low_boundary_dice_le_q25,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.8450491307634165,0.8450491307634165,0.5885024118692979,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,0,42,126,0.737339380196523,0.737339380196523,0.5136050989783977,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::global_max_entropy,predefined_score,none,0,42,126,0.2339380196523053,0.7660619803476947,0.1644609331665518,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,0,42,126,0.7617157974300832,0.7617157974300832,0.5903157876094032,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,0,42,126,0.6717687074829932,0.6717687074829932,0.641092789789953,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,0,42,126,0.581254724111867,0.581254724111867,0.4472456695410606,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,0,42,126,0.5105820105820106,0.5105820105820106,0.29558979565603,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,0,42,126,0.6101662887377174,0.6101662887377174,0.3982004784061416,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,0,42,126,0.6726190476190476,0.6726190476190476,0.4350855157427082,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,0,42,126,0.7054043839758126,0.7054043839758126,0.5010857303489581,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,0,42,126,0.80489417989418,0.80489417989418,0.6428263760330727,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,0,42,126,0.7828798185941043,0.7828798185941043,0.5596875243186819,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,0,42,126,0.8134920634920636,0.8134920634920636,0.640861727251517,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,5,42,126,0.589191232048375,0.589191232048375,0.3940982696495004,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,5,42,126,0.598639455782313,0.598639455782313,0.4004240146834119,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,5,42,126,0.6944444444444444,0.6944444444444444,0.5717752480435824,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,42,126,0.6965230536659108,0.6965230536659108,0.5127267971812409,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,42,126,0.716175359032502,0.716175359032502,0.5367596127370752,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,5,42,126,0.7683295540438397,0.7683295540438397,0.6048514063630622,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.6993575207860921,0.6993575207860921,0.554438772153261,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.7260015117157975,0.7260015117157975,0.5532243192748687,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_error_ge_q0.75,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.7462207105064248,0.7462207105064248,0.5777920688118199,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,0,42,126,0.8747165532879819,0.8747165532879819,0.6757999810147207,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::global_max_entropy,predefined_score,none,0,42,126,0.2088057445200302,0.7911942554799698,0.1612703418383536,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,0,42,126,0.9168556311413454,0.9168556311413454,0.807482513387592,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,0,42,126,0.8297430083144368,0.8297430083144368,0.7938634957294664,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,0,42,126,0.4794028722600151,0.5205971277399848,0.3090001711427923,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,0,42,126,0.6474867724867724,0.6474867724867724,0.3588170611161991,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,0,42,126,0.517384731670446,0.517384731670446,0.2490472201878301,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,0,42,126,0.6000566893424036,0.6000566893424036,0.2912966130150928,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,0,42,126,0.842687074829932,0.842687074829932,0.6862653769802479,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,0,42,126,0.8886999244142101,0.8886999244142101,0.781486438070063,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,0,42,126,0.8613945578231292,0.8613945578231292,0.6668612104291958,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,0,42,126,0.9038170823885108,0.9038170823885108,0.7956010540060758,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,5,42,126,0.8828420256991686,0.8828420256991686,0.7779890349962989,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,5,42,126,0.8767951625094482,0.8767951625094482,0.7690965251698451,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,5,42,126,0.8786848072562358,0.8786848072562358,0.7594815045251424,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,42,126,0.8401360544217686,0.8401360544217686,0.7143831977074067,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,42,126,0.8223733938019653,0.8223733938019653,0.7141313558374378,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,5,42,126,0.8403250188964475,0.8403250188964475,0.7284988654122552,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.8541194255479969,0.8541194255479969,0.7433766200023272,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.8208616780045351,0.8208616780045351,0.7283206104976432,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_boundary_error_ge_q0.75,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.8497732426303855,0.8497732426303855,0.7230695574910192,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,0,42,126,0.4862055933484505,0.5137944066515495,0.2934308949993954,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::global_max_entropy,predefined_score,none,0,42,126,0.6479591836734694,0.6479591836734694,0.4769463192191045,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,0,42,126,0.522108843537415,0.522108843537415,0.3220817316771805,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,0,42,126,0.5445956160241874,0.5445956160241874,0.3536758445697348,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,0,42,126,0.2927059712773998,0.7072940287226002,0.1764972374755216,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,0,42,126,0.6863189720332578,0.6863189720332578,0.4559399094792946,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,0,42,126,0.4718442932728647,0.5281557067271353,0.2236883087103202,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,0,42,126,0.4991496598639456,0.5008503401360545,0.2447882621024024,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,0,42,126,0.611583522297808,0.611583522297808,0.3466673901645098,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::topology_risk_score,predefined_score,none,0,42,126,0.4098639455782313,0.5901360544217686,0.2956588141465683,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,0,42,126,0.4445389266817838,0.5554610733182161,0.2583854047849669,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,0,42,126,0.5188964474678761,0.5188964474678761,0.3366876597718548,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,5,42,126,0.4480347694633408,0.5519652305366591,0.2966676413872056,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,5,42,126,0.4399092970521542,0.5600907029478458,0.3304383114624715,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,random_forest::global_features,global_features,group_kfold,5,42,126,0.3117913832199547,0.6882086167800453,0.1830217886386704,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,42,126,0.5839002267573695,0.5839002267573695,0.4248416071378016,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,42,126,0.5582010582010583,0.5582010582010583,0.4052220245382249,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,5,42,126,0.3286092214663643,0.6713907785336357,0.20583445673636,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.5848450491307634,0.5848450491307634,0.4346214846404571,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.5718065003779289,0.5718065003779289,0.4088246637909752,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_boundary_ge_q0.75,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,42,126,0.3270975056689342,0.6729024943310657,0.2058016583786114,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_uncertainty_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,0,42,126,0.6740362811791384,0.6740362811791384,0.3934176283850911,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_uncertainty_ge_q0.75,predefined::global_max_entropy,predefined_score,none,0,42,126,0.2396069538926682,0.7603930461073318,0.1654239961725511,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_uncertainty_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,0,42,126,0.6829176114890402,0.6829176114890402,0.415315003488418,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_uncertainty_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,0,42,126,0.638888888888889,0.638888888888889,0.489585037821361,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_uncertainty_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,0,42,126,0.5980725623582767,0.5980725623582767,0.4517718823882959,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_uncertainty_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,0,42,126,0.4723167044595616,0.5276832955404384,0.2443880553096679,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_uncertainty_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,0,42,126,0.5495086923658352,0.5495086923658352,0.350168861836873,stage3_predictor_monuseg_proto_seed42
MoNuSeg,prototype_seed42,high_lecr_uncertainty_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,0,42,126,0.600151171579743,0.600151171579743,0.3579328448738673,stage3_predictor_monuseg_proto_seed42
