dataset,model,label,predictor,feature_set,cv_mode,n,budget,review_count,positives,captured,recall,precision,enrichment_over_random,remaining_positive_rate,accepted_bad_case_reduction,run
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::global_features,global_features,group_kfold,504,0.2,101,126,56,0.4444444444444444,0.5544554455445545,2.222222222222222,0.173697270471464,0.3052109181141439,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::global_features,global_features,group_kfold,504,0.3,152,126,73,0.5793650793650794,0.4802631578947368,1.9312169312169316,0.1505681818181818,0.3977272727272727,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::global_features,global_features,group_kfold,504,0.05,26,126,9,0.0714285714285714,0.3461538461538461,1.4285714285714284,0.2447698744769874,0.0209205020920502,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::global_features,global_features,group_kfold,504,0.1,51,126,21,0.1666666666666666,0.4117647058823529,1.6666666666666663,0.2317880794701986,0.0728476821192053,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::global_features,global_features,group_kfold,504,0.2,101,126,48,0.3809523809523809,0.4752475247524752,1.9047619047619049,0.1935483870967742,0.2258064516129032,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::global_features,global_features,group_kfold,504,0.3,152,126,61,0.4841269841269841,0.4013157894736842,1.6137566137566135,0.1846590909090909,0.2613636363636363,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,logistic_l2::sfrm_features,sfrm_features,group_kfold,504,0.05,26,126,11,0.0873015873015873,0.4230769230769231,1.7460317460317458,0.2405857740585774,0.0376569037656904,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,logistic_l2::sfrm_features,sfrm_features,group_kfold,504,0.1,51,126,25,0.1984126984126984,0.4901960784313725,1.984126984126984,0.2229580573951435,0.108167770419426,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,logistic_l2::sfrm_features,sfrm_features,group_kfold,504,0.2,101,126,45,0.3571428571428571,0.4455445544554455,1.7857142857142856,0.2009925558312655,0.1960297766749379,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,logistic_l2::sfrm_features,sfrm_features,group_kfold,504,0.3,152,126,56,0.4444444444444444,0.3684210526315789,1.4814814814814814,0.1988636363636363,0.2045454545454545,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,504,0.05,26,126,9,0.0714285714285714,0.3461538461538461,1.4285714285714284,0.2447698744769874,0.0209205020920502,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,504,0.1,51,126,21,0.1666666666666666,0.4117647058823529,1.6666666666666663,0.2317880794701986,0.0728476821192053,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,504,0.2,101,126,40,0.3174603174603174,0.396039603960396,1.5873015873015872,0.2133995037220843,0.1464019851116625,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,504,0.3,152,126,52,0.4126984126984127,0.3421052631578947,1.3756613756613756,0.2102272727272727,0.159090909090909,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::sfrm_features,sfrm_features,group_kfold,504,0.05,26,126,13,0.1031746031746031,0.5,2.0634920634920637,0.2364016736401673,0.0543933054393305,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::sfrm_features,sfrm_features,group_kfold,504,0.1,51,126,28,0.2222222222222222,0.5490196078431373,2.222222222222222,0.2163355408388521,0.1346578366445916,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::sfrm_features,sfrm_features,group_kfold,504,0.2,101,126,47,0.373015873015873,0.4653465346534653,1.865079365079365,0.1960297766749379,0.2158808933002481,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::sfrm_features,sfrm_features,group_kfold,504,0.3,152,126,59,0.4682539682539682,0.3881578947368421,1.560846560846561,0.1903409090909091,0.2386363636363636,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,504,0.05,26,126,11,0.0873015873015873,0.4230769230769231,1.7460317460317458,0.2405857740585774,0.0376569037656904,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,504,0.1,51,126,26,0.2063492063492063,0.5098039215686274,2.0634920634920637,0.2207505518763796,0.1169977924944812,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,504,0.2,101,126,44,0.3492063492063492,0.4356435643564356,1.7460317460317458,0.2034739454094292,0.1861042183622828,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,504,0.3,152,126,57,0.4523809523809524,0.375,1.507936507936508,0.1960227272727272,0.2159090909090909,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,504,0.05,26,126,10,0.0793650793650793,0.3846153846153846,1.5873015873015872,0.2426778242677824,0.0292887029288703,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,504,0.1,51,126,22,0.1746031746031746,0.4313725490196078,1.7460317460317458,0.2295805739514348,0.0816777041942604,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,504,0.2,101,126,40,0.3174603174603174,0.396039603960396,1.5873015873015872,0.2133995037220843,0.1464019851116625,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,504,0.3,152,126,52,0.4126984126984127,0.3421052631578947,1.3756613756613756,0.2102272727272727,0.159090909090909,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::all_deployable_features,all_deployable_features,group_kfold,504,0.05,26,126,13,0.1031746031746031,0.5,2.0634920634920637,0.2364016736401673,0.0543933054393305,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::all_deployable_features,all_deployable_features,group_kfold,504,0.1,51,126,32,0.2539682539682539,0.6274509803921569,2.5396825396825395,0.2075055187637969,0.1699779249448123,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::all_deployable_features,all_deployable_features,group_kfold,504,0.2,101,126,49,0.3888888888888889,0.4851485148514851,1.9444444444444444,0.1910669975186104,0.2357320099255583,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,low_boundary_dice_le_q25,random_forest::all_deployable_features,all_deployable_features,group_kfold,504,0.3,152,126,59,0.4682539682539682,0.3881578947368421,1.560846560846561,0.1903409090909091,0.2386363636363636,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,504,0.05,26,126,21,0.1666666666666666,0.8076923076923077,3.333333333333333,0.2196652719665272,0.1213389121338912,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,504,0.1,51,126,42,0.3333333333333333,0.8235294117647058,3.333333333333333,0.1854304635761589,0.2582781456953642,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,504,0.2,101,126,76,0.6031746031746031,0.7524752475247525,3.015873015873016,0.1240694789081885,0.5037220843672456,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,504,0.3,152,126,101,0.8015873015873016,0.6644736842105263,2.671957671957672,0.0710227272727272,0.7159090909090908,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_max_entropy,predefined_score,none,504,0.05,26,126,0,0.0,0.0,0.0,0.2635983263598326,-0.0543933054393306,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_max_entropy,predefined_score,none,504,0.1,51,126,5,0.0396825396825396,0.0980392156862745,0.3968253968253968,0.2671081677704194,-0.0684326710816776,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_max_entropy,predefined_score,none,504,0.2,101,126,19,0.1507936507936507,0.1881188118811881,0.7539682539682538,0.2655086848635236,-0.0620347394540943,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_max_entropy,predefined_score,none,504,0.3,152,126,28,0.2222222222222222,0.1842105263157894,0.7407407407407407,0.2784090909090909,-0.1136363636363635,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,504,0.05,26,126,21,0.1666666666666666,0.8076923076923077,3.333333333333333,0.2196652719665272,0.1213389121338912,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,504,0.1,51,126,42,0.3333333333333333,0.8235294117647058,3.333333333333333,0.1854304635761589,0.2582781456953642,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,504,0.2,101,126,78,0.6190476190476191,0.7722772277227723,3.095238095238096,0.119106699751861,0.5235732009925558,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,504,0.3,152,126,102,0.8095238095238095,0.6710526315789473,2.6984126984126986,0.0681818181818181,0.7272727272727273,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,504,0.05,26,126,25,0.1984126984126984,0.9615384615384616,3.968253968253968,0.2112970711297071,0.1548117154811715,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,504,0.1,51,126,43,0.3412698412698413,0.8431372549019608,3.412698412698413,0.1832229580573951,0.2671081677704194,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,504,0.2,101,126,63,0.5,0.6237623762376238,2.5,0.1563275434243176,0.3746898263027295,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,504,0.3,152,126,82,0.6507936507936508,0.5394736842105263,2.1693121693121693,0.125,0.5,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,504,0.05,26,126,20,0.1587301587301587,0.7692307692307693,3.1746031746031744,0.2217573221757322,0.1129707112970711,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,504,0.1,51,126,30,0.238095238095238,0.5882352941176471,2.3809523809523805,0.2119205298013245,0.152317880794702,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,504,0.2,101,126,45,0.3571428571428571,0.4455445544554455,1.7857142857142856,0.2009925558312655,0.1960297766749379,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,504,0.3,152,126,62,0.492063492063492,0.4078947368421052,1.6402116402116402,0.1818181818181818,0.2727272727272727,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,504,0.05,26,126,6,0.0476190476190476,0.2307692307692307,0.9523809523809524,0.2510460251046025,-0.0041841004184099,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,504,0.1,51,126,10,0.0793650793650793,0.196078431372549,0.7936507936507936,0.2560706401766004,-0.0242825607064016,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,504,0.2,101,126,16,0.1269841269841269,0.1584158415841584,0.6349206349206349,0.2729528535980149,-0.0918114143920596,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,504,0.3,152,126,22,0.1746031746031746,0.1447368421052631,0.582010582010582,0.2954545454545454,-0.1818181818181818,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,504,0.05,26,126,0,0.0,0.0,0.0,0.2635983263598326,-0.0543933054393306,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,504,0.1,51,126,0,0.0,0.0,0.0,0.2781456953642384,-0.1125827814569535,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,504,0.2,101,126,0,0.0,0.0,0.0,0.3126550868486352,-0.250620347394541,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,504,0.3,152,126,27,0.2142857142857142,0.1776315789473684,0.7142857142857143,0.28125,-0.125,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,504,0.05,26,126,0,0.0,0.0,0.0,0.2635983263598326,-0.0543933054393306,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,504,0.1,51,126,1,0.0079365079365079,0.0196078431372549,0.0793650793650793,0.2759381898454746,-0.1037527593818985,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,504,0.2,101,126,14,0.1111111111111111,0.1386138613861386,0.5555555555555555,0.2779156327543424,-0.1116625310173697,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,504,0.3,152,126,29,0.2301587301587301,0.1907894736842105,0.7671957671957672,0.2755681818181818,-0.1022727272727272,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,504,0.05,26,126,25,0.1984126984126984,0.9615384615384616,3.968253968253968,0.2112970711297071,0.1548117154811715,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,504,0.1,51,126,44,0.3492063492063492,0.8627450980392157,3.492063492063492,0.1810154525386313,0.2759381898454746,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,504,0.2,101,126,79,0.626984126984127,0.7821782178217822,3.134920634920635,0.1166253101736972,0.533498759305211,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,504,0.3,152,126,104,0.8253968253968254,0.6842105263157895,2.751322751322751,0.0625,0.75,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,504,0.05,26,126,22,0.1746031746031746,0.8461538461538461,3.492063492063492,0.2175732217573222,0.1297071129707112,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,504,0.1,51,126,40,0.3174603174603174,0.7843137254901961,3.1746031746031744,0.1898454746136865,0.2406181015452538,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,504,0.2,101,126,69,0.5476190476190477,0.6831683168316832,2.738095238095238,0.141439205955335,0.43424317617866,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,504,0.3,152,126,97,0.7698412698412699,0.6381578947368421,2.5661375661375665,0.0823863636363636,0.6704545454545454,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,504,0.05,26,126,25,0.1984126984126984,0.9615384615384616,3.968253968253968,0.2112970711297071,0.1548117154811715,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,504,0.1,51,126,46,0.365079365079365,0.9019607843137256,3.65079365079365,0.1766004415011037,0.2935982339955849,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,504,0.2,101,126,78,0.6190476190476191,0.7722772277227723,3.095238095238096,0.119106699751861,0.5235732009925558,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,504,0.3,152,126,107,0.8492063492063492,0.7039473684210527,2.8306878306878307,0.0539772727272727,0.7840909090909091,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,504,0.05,26,126,24,0.1904761904761904,0.9230769230769232,3.809523809523809,0.2133891213389121,0.1464435146443514,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,504,0.1,51,126,42,0.3333333333333333,0.8235294117647058,3.333333333333333,0.1854304635761589,0.2582781456953642,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,504,0.2,101,126,81,0.6428571428571429,0.801980198019802,3.2142857142857144,0.1116625310173697,0.5533498759305211,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,504,0.3,152,126,102,0.8095238095238095,0.6710526315789473,2.6984126984126986,0.0681818181818181,0.7272727272727273,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,504,0.05,26,126,12,0.0952380952380952,0.4615384615384615,1.9047619047619049,0.2384937238493724,0.0460251046025104,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,504,0.1,51,126,28,0.2222222222222222,0.5490196078431373,2.222222222222222,0.2163355408388521,0.1346578366445916,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,504,0.2,101,126,64,0.5079365079365079,0.6336633663366337,2.5396825396825395,0.1538461538461538,0.3846153846153846,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,504,0.3,152,126,97,0.7698412698412699,0.6381578947368421,2.5661375661375665,0.0823863636363636,0.6704545454545454,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,504,0.05,26,126,11,0.0873015873015873,0.4230769230769231,1.7460317460317458,0.2405857740585774,0.0376569037656904,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,504,0.1,51,126,27,0.2142857142857142,0.5294117647058824,2.142857142857143,0.2185430463576159,0.1258278145695364,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,504,0.2,101,126,63,0.5,0.6237623762376238,2.5,0.1563275434243176,0.3746898263027295,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,504,0.3,152,126,98,0.7777777777777778,0.6447368421052632,2.592592592592593,0.0795454545454545,0.6818181818181819,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,504,0.05,26,126,8,0.0634920634920634,0.3076923076923077,1.2698412698412698,0.2468619246861924,0.0125523012552301,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,504,0.1,51,126,24,0.1904761904761904,0.4705882352941176,1.9047619047619049,0.2251655629139073,0.0993377483443708,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,504,0.2,101,126,65,0.5158730158730159,0.6435643564356436,2.5793650793650795,0.1513647642679901,0.3945409429280396,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,504,0.3,152,126,103,0.8174603174603174,0.6776315789473685,2.724867724867725,0.065340909090909,0.7386363636363636,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,504,0.05,26,126,23,0.1825396825396825,0.8846153846153846,3.65079365079365,0.2154811715481171,0.1380753138075313,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,504,0.1,51,126,46,0.365079365079365,0.9019607843137256,3.65079365079365,0.1766004415011037,0.2935982339955849,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,504,0.2,101,126,76,0.6031746031746031,0.7524752475247525,3.015873015873016,0.1240694789081885,0.5037220843672456,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,504,0.3,152,126,101,0.8015873015873016,0.6644736842105263,2.671957671957672,0.0710227272727272,0.7159090909090908,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,504,0.05,26,126,24,0.1904761904761904,0.9230769230769232,3.809523809523809,0.2133891213389121,0.1464435146443514,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,504,0.1,51,126,45,0.3571428571428571,0.8823529411764706,3.571428571428571,0.1788079470198675,0.2847682119205298,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,504,0.2,101,126,77,0.6111111111111112,0.7623762376237624,3.055555555555556,0.1215880893300248,0.5136476426799008,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,504,0.3,152,126,100,0.7936507936507936,0.6578947368421053,2.6455026455026456,0.0738636363636363,0.7045454545454546,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,504,0.05,26,126,16,0.1269841269841269,0.6153846153846154,2.5396825396825395,0.2301255230125523,0.0794979079497908,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,504,0.1,51,126,35,0.2777777777777778,0.6862745098039216,2.7777777777777777,0.2008830022075055,0.1964679911699779,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,504,0.2,101,126,77,0.6111111111111112,0.7623762376237624,3.055555555555556,0.1215880893300248,0.5136476426799008,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,504,0.3,152,126,102,0.8095238095238095,0.6710526315789473,2.6984126984126986,0.0681818181818181,0.7272727272727273,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,504,0.05,26,126,22,0.1746031746031746,0.8461538461538461,3.492063492063492,0.2175732217573222,0.1297071129707112,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,504,0.1,51,126,42,0.3333333333333333,0.8235294117647058,3.333333333333333,0.1854304635761589,0.2582781456953642,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,504,0.2,101,126,73,0.5793650793650794,0.7227722772277227,2.8968253968253967,0.1315136476426799,0.4739454094292804,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,504,0.3,152,126,100,0.7936507936507936,0.6578947368421053,2.6455026455026456,0.0738636363636363,0.7045454545454546,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,504,0.05,26,126,24,0.1904761904761904,0.9230769230769232,3.809523809523809,0.2133891213389121,0.1464435146443514,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,504,0.1,51,126,43,0.3412698412698413,0.8431372549019608,3.412698412698413,0.1832229580573951,0.2671081677704194,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,504,0.2,101,126,73,0.5793650793650794,0.7227722772277227,2.8968253968253967,0.1315136476426799,0.4739454094292804,stage3_predictor_consep_grid_point_seed42
CoNSeP,point_seed42,high_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,504,0.3,152,126,101,0.8015873015873016,0.6644736842105263,2.671957671957672,0.0710227272727272,0.7159090909090908,stage3_predictor_consep_grid_point_seed42
