dataset,model,label,predictor,feature_set,cv_mode,n,budget,review_count,positives,captured,recall,precision,enrichment_over_random,remaining_positive_rate,accepted_bad_case_reduction,run
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::global_max_entropy,predefined_score,none,168,0.2,34,42,2,0.0476190476190476,0.0588235294117647,0.238095238095238,0.2985074626865671,-0.1940298507462685,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::global_max_entropy,predefined_score,none,168,0.3,51,42,2,0.0476190476190476,0.0392156862745098,0.1587301587301587,0.3418803418803419,-0.3675213675213675,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.1,17,42,5,0.119047619047619,0.2941176470588235,1.1904761904761902,0.2450331125827814,0.0198675496688741,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.3,51,42,37,0.8809523809523809,0.7254901960784313,2.9365079365079367,0.0427350427350427,0.829059829059829,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,168,0.05,9,42,1,0.0238095238095238,0.1111111111111111,0.4761904761904761,0.2578616352201258,-0.0314465408805031,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,168,0.1,17,42,7,0.1666666666666666,0.4117647058823529,1.6666666666666663,0.2317880794701986,0.0728476821192053,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,168,0.3,51,42,35,0.8333333333333334,0.6862745098039216,2.777777777777778,0.0598290598290598,0.7606837606837606,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,168,0.1,17,42,0,0.0,0.0,0.0,0.2781456953642384,-0.1125827814569535,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,168,0.2,34,42,1,0.0238095238095238,0.0294117647058823,0.119047619047619,0.3059701492537313,-0.2238805970149253,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,168,0.3,51,42,4,0.0952380952380952,0.0784313725490196,0.3174603174603174,0.3247863247863248,-0.2991452991452992,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,168,0.05,9,42,7,0.1666666666666666,0.7777777777777778,3.333333333333333,0.220125786163522,0.1194968553459119,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,168,0.1,17,42,10,0.238095238095238,0.5882352941176471,2.3809523809523805,0.2119205298013245,0.152317880794702,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,168,0.2,34,42,15,0.3571428571428571,0.4411764705882353,1.7857142857142856,0.2014925373134328,0.1940298507462686,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,168,0.3,51,42,22,0.5238095238095238,0.4313725490196078,1.7460317460317465,0.1709401709401709,0.3162393162393162,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,168,0.05,9,42,1,0.0238095238095238,0.1111111111111111,0.4761904761904761,0.2578616352201258,-0.0314465408805031,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,168,0.1,17,42,3,0.0714285714285714,0.1764705882352941,0.7142857142857142,0.2582781456953642,-0.0331125827814569,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,168,0.2,34,42,8,0.1904761904761904,0.2352941176470588,0.9523809523809524,0.2537313432835821,-0.0149253731343284,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,168,0.3,51,42,10,0.238095238095238,0.196078431372549,0.7936507936507936,0.2735042735042735,-0.0940170940170941,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,168,0.05,9,42,4,0.0952380952380952,0.4444444444444444,1.9047619047619049,0.2389937106918239,0.0440251572327043,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,168,0.1,17,42,7,0.1666666666666666,0.4117647058823529,1.6666666666666663,0.2317880794701986,0.0728476821192053,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,168,0.2,34,42,11,0.2619047619047619,0.3235294117647059,1.3095238095238095,0.2313432835820895,0.0746268656716417,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,168,0.3,51,42,17,0.4047619047619047,0.3333333333333333,1.3492063492063493,0.2136752136752136,0.1452991452991453,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,168,0.1,17,42,5,0.119047619047619,0.2941176470588235,1.1904761904761902,0.2450331125827814,0.0198675496688741,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::uncertainty_cluster_score,predefined_score,none,168,0.3,51,42,36,0.8571428571428571,0.7058823529411765,2.857142857142857,0.0512820512820512,0.7948717948717949,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,168,0.05,9,42,5,0.119047619047619,0.5555555555555556,2.3809523809523805,0.2327044025157232,0.0691823899371069,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,168,0.1,17,42,10,0.238095238095238,0.5882352941176471,2.3809523809523805,0.2119205298013245,0.152317880794702,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::topology_risk_score,predefined_score,none,168,0.3,51,42,33,0.7857142857142857,0.6470588235294118,2.619047619047619,0.0769230769230769,0.6923076923076923,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,168,0.05,9,42,1,0.0238095238095238,0.1111111111111111,0.4761904761904761,0.2578616352201258,-0.0314465408805031,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,168,0.1,17,42,5,0.119047619047619,0.2941176470588235,1.1904761904761902,0.2450331125827814,0.0198675496688741,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_composite_score,predefined_score,none,168,0.3,51,42,32,0.7619047619047619,0.6274509803921569,2.5396825396825395,0.0854700854700854,0.6581196581196581,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,168,0.05,9,42,4,0.0952380952380952,0.4444444444444444,1.9047619047619049,0.2389937106918239,0.0440251572327043,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,168,0.1,17,42,8,0.1904761904761904,0.4705882352941176,1.9047619047619049,0.2251655629139073,0.0993377483443708,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,predefined::sfrm_balanced_score,predefined_score,none,168,0.3,51,42,36,0.8571428571428571,0.7058823529411765,2.857142857142857,0.0512820512820512,0.7948717948717949,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,168,0.1,17,42,5,0.119047619047619,0.2941176470588235,1.1904761904761902,0.2450331125827814,0.0198675496688741,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::global_features,global_features,group_kfold,168,0.3,51,42,33,0.7857142857142857,0.6470588235294118,2.619047619047619,0.0769230769230769,0.6923076923076923,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.1,17,42,5,0.119047619047619,0.2941176470588235,1.1904761904761902,0.2450331125827814,0.0198675496688741,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.3,51,42,33,0.7857142857142857,0.6470588235294118,2.619047619047619,0.0769230769230769,0.6923076923076923,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,168,0.05,9,42,5,0.119047619047619,0.5555555555555556,2.3809523809523805,0.2327044025157232,0.0691823899371069,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,168,0.1,17,42,11,0.2619047619047619,0.6470588235294118,2.619047619047619,0.2052980132450331,0.1788079470198675,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::global_features,global_features,group_kfold,168,0.3,51,42,34,0.8095238095238095,0.6666666666666666,2.6984126984126986,0.0683760683760683,0.7264957264957265,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,168,0.05,9,42,2,0.0476190476190476,0.2222222222222222,0.9523809523809524,0.2515723270440251,-0.0062893081761006,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,168,0.1,17,42,7,0.1666666666666666,0.4117647058823529,1.6666666666666663,0.2317880794701986,0.0728476821192053,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::sfrm_features,sfrm_features,group_kfold,168,0.3,51,42,36,0.8571428571428571,0.7058823529411765,2.857142857142857,0.0512820512820512,0.7948717948717949,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,168,0.05,9,42,1,0.0238095238095238,0.1111111111111111,0.4761904761904761,0.2578616352201258,-0.0314465408805031,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,168,0.1,17,42,5,0.119047619047619,0.2941176470588235,1.1904761904761902,0.2450331125827814,0.0198675496688741,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,168,0.3,51,42,36,0.8571428571428571,0.7058823529411765,2.857142857142857,0.0512820512820512,0.7948717948717949,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,168,0.05,9,42,7,0.1666666666666666,0.7777777777777778,3.333333333333333,0.220125786163522,0.1194968553459119,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,168,0.1,17,42,14,0.3333333333333333,0.8235294117647058,3.333333333333333,0.1854304635761589,0.2582781456953642,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,168,0.2,34,42,23,0.5476190476190477,0.6764705882352942,2.738095238095238,0.1417910447761194,0.4328358208955224,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::sfrm_features,sfrm_features,group_kfold,168,0.3,51,42,35,0.8333333333333334,0.6862745098039216,2.777777777777778,0.0598290598290598,0.7606837606837606,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,168,0.05,9,42,1,0.0238095238095238,0.1111111111111111,0.4761904761904761,0.2578616352201258,-0.0314465408805031,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,168,0.1,17,42,6,0.1428571428571428,0.3529411764705882,1.4285714285714284,0.23841059602649,0.0463576158940397,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,168,0.3,51,42,34,0.8095238095238095,0.6666666666666666,2.6984126984126986,0.0683760683760683,0.7264957264957265,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,168,0.1,17,42,5,0.119047619047619,0.2941176470588235,1.1904761904761902,0.2450331125827814,0.0198675496688741,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,168,0.3,51,42,36,0.8571428571428571,0.7058823529411765,2.857142857142857,0.0512820512820512,0.7948717948717949,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::all_deployable_features,all_deployable_features,group_kfold,168,0.05,9,42,7,0.1666666666666666,0.7777777777777778,3.333333333333333,0.220125786163522,0.1194968553459119,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::all_deployable_features,all_deployable_features,group_kfold,168,0.1,17,42,14,0.3333333333333333,0.8235294117647058,3.333333333333333,0.1854304635761589,0.2582781456953642,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::all_deployable_features,all_deployable_features,group_kfold,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.1492537313432835,0.4029850746268657,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,random_forest::all_deployable_features,all_deployable_features,group_kfold,168,0.3,51,42,34,0.8095238095238095,0.6666666666666666,2.6984126984126986,0.0683760683760683,0.7264957264957265,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,168,0.1,17,42,0,0.0,0.0,0.0,0.2781456953642384,-0.1125827814569535,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,168,0.2,34,42,0,0.0,0.0,0.0,0.3134328358208955,-0.2537313432835821,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_entropy,predefined_score,none,168,0.3,51,42,2,0.0476190476190476,0.0392156862745098,0.1587301587301587,0.3418803418803419,-0.3675213675213675,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_max_entropy,predefined_score,none,168,0.05,9,42,8,0.1904761904761904,0.8888888888888888,3.809523809523809,0.2138364779874214,0.1446540880503144,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_max_entropy,predefined_score,none,168,0.1,17,42,13,0.3095238095238095,0.7647058823529411,3.095238095238096,0.1920529801324503,0.2317880794701986,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_max_entropy,predefined_score,none,168,0.2,34,42,16,0.3809523809523809,0.4705882352941176,1.9047619047619049,0.1940298507462686,0.2238805970149253,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_max_entropy,predefined_score,none,168,0.3,51,42,18,0.4285714285714285,0.3529411764705882,1.4285714285714286,0.2051282051282051,0.1794871794871795,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.1,17,42,0,0.0,0.0,0.0,0.2781456953642384,-0.1125827814569535,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.2,34,42,0,0.0,0.0,0.0,0.3134328358208955,-0.2537313432835821,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.3,51,42,2,0.0476190476190476,0.0392156862745098,0.1587301587301587,0.3418803418803419,-0.3675213675213675,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.0566037735849056,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,168,0.1,17,42,0,0.0,0.0,0.0,0.2781456953642384,-0.1125827814569535,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,168,0.2,34,42,0,0.0,0.0,0.0,0.3134328358208955,-0.2537313432835821,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::foreground_area_frac,predefined_score,none,168,0.3,51,42,0,0.0,0.0,0.0,0.358974358974359,-0.4358974358974359,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,168,0.05,9,42,2,0.0476190476190476,0.2222222222222222,0.9523809523809524,0.2515723270440251,-0.0062893081761006,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,168,0.1,17,42,2,0.0476190476190476,0.1176470588235294,0.4761904761904761,0.2649006622516556,-0.0596026490066226,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,168,0.2,34,42,5,0.119047619047619,0.1470588235294117,0.5952380952380951,0.2761194029850746,-0.1044776119402985,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_risk_score,predefined_score,none,168,0.3,51,42,9,0.2142857142857142,0.1764705882352941,0.7142857142857143,0.282051282051282,-0.1282051282051282,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,168,0.05,9,42,3,0.0714285714285714,0.3333333333333333,1.4285714285714284,0.2452830188679245,0.0188679245283018,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,168,0.1,17,42,6,0.1428571428571428,0.3529411764705882,1.4285714285714284,0.23841059602649,0.0463576158940397,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,168,0.2,34,42,14,0.3333333333333333,0.4117647058823529,1.6666666666666663,0.208955223880597,0.1641791044776119,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_overconfidence_score,predefined_score,none,168,0.3,51,42,21,0.5,0.4117647058823529,1.6666666666666667,0.1794871794871795,0.282051282051282,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,168,0.05,9,42,1,0.0238095238095238,0.1111111111111111,0.4761904761904761,0.2578616352201258,-0.0314465408805031,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,168,0.1,17,42,3,0.0714285714285714,0.1764705882352941,0.7142857142857142,0.2582781456953642,-0.0331125827814569,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,168,0.2,34,42,6,0.1428571428571428,0.1764705882352941,0.7142857142857142,0.2686567164179104,-0.0746268656716417,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_abnormality_score,predefined_score,none,168,0.3,51,42,10,0.238095238095238,0.196078431372549,0.7936507936507936,0.2735042735042735,-0.0940170940170941,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,168,0.05,9,42,1,0.0238095238095238,0.1111111111111111,0.4761904761904761,0.2578616352201258,-0.0314465408805031,stage3_predictor_monuseg_point_seed42
MoNuSeg,point_seed42,high_lecr_boundary_ge_q0.75,predefined::boundary_dual_risk_score,predefined_score,none,168,0.1,17,42,4,0.0952380952380952,0.2352941176470588,0.9523809523809524,0.2516556291390728,-0.0066225165562914,stage3_predictor_monuseg_point_seed42
