dataset,model,label,score,ranking_mode,n,budget,review_count,positives,captured,recall,precision,enrichment_over_random,remaining_positive_rate,accepted_bad_case_reduction
monuseg,point_seed123,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,168,0.05,9,25,9,0.36,1.0,7.199999999999999,0.10062893081761007,0.3237735849056603
monuseg,point_seed123,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,168,0.1,17,25,12,0.48,0.7058823529411765,4.8,0.08609271523178808,0.4214569536423841
monuseg,point_seed123,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,168,0.2,34,25,12,0.48,0.35294117647058826,2.4,0.09701492537313433,0.3480597014925373
monuseg,point_seed123,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,168,0.3,51,25,12,0.48,0.23529411764705882,1.6,0.1111111111111111,0.2533333333333334
monuseg,point_seed123,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,168,0.05,9,25,0,0.0,0.0,0.0,0.15723270440251572,-0.05660377358490565
monuseg,point_seed123,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,168,0.1,17,25,0,0.0,0.0,0.0,0.16556291390728478,-0.11258278145695377
monuseg,point_seed123,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,168,0.2,34,25,10,0.4,0.29411764705882354,2.0,0.11194029850746269,0.24776119402985075
monuseg,point_seed123,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,168,0.3,51,25,13,0.52,0.2549019607843137,1.7333333333333334,0.10256410256410256,0.3107692307692308
monuseg,point_seed123,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,168,0.05,9,25,9,0.36,1.0,7.199999999999999,0.10062893081761007,0.3237735849056603
monuseg,point_seed123,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,168,0.1,17,25,12,0.48,0.7058823529411765,4.8,0.08609271523178808,0.4214569536423841
monuseg,point_seed123,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,168,0.2,34,25,12,0.48,0.35294117647058826,2.4,0.09701492537313433,0.3480597014925373
monuseg,point_seed123,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,168,0.3,51,25,12,0.48,0.23529411764705882,1.6,0.1111111111111111,0.2533333333333334
monuseg,point_seed123,bad_dice_lt_0.65,foreground_area_frac__raw_global_ranking,raw_global_ranking,168,0.05,9,25,0,0.0,0.0,0.0,0.15723270440251572,-0.05660377358490565
monuseg,point_seed123,bad_dice_lt_0.65,foreground_area_frac__raw_global_ranking,raw_global_ranking,168,0.1,17,25,3,0.12,0.17647058823529413,1.2,0.1456953642384106,0.02092715231788078
