dataset,model,label,predictor,feature_set,cv_mode,folds_used,positives,negatives,auroc_raw,auroc_directional,auprc
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,0,18,150,0.3522222222222222,0.6477777777777778,0.10345482678750315
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,0,18,150,0.6807407407407406,0.6807407407407406,0.16164199013515235
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,0,18,150,0.2814814814814815,0.7185185185185186,0.07830710727835474
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,0,18,150,0.06074074074074074,0.9392592592592592,0.060352508646172365
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,0,18,150,0.9644444444444444,0.9644444444444444,0.7069233407513292
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,0,18,150,0.015185185185185197,0.9848148148148148,0.05946401433493678
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,0,18,150,0.9646296296296296,0.9646296296296296,0.8565208900957695
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,0,18,150,0.8590740740740741,0.8590740740740741,0.6340865303987908
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,0,18,150,0.2916666666666667,0.7083333333333333,0.07746359677261525
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,0,18,150,0.5007407407407407,0.5007407407407407,0.10522053113825339
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,0,18,150,0.5896296296296296,0.5896296296296296,0.15605268552823504
monuseg,prototype_seed123,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,0,18,150,0.5288888888888889,0.5288888888888889,0.10995078648482198
monuseg,prototype_seed123,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,5,18,150,0.9514814814814815,0.9514814814814815,0.5794904743548155
monuseg,prototype_seed123,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,5,18,150,0.9514814814814815,0.9514814814814815,0.613100788100788
monuseg,prototype_seed123,bad_dice_lt_0.65,random_forest::global_features,global_features,group_kfold,5,18,150,0.8714814814814814,0.8714814814814814,0.3208919732344102
monuseg,prototype_seed123,bad_dice_lt_0.65,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,18,150,0.9685185185185186,0.9685185185185186,0.8909009849799323
monuseg,prototype_seed123,bad_dice_lt_0.65,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,18,150,0.9707407407407407,0.9707407407407407,0.8995680123969598
monuseg,prototype_seed123,bad_dice_lt_0.65,random_forest::sfrm_features,sfrm_features,group_kfold,5,18,150,0.9692592592592593,0.9692592592592593,0.8193733741280144
monuseg,prototype_seed123,bad_dice_lt_0.65,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,18,150,0.9588888888888889,0.9588888888888889,0.8362878606669211
monuseg,prototype_seed123,bad_dice_lt_0.65,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,18,150,0.9692592592592593,0.9692592592592593,0.8916932438174268
monuseg,prototype_seed123,bad_dice_lt_0.65,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,18,150,0.9685185185185184,0.9685185185185184,0.7878353263587182
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::global_mean_entropy,predefined_score,none,0,42,126,0.28325774754346184,0.7167422524565381,0.17924903443586665
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::global_max_entropy,predefined_score,none,0,42,126,0.5105820105820106,0.5105820105820106,0.2397708056525262
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::global_mean_margin_uncertainty,predefined_score,none,0,42,126,0.23941798941798942,0.7605820105820106,0.16497805999811818
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::foreground_area_frac,predefined_score,none,0,42,126,0.1708238851095994,0.8291761148904007,0.15495217138868397
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::boundary_risk_score,predefined_score,none,0,42,126,0.8821806500377929,0.8821806500377929,0.7708599333174216
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::boundary_overconfidence_score,predefined_score,none,0,42,126,0.088718820861678,0.911281179138322,0.14582173973339912
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::boundary_abnormality_score,predefined_score,none,0,42,126,0.7047430083144369,0.7047430083144369,0.6149678877313235
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::boundary_dual_risk_score,predefined_score,none,0,42,126,0.5490362811791383,0.5490362811791383,0.4298300304024795
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::uncertainty_cluster_score,predefined_score,none,0,42,126,0.20984504913076338,0.7901549508692366,0.16046518890989356
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::topology_risk_score,predefined_score,none,0,42,126,0.35837112622826905,0.641628873771731,0.18954656910239331
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::sfrm_composite_score,predefined_score,none,0,42,126,0.4230914588057445,0.5769085411942555,0.22005540834369763
monuseg,prototype_seed123,low_boundary_dice_le_q25,predefined::sfrm_balanced_score,predefined_score,none,0,42,126,0.2938397581254724,0.7061602418745276,0.17524698099255637
