dataset,model,label,score_a,score_b,hypothesis,budget,n_patches,n_sources,positives,score_a_recall,score_b_recall,recall_diff,bootstrap_ci95_low,bootstrap_ci95_high,ci_excludes_zero
monuseg,point_seed123,high_lecr_boundary_ge_q0.75,lasso_logistic_l1::sfrm_features,predefined::global_mean_entropy,SFRM improves local boundary-error screening over global mean entropy.,0.1,168,14,42,0.16666666666666666,0.09523809523809523,0.07142857142857142,-0.17647058823529413,0.26666666666666666,False
monuseg,point_seed123,low_boundary_dice_le_q25,logistic_l2::sfrm_features,predefined::global_max_entropy,SFRM improves low-boundary-quality screening over global max entropy.,0.1,168,14,42,0.2857142857142857,0.0,0.2857142857142857,0.0,0.5909090909090909,False
monuseg,point_seed123,low_boundary_dice_le_q25,logistic_l2::sfrm_features,logistic_l2::global_features,SFRM is compared against a trained global-feature reliability predictor for low-boundary-quality screening.,0.1,168,14,42,0.2857142857142857,0.16666666666666666,0.11904761904761904,-0.024999999999999967,0.37048611111111046,False
monuseg,point_seed123,high_lecr_boundary_ge_q0.75,lasso_logistic_l1::sfrm_features,logistic_l2::global_features,SFRM is compared against a trained global-feature reliability predictor for local boundary-error screening.,0.1,168,14,42,0.16666666666666666,0.16666666666666666,0.0,-0.15999999999999998,0.18181818181818182,False
monuseg,point_seed123,bad_dice_lt_0.65,logistic_l2::global_features,logistic_l2::sfrm_features,Global features remain competitive for macro-area failures.,0.1,168,14,25,0.4,0.2,0.2,-0.2222222222222222,0.5,False
