dataset,model,area_bin,n,area_min,area_max,area_mean
consep,point_seed7,0,101,0.0005035400390625,0.0799102783203125,0.045934242777305075
consep,point_seed7,1,101,0.0799560546875,0.20794677734375,0.1295303495803682
consep,point_seed7,2,100,0.20965576171875,0.31268310546875,0.2614723205566406
consep,point_seed7,3,101,0.3133697509765625,0.4266510009765625,0.36522077805925124
consep,point_seed7,4,101,0.4287872314453125,0.7529296875,0.5208900376121597
