dataset,model,label,predictor,feature_set,cv_mode,folds_used,positives,negatives,auroc_raw,auroc_directional,auprc
consep,point_seed42,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,0,255,249,0.2888731396172927,0.7111268603827072,0.3774933809280081
consep,point_seed42,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,0,255,249,0.7007165918576266,0.7007165918576266,0.7043978350020257
consep,point_seed42,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,0,255,249,0.290574060949681,0.709425939050319,0.3785379815074513
consep,point_seed42,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,0,255,249,0.23233325458697535,0.7676667454130246,0.35995067149304266
consep,point_seed42,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,0,255,249,0.5078195133475077,0.5078195133475077,0.5526848345170323
consep,point_seed42,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,0,255,249,0.38498306953303413,0.6150169304669659,0.43040390158654923
consep,point_seed42,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,0,255,249,0.6204976769824395,0.6204976769824395,0.6225859074321061
consep,point_seed42,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,0,255,249,0.5440270887471454,0.5440270887471454,0.5611458986735639
consep,point_seed42,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,0,255,249,0.37506890306323337,0.6249310969367666,0.42198421760918076
consep,point_seed42,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,0,255,249,0.3349948814867313,0.6650051185132687,0.40032805245254766
consep,point_seed42,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,0,255,249,0.3772580518151035,0.6227419481848965,0.4454841670121329
consep,point_seed42,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,0,255,249,0.36112292306480825,0.6388770769351917,0.4357497823304338
consep,point_seed42,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,5,255,249,0.8179699188912513,0.8179699188912513,0.8305980064340914
consep,point_seed42,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,5,255,249,0.8211670210252777,0.8211670210252777,0.8385053460047048
