epoch,train_loss,dice,boundary_dice,aji,pq,confounder_fpr
1,1.2681406603919134,0.5906195575430916,0.5015611917049349,0.23757972693399515,0.17350185790781528,0.4730877542141305
2,0.9613685848737004,0.6755648713259333,0.4878481984215044,0.1960705972118354,0.15043504603820618,0.6112814721735675
3,0.8127461629684525,0.6987873068059793,0.5351607952975364,0.2535045820481524,0.1794831410950759,0.5901545429465239
4,0.727328906757663,0.6997126944521511,0.5418021746612469,0.26197945479009355,0.19528592709730694,0.6017477671311192
5,0.6521117434357152,0.6922070735279523,0.5666682384217788,0.33366865108853233,0.24025603088824204,0.5242063662137073
6,0.6140878652081345,0.6702586193570728,0.48985016085242805,0.198223435535731,0.1549275682572121,0.660845799143072
7,0.5994949464244071,0.7315205946889557,0.6236225062136673,0.376174376463218,0.2999617835790812,0.44605841436038746
8,0.5778401331468062,0.6965167464007073,0.5297102895844381,0.22595699024862456,0.19362046629677668,0.6328651637489393
