dataset,model,label,score,positives,negatives,auroc_directional,auprc
monuseg,point_seed7,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,19,149,0.7749911691981632,0.6514389087130401
monuseg,point_seed7,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,19,149,0.6976333451077359,0.19031684545927402
monuseg,point_seed7,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,19,149,0.751324620275521,0.645390906007848
monuseg,point_seed7,bad_dice_lt_0.65,foreground_area_frac__raw_global_ranking,19,149,0.6753797244789826,0.08297044049964823
monuseg,point_seed7,bad_dice_lt_0.65,boundary_risk_score__raw_global_ranking,19,149,0.9175203108442247,0.6780622351468293
monuseg,point_seed7,bad_dice_lt_0.65,boundary_overconfidence_score__raw_global_ranking,19,149,0.8484634404803957,0.06838003928783455
monuseg,point_seed7,bad_dice_lt_0.65,boundary_abnormality_score__raw_global_ranking,19,149,0.8428117273048393,0.554160109883706
monuseg,point_seed7,bad_dice_lt_0.65,boundary_dual_risk_score__raw_global_ranking,19,149,0.7071706110914872,0.2966236537842707
monuseg,point_seed7,bad_dice_lt_0.65,uncertainty_cluster_score__raw_global_ranking,19,149,0.6762628046626634,0.2680465822425215
monuseg,point_seed7,bad_dice_lt_0.65,topology_risk_score__raw_global_ranking,19,149,0.7022253620628752,0.20239019147994333
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_composite_score__raw_global_ranking,19,149,0.7968915577534439,0.4697789301401282
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_balanced_score__raw_global_ranking,19,149,0.746026139173437,0.34122315722753466
monuseg,point_seed7,bad_dice_lt_0.65,global_mean_entropy__area_ranked,19,149,0.894560226068527,0.5266501889134027
monuseg,point_seed7,bad_dice_lt_0.65,global_max_entropy__area_ranked,19,149,0.5512186506534793,0.12095364630185979
monuseg,point_seed7,bad_dice_lt_0.65,global_mean_margin_uncertainty__area_ranked,19,149,0.8716001412928295,0.524818686691374
monuseg,point_seed7,bad_dice_lt_0.65,foreground_area_frac__area_ranked,19,149,0.6073825503355704,0.10845505800674154
monuseg,point_seed7,bad_dice_lt_0.65,boundary_risk_score__area_ranked,19,149,0.8924408336276933,0.5696125999795719
monuseg,point_seed7,bad_dice_lt_0.65,boundary_overconfidence_score__area_ranked,19,149,0.8707170611091487,0.068290658239449
monuseg,point_seed7,bad_dice_lt_0.65,boundary_abnormality_score__area_ranked,19,149,0.841045566937478,0.5368488275010014
monuseg,point_seed7,bad_dice_lt_0.65,boundary_dual_risk_score__area_ranked,19,149,0.7483221476510068,0.2683338562620583
monuseg,point_seed7,bad_dice_lt_0.65,uncertainty_cluster_score__area_ranked,19,149,0.7779936418226775,0.39425603538513077
monuseg,point_seed7,bad_dice_lt_0.65,topology_risk_score__area_ranked,19,149,0.8286824443659484,0.41938937663738973
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_composite_score__area_ranked,19,149,0.8362769339456023,0.5225786394919864
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_balanced_score__area_ranked,19,149,0.8557046979865772,0.5755488853887023
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_entropy__raw_global_ranking,42,126,0.5551776266061981,0.45669410954420264
monuseg,point_seed7,low_boundary_dice_le_q25,global_max_entropy__raw_global_ranking,42,126,0.5640589569160998,0.26505114805114594
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty__raw_global_ranking,42,126,0.5228647014361301,0.4447224928756876
monuseg,point_seed7,low_boundary_dice_le_q25,foreground_area_frac__raw_global_ranking,42,126,0.7416855631141346,0.1695393790392984
