dataset,model,label,predictor,feature_set,cv_mode,folds_used,positives,negatives,auroc_raw,auroc_directional,auprc
monuseg,point_seed7,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,0,19,149,0.7749911691981632,0.7749911691981632,0.6514389087130401
monuseg,point_seed7,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,0,19,149,0.6976333451077359,0.6976333451077359,0.19031684545927402
monuseg,point_seed7,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,0,19,149,0.751324620275521,0.751324620275521,0.645390906007848
monuseg,point_seed7,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,0,19,149,0.32462027552101735,0.6753797244789826,0.08297044049964823
monuseg,point_seed7,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,0,19,149,0.9175203108442247,0.9175203108442247,0.6780622351468293
monuseg,point_seed7,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,0,19,149,0.15153655951960437,0.8484634404803957,0.06838003928783455
monuseg,point_seed7,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,0,19,149,0.8428117273048393,0.8428117273048393,0.554160109883706
monuseg,point_seed7,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,0,19,149,0.7071706110914872,0.7071706110914872,0.2966236537842707
monuseg,point_seed7,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,0,19,149,0.6762628046626634,0.6762628046626634,0.2680465822425215
monuseg,point_seed7,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,0,19,149,0.7022253620628752,0.7022253620628752,0.20239019147994333
monuseg,point_seed7,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,0,19,149,0.7968915577534439,0.7968915577534439,0.4697789301401282
monuseg,point_seed7,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,0,19,149,0.746026139173437,0.746026139173437,0.34122315722753466
monuseg,point_seed7,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,5,19,149,0.971388202048746,0.971388202048746,0.8417231182502091
monuseg,point_seed7,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,5,19,149,0.969975273754857,0.969975273754857,0.8488313877424585
