dataset,model,label,score,positives,negatives,auroc_directional,auprc
monuseg,point_seed7,bad_dice_lt_0.65,global_mean_entropy,19,149,0.7749911691981632,0.6514389087130401
monuseg,point_seed7,bad_dice_lt_0.65,global_max_entropy,19,149,0.6976333451077359,0.19031684545927402
monuseg,point_seed7,bad_dice_lt_0.65,global_mean_margin_uncertainty,19,149,0.751324620275521,0.645390906007848
monuseg,point_seed7,bad_dice_lt_0.65,foreground_area_frac,19,149,0.6753797244789826,0.08297044049964823
monuseg,point_seed7,bad_dice_lt_0.65,boundary_risk_score,19,149,0.9175203108442247,0.6780622351468293
monuseg,point_seed7,bad_dice_lt_0.65,boundary_overconfidence_score,19,149,0.8484634404803957,0.06838003928783455
monuseg,point_seed7,bad_dice_lt_0.65,boundary_abnormality_score,19,149,0.8428117273048393,0.554160109883706
monuseg,point_seed7,bad_dice_lt_0.65,boundary_dual_risk_score,19,149,0.7071706110914872,0.2966236537842707
monuseg,point_seed7,bad_dice_lt_0.65,uncertainty_cluster_score,19,149,0.6762628046626634,0.2680465822425215
monuseg,point_seed7,bad_dice_lt_0.65,topology_risk_score,19,149,0.7022253620628752,0.20239019147994333
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_composite_score,19,149,0.7968915577534439,0.4697789301401282
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_balanced_score,19,149,0.746026139173437,0.34122315722753466
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_entropy,42,126,0.5551776266061981,0.45669410954420264
monuseg,point_seed7,low_boundary_dice_le_q25,global_max_entropy,42,126,0.5640589569160998,0.26505114805114594
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty,42,126,0.5228647014361301,0.4447224928756876
monuseg,point_seed7,low_boundary_dice_le_q25,foreground_area_frac,42,126,0.7416855631141346,0.1695393790392984
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_risk_score,42,126,0.8066893424036281,0.7003664181977758
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_overconfidence_score,42,126,0.8109410430839002,0.15783656133830237
