dataset,model,label,score,n,budget,review_count,positives,captured,recall,precision,enrichment_over_random,remaining_positive_rate,accepted_bad_case_reduction
monuseg,point_seed7,bad_dice_lt_0.65,boundary_dual_risk_score,168,0.3,51,19,11,0.5789473684210527,0.21568627450980393,1.929824561403509,0.06837606837606838,0.3954116059379217
monuseg,point_seed7,bad_dice_lt_0.65,uncertainty_cluster_score,168,0.05,9,19,3,0.15789473684210525,0.3333333333333333,3.157894736842105,0.10062893081761007,0.11022840119165833
monuseg,point_seed7,bad_dice_lt_0.65,uncertainty_cluster_score,168,0.1,17,19,7,0.3684210526315789,0.4117647058823529,3.684210526315789,0.07947019867549669,0.29731613802718715
monuseg,point_seed7,bad_dice_lt_0.65,uncertainty_cluster_score,168,0.2,34,19,11,0.5789473684210527,0.3235294117647059,2.8947368421052633,0.05970149253731343,0.4721131186174391
monuseg,point_seed7,bad_dice_lt_0.65,uncertainty_cluster_score,168,0.3,51,19,11,0.5789473684210527,0.21568627450980393,1.929824561403509,0.06837606837606838,0.3954116059379217
monuseg,point_seed7,bad_dice_lt_0.65,topology_risk_score,168,0.05,9,19,0,0.0,0.0,0.0,0.11949685534591195,-0.05660377358490565
monuseg,point_seed7,bad_dice_lt_0.65,topology_risk_score,168,0.1,17,19,2,0.10526315789473684,0.11764705882352941,1.0526315789473684,0.11258278145695365,0.004531195538515109
monuseg,point_seed7,bad_dice_lt_0.65,topology_risk_score,168,0.2,34,19,9,0.47368421052631576,0.2647058823529412,2.3684210526315788,0.07462686567164178,0.340141398271799
monuseg,point_seed7,bad_dice_lt_0.65,topology_risk_score,168,0.3,51,19,11,0.5789473684210527,0.21568627450980393,1.929824561403509,0.06837606837606838,0.3954116059379217
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_composite_score,168,0.05,9,19,5,0.2631578947368421,0.5555555555555556,5.263157894736842,0.0880503144654088,0.2214498510427011
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_composite_score,168,0.1,17,19,10,0.5263157894736842,0.5882352941176471,5.263157894736842,0.059602649006622516,0.4729871035203904
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_composite_score,168,0.2,34,19,12,0.631578947368421,0.35294117647058826,3.157894736842105,0.05223880597014925,0.5380989787902593
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_composite_score,168,0.3,51,19,14,0.7368421052631579,0.27450980392156865,2.456140350877193,0.042735042735042736,0.6221322537112011
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_balanced_score,168,0.05,9,19,4,0.21052631578947367,0.4444444444444444,4.2105263157894735,0.09433962264150944,0.16583912611717966
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_balanced_score,168,0.1,17,19,7,0.3684210526315789,0.4117647058823529,3.684210526315789,0.07947019867549669,0.29731613802718715
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_balanced_score,168,0.2,34,19,12,0.631578947368421,0.35294117647058826,3.157894736842105,0.05223880597014925,0.5380989787902593
monuseg,point_seed7,bad_dice_lt_0.65,sfrm_balanced_score,168,0.3,51,19,12,0.631578947368421,0.23529411764705882,2.1052631578947367,0.05982905982905983,0.4709851551956815
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_entropy,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_entropy,168,0.1,17,42,11,0.2619047619047619,0.6470588235294118,2.619047619047619,0.2052980132450331,0.17880794701986757
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_entropy,168,0.2,34,42,11,0.2619047619047619,0.3235294117647059,1.3095238095238095,0.23134328358208955,0.07462686567164178
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_entropy,168,0.3,51,42,13,0.30952380952380953,0.2549019607843137,1.0317460317460319,0.24786324786324787,0.008547008547008517
monuseg,point_seed7,low_boundary_dice_le_q25,global_max_entropy,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
monuseg,point_seed7,low_boundary_dice_le_q25,global_max_entropy,168,0.1,17,42,0,0.0,0.0,0.0,0.2781456953642384,-0.11258278145695355
monuseg,point_seed7,low_boundary_dice_le_q25,global_max_entropy,168,0.2,34,42,9,0.21428571428571427,0.2647058823529412,1.0714285714285714,0.2462686567164179,0.014925373134328401
monuseg,point_seed7,low_boundary_dice_le_q25,global_max_entropy,168,0.3,51,42,14,0.3333333333333333,0.27450980392156865,1.1111111111111112,0.23931623931623933,0.042735042735042694
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty,168,0.1,17,42,11,0.2619047619047619,0.6470588235294118,2.619047619047619,0.2052980132450331,0.17880794701986757
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty,168,0.2,34,42,11,0.2619047619047619,0.3235294117647059,1.3095238095238095,0.23134328358208955,0.07462686567164178
monuseg,point_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty,168,0.3,51,42,12,0.2857142857142857,0.23529411764705882,0.9523809523809523,0.2564102564102564,-0.02564102564102555
monuseg,point_seed7,low_boundary_dice_le_q25,foreground_area_frac,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
monuseg,point_seed7,low_boundary_dice_le_q25,foreground_area_frac,168,0.1,17,42,0,0.0,0.0,0.0,0.2781456953642384,-0.11258278145695355
monuseg,point_seed7,low_boundary_dice_le_q25,foreground_area_frac,168,0.2,34,42,0,0.0,0.0,0.0,0.31343283582089554,-0.25373134328358216
monuseg,point_seed7,low_boundary_dice_le_q25,foreground_area_frac,168,0.3,51,42,0,0.0,0.0,0.0,0.358974358974359,-0.4358974358974359
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_risk_score,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_risk_score,168,0.1,17,42,16,0.38095238095238093,0.9411764705882353,3.8095238095238093,0.17218543046357615,0.3112582781456954
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_risk_score,168,0.2,34,42,23,0.5476190476190477,0.6764705882352942,2.738095238095238,0.1417910447761194,0.4328358208955224
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_risk_score,168,0.3,51,42,26,0.6190476190476191,0.5098039215686274,2.0634920634920637,0.13675213675213677,0.45299145299145294
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_overconfidence_score,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_overconfidence_score,168,0.1,17,42,0,0.0,0.0,0.0,0.2781456953642384,-0.11258278145695355
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_overconfidence_score,168,0.2,34,42,0,0.0,0.0,0.0,0.31343283582089554,-0.25373134328358216
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_overconfidence_score,168,0.3,51,42,1,0.023809523809523808,0.0196078431372549,0.07936507936507936,0.3504273504273504,-0.4017094017094016
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_abnormality_score,168,0.05,9,42,8,0.19047619047619047,0.8888888888888888,3.8095238095238093,0.2138364779874214,0.14465408805031443
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_abnormality_score,168,0.1,17,42,15,0.35714285714285715,0.8823529411764706,3.571428571428571,0.17880794701986755,0.2847682119205298
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_abnormality_score,168,0.2,34,42,18,0.42857142857142855,0.5294117647058824,2.142857142857143,0.1791044776119403,0.28358208955223885
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_abnormality_score,168,0.3,51,42,23,0.5476190476190477,0.45098039215686275,1.8253968253968256,0.1623931623931624,0.3504273504273504
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_dual_risk_score,168,0.05,9,42,4,0.09523809523809523,0.4444444444444444,1.9047619047619047,0.2389937106918239,0.04402515723270439
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_dual_risk_score,168,0.1,17,42,7,0.16666666666666666,0.4117647058823529,1.6666666666666665,0.23178807947019867,0.07284768211920534
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_dual_risk_score,168,0.2,34,42,11,0.2619047619047619,0.3235294117647059,1.3095238095238095,0.23134328358208955,0.07462686567164178
monuseg,point_seed7,low_boundary_dice_le_q25,boundary_dual_risk_score,168,0.3,51,42,15,0.35714285714285715,0.29411764705882354,1.1904761904761905,0.23076923076923078,0.07692307692307687
monuseg,point_seed7,low_boundary_dice_le_q25,uncertainty_cluster_score,168,0.05,9,42,3,0.07142857142857142,0.3333333333333333,1.4285714285714284,0.24528301886792453,0.018867924528301883
monuseg,point_seed7,low_boundary_dice_le_q25,uncertainty_cluster_score,168,0.1,17,42,7,0.16666666666666666,0.4117647058823529,1.6666666666666665,0.23178807947019867,0.07284768211920534
monuseg,point_seed7,low_boundary_dice_le_q25,uncertainty_cluster_score,168,0.2,34,42,11,0.2619047619047619,0.3235294117647059,1.3095238095238095,0.23134328358208955,0.07462686567164178
monuseg,point_seed7,low_boundary_dice_le_q25,uncertainty_cluster_score,168,0.3,51,42,11,0.2619047619047619,0.21568627450980393,0.8730158730158731,0.26495726495726496,-0.05982905982905984
monuseg,point_seed7,low_boundary_dice_le_q25,topology_risk_score,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
monuseg,point_seed7,low_boundary_dice_le_q25,topology_risk_score,168,0.1,17,42,2,0.047619047619047616,0.11764705882352941,0.47619047619047616,0.26490066225165565,-0.0596026490066226
monuseg,point_seed7,low_boundary_dice_le_q25,topology_risk_score,168,0.2,34,42,9,0.21428571428571427,0.2647058823529412,1.0714285714285714,0.2462686567164179,0.014925373134328401
monuseg,point_seed7,low_boundary_dice_le_q25,topology_risk_score,168,0.3,51,42,12,0.2857142857142857,0.23529411764705882,0.9523809523809523,0.2564102564102564,-0.02564102564102555
monuseg,point_seed7,low_boundary_dice_le_q25,sfrm_composite_score,168,0.05,9,42,5,0.11904761904761904,0.5555555555555556,2.3809523809523805,0.23270440251572327,0.0691823899371069
monuseg,point_seed7,low_boundary_dice_le_q25,sfrm_composite_score,168,0.1,17,42,10,0.23809523809523808,0.5882352941176471,2.3809523809523805,0.2119205298013245,0.152317880794702
monuseg,point_seed7,low_boundary_dice_le_q25,sfrm_composite_score,168,0.2,34,42,14,0.3333333333333333,0.4117647058823529,1.6666666666666665,0.208955223880597,0.16417910447761197
monuseg,point_seed7,low_boundary_dice_le_q25,sfrm_composite_score,168,0.3,51,42,18,0.42857142857142855,0.35294117647058826,1.4285714285714286,0.20512820512820512,0.17948717948717952
monuseg,point_seed7,low_boundary_dice_le_q25,sfrm_balanced_score,168,0.05,9,42,4,0.09523809523809523,0.4444444444444444,1.9047619047619047,0.2389937106918239,0.04402515723270439
monuseg,point_seed7,low_boundary_dice_le_q25,sfrm_balanced_score,168,0.1,17,42,7,0.16666666666666666,0.4117647058823529,1.6666666666666665,0.23178807947019867,0.07284768211920534
monuseg,point_seed7,low_boundary_dice_le_q25,sfrm_balanced_score,168,0.2,34,42,12,0.2857142857142857,0.35294117647058826,1.4285714285714284,0.22388059701492538,0.10447761194029848
monuseg,point_seed7,low_boundary_dice_le_q25,sfrm_balanced_score,168,0.3,51,42,14,0.3333333333333333,0.27450980392156865,1.1111111111111112,0.23931623931623933,0.042735042735042694
monuseg,point_seed7,high_error_ge_q0.75,global_mean_entropy,168,0.05,9,42,7,0.16666666666666666,0.7777777777777778,3.333333333333333,0.22012578616352202,0.11949685534591192
monuseg,point_seed7,high_error_ge_q0.75,global_mean_entropy,168,0.1,17,42,8,0.19047619047619047,0.47058823529411764,1.9047619047619047,0.2251655629139073,0.09933774834437081
monuseg,point_seed7,high_error_ge_q0.75,global_mean_entropy,168,0.2,34,42,20,0.47619047619047616,0.5882352941176471,2.3809523809523805,0.16417910447761194,0.34328358208955223
monuseg,point_seed7,high_error_ge_q0.75,global_mean_entropy,168,0.3,51,42,28,0.6666666666666666,0.5490196078431373,2.2222222222222223,0.11965811965811966,0.5213675213675213
monuseg,point_seed7,high_error_ge_q0.75,global_max_entropy,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
monuseg,point_seed7,high_error_ge_q0.75,global_max_entropy,168,0.1,17,42,1,0.023809523809523808,0.058823529411764705,0.23809523809523808,0.271523178807947,-0.08609271523178808
monuseg,point_seed7,high_error_ge_q0.75,global_max_entropy,168,0.2,34,42,7,0.16666666666666666,0.20588235294117646,0.8333333333333333,0.26119402985074625,-0.04477611940298498
monuseg,point_seed7,high_error_ge_q0.75,global_max_entropy,168,0.3,51,42,8,0.19047619047619047,0.1568627450980392,0.6349206349206349,0.2905982905982906,-0.16239316239316248
monuseg,point_seed7,high_error_ge_q0.75,global_mean_margin_uncertainty,168,0.05,9,42,7,0.16666666666666666,0.7777777777777778,3.333333333333333,0.22012578616352202,0.11949685534591192
monuseg,point_seed7,high_error_ge_q0.75,global_mean_margin_uncertainty,168,0.1,17,42,10,0.23809523809523808,0.5882352941176471,2.3809523809523805,0.2119205298013245,0.152317880794702
monuseg,point_seed7,high_error_ge_q0.75,global_mean_margin_uncertainty,168,0.2,34,42,21,0.5,0.6176470588235294,2.5,0.15671641791044777,0.3731343283582089
monuseg,point_seed7,high_error_ge_q0.75,global_mean_margin_uncertainty,168,0.3,51,42,28,0.6666666666666666,0.5490196078431373,2.2222222222222223,0.11965811965811966,0.5213675213675213
monuseg,point_seed7,high_error_ge_q0.75,foreground_area_frac,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
monuseg,point_seed7,high_error_ge_q0.75,foreground_area_frac,168,0.1,17,42,14,0.3333333333333333,0.8235294117647058,3.333333333333333,0.18543046357615894,0.2582781456953642
monuseg,point_seed7,high_error_ge_q0.75,foreground_area_frac,168,0.2,34,42,20,0.47619047619047616,0.5882352941176471,2.3809523809523805,0.16417910447761194,0.34328358208955223
monuseg,point_seed7,high_error_ge_q0.75,foreground_area_frac,168,0.3,51,42,22,0.5238095238095238,0.43137254901960786,1.7460317460317463,0.17094017094017094,0.3162393162393162
monuseg,point_seed7,high_error_ge_q0.75,boundary_risk_score,168,0.05,9,42,3,0.07142857142857142,0.3333333333333333,1.4285714285714284,0.24528301886792453,0.018867924528301883
monuseg,point_seed7,high_error_ge_q0.75,boundary_risk_score,168,0.1,17,42,6,0.14285714285714285,0.35294117647058826,1.4285714285714284,0.23841059602649006,0.04635761589403975
monuseg,point_seed7,high_error_ge_q0.75,boundary_risk_score,168,0.2,34,42,10,0.23809523809523808,0.29411764705882354,1.1904761904761902,0.23880597014925373,0.04477611940298509
monuseg,point_seed7,high_error_ge_q0.75,boundary_risk_score,168,0.3,51,42,10,0.23809523809523808,0.19607843137254902,0.7936507936507936,0.27350427350427353,-0.09401709401709413
monuseg,point_seed7,high_error_ge_q0.75,boundary_overconfidence_score,168,0.05,9,42,4,0.09523809523809523,0.4444444444444444,1.9047619047619047,0.2389937106918239,0.04402515723270439
monuseg,point_seed7,high_error_ge_q0.75,boundary_overconfidence_score,168,0.1,17,42,8,0.19047619047619047,0.47058823529411764,1.9047619047619047,0.2251655629139073,0.09933774834437081
monuseg,point_seed7,high_error_ge_q0.75,boundary_overconfidence_score,168,0.2,34,42,11,0.2619047619047619,0.3235294117647059,1.3095238095238095,0.23134328358208955,0.07462686567164178
monuseg,point_seed7,high_error_ge_q0.75,boundary_overconfidence_score,168,0.3,51,42,17,0.40476190476190477,0.3333333333333333,1.3492063492063493,0.21367521367521367,0.14529914529914534
monuseg,point_seed7,high_error_ge_q0.75,boundary_abnormality_score,168,0.05,9,42,2,0.047619047619047616,0.2222222222222222,0.9523809523809523,0.25157232704402516,-0.0062893081761006275
monuseg,point_seed7,high_error_ge_q0.75,boundary_abnormality_score,168,0.1,17,42,5,0.11904761904761904,0.29411764705882354,1.1904761904761902,0.24503311258278146,0.019867549668874163
monuseg,point_seed7,high_error_ge_q0.75,boundary_abnormality_score,168,0.2,34,42,12,0.2857142857142857,0.35294117647058826,1.4285714285714284,0.22388059701492538,0.10447761194029848
monuseg,point_seed7,high_error_ge_q0.75,boundary_abnormality_score,168,0.3,51,42,17,0.40476190476190477,0.3333333333333333,1.3492063492063493,0.21367521367521367,0.14529914529914534
monuseg,point_seed7,high_error_ge_q0.75,boundary_dual_risk_score,168,0.05,9,42,2,0.047619047619047616,0.2222222222222222,0.9523809523809523,0.25157232704402516,-0.0062893081761006275
monuseg,point_seed7,high_error_ge_q0.75,boundary_dual_risk_score,168,0.1,17,42,5,0.11904761904761904,0.29411764705882354,1.1904761904761902,0.24503311258278146,0.019867549668874163
monuseg,point_seed7,high_error_ge_q0.75,boundary_dual_risk_score,168,0.2,34,42,12,0.2857142857142857,0.35294117647058826,1.4285714285714284,0.22388059701492538,0.10447761194029848
monuseg,point_seed7,high_error_ge_q0.75,boundary_dual_risk_score,168,0.3,51,42,16,0.38095238095238093,0.3137254901960784,1.2698412698412698,0.2222222222222222,0.11111111111111116
monuseg,point_seed7,high_error_ge_q0.75,uncertainty_cluster_score,168,0.05,9,42,7,0.16666666666666666,0.7777777777777778,3.333333333333333,0.22012578616352202,0.11949685534591192
monuseg,point_seed7,high_error_ge_q0.75,uncertainty_cluster_score,168,0.1,17,42,11,0.2619047619047619,0.6470588235294118,2.619047619047619,0.2052980132450331,0.17880794701986757
monuseg,point_seed7,high_error_ge_q0.75,uncertainty_cluster_score,168,0.2,34,42,18,0.42857142857142855,0.5294117647058824,2.142857142857143,0.1791044776119403,0.28358208955223885
monuseg,point_seed7,high_error_ge_q0.75,uncertainty_cluster_score,168,0.3,51,42,23,0.5476190476190477,0.45098039215686275,1.8253968253968256,0.1623931623931624,0.3504273504273504
monuseg,point_seed7,high_error_ge_q0.75,topology_risk_score,168,0.05,9,42,7,0.16666666666666666,0.7777777777777778,3.333333333333333,0.22012578616352202,0.11949685534591192
monuseg,point_seed7,high_error_ge_q0.75,topology_risk_score,168,0.1,17,42,9,0.21428571428571427,0.5294117647058824,2.142857142857143,0.2185430463576159,0.1258278145695364
monuseg,point_seed7,high_error_ge_q0.75,topology_risk_score,168,0.2,34,42,18,0.42857142857142855,0.5294117647058824,2.142857142857143,0.1791044776119403,0.28358208955223885
monuseg,point_seed7,high_error_ge_q0.75,topology_risk_score,168,0.3,51,42,27,0.6428571428571429,0.5294117647058824,2.1428571428571432,0.1282051282051282,0.4871794871794872
monuseg,point_seed7,high_error_ge_q0.75,sfrm_composite_score,168,0.05,9,42,7,0.16666666666666666,0.7777777777777778,3.333333333333333,0.22012578616352202,0.11949685534591192
monuseg,point_seed7,high_error_ge_q0.75,sfrm_composite_score,168,0.1,17,42,12,0.2857142857142857,0.7058823529411765,2.8571428571428568,0.1986754966887417,0.20529801324503316
monuseg,point_seed7,high_error_ge_q0.75,sfrm_composite_score,168,0.2,34,42,19,0.4523809523809524,0.5588235294117647,2.261904761904762,0.17164179104477612,0.31343283582089554
monuseg,point_seed7,high_error_ge_q0.75,sfrm_composite_score,168,0.3,51,42,25,0.5952380952380952,0.49019607843137253,1.9841269841269842,0.1452991452991453,0.41880341880341876
monuseg,point_seed7,high_error_ge_q0.75,sfrm_balanced_score,168,0.05,9,42,7,0.16666666666666666,0.7777777777777778,3.333333333333333,0.22012578616352202,0.11949685534591192
monuseg,point_seed7,high_error_ge_q0.75,sfrm_balanced_score,168,0.1,17,42,14,0.3333333333333333,0.8235294117647058,3.333333333333333,0.18543046357615894,0.2582781456953642
monuseg,point_seed7,high_error_ge_q0.75,sfrm_balanced_score,168,0.2,34,42,18,0.42857142857142855,0.5294117647058824,2.142857142857143,0.1791044776119403,0.28358208955223885
monuseg,point_seed7,high_error_ge_q0.75,sfrm_balanced_score,168,0.3,51,42,26,0.6190476190476191,0.5098039215686274,2.0634920634920637,0.13675213675213677,0.45299145299145294
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_mean_entropy,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_mean_entropy,168,0.1,17,42,3,0.07142857142857142,0.17647058823529413,0.7142857142857142,0.2582781456953642,-0.0331125827814569
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_mean_entropy,168,0.2,34,42,18,0.42857142857142855,0.5294117647058824,2.142857142857143,0.1791044776119403,0.28358208955223885
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_mean_entropy,168,0.3,51,42,30,0.7142857142857143,0.5882352941176471,2.380952380952381,0.10256410256410256,0.5897435897435898
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_max_entropy,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_max_entropy,168,0.1,17,42,1,0.023809523809523808,0.058823529411764705,0.23809523809523808,0.271523178807947,-0.08609271523178808
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_max_entropy,168,0.2,34,42,1,0.023809523809523808,0.029411764705882353,0.11904761904761904,0.30597014925373134,-0.22388059701492535
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_max_entropy,168,0.3,51,42,1,0.023809523809523808,0.0196078431372549,0.07936507936507936,0.3504273504273504,-0.4017094017094016
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_mean_margin_uncertainty,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_mean_margin_uncertainty,168,0.1,17,42,4,0.09523809523809523,0.23529411764705882,0.9523809523809523,0.25165562913907286,-0.0066225165562914245
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_mean_margin_uncertainty,168,0.2,34,42,18,0.42857142857142855,0.5294117647058824,2.142857142857143,0.1791044776119403,0.28358208955223885
monuseg,point_seed7,high_boundary_error_ge_q0.75,global_mean_margin_uncertainty,168,0.3,51,42,30,0.7142857142857143,0.5882352941176471,2.380952380952381,0.10256410256410256,0.5897435897435898
