dataset,model,area_bin,n,area_min,area_max,area_mean
consep,prototype_seed123,0,101,0.0,0.041961669921875,0.019669334487159653
consep,prototype_seed123,1,101,0.042510986328125,0.095550537109375,0.0662442953279703
consep,prototype_seed123,2,100,0.095703125,0.154449462890625,0.12624176025390624
consep,prototype_seed123,3,101,0.1545867919921875,0.2205047607421875,0.18399304682665532
consep,prototype_seed123,4,101,0.2219390869140625,0.438323974609375,0.2766448672455136
