dataset,model,patch_id,source_id,label,category,sfrm_predictor,global_predictor,sfrm_score,global_score,score_gap,priority,eval__dice,eval__boundary_dice,eval__boundary_error_area_frac,eval__lecr_boundary_error
consep,prototype_seed42,test_13_y384_x640,test_13,low_boundary_dice_le_q25,sfrm_hit_global_miss,logistic_l2::sfrm_features,predefined::global_max_entropy,0.9999915965394112,0.2842942345924453,0.7156973619469659,1.6862468050278956,0.6716969249219764,0.2645444806417619,0.2863311767578125,0.692256612680517
consep,prototype_seed42,test_11_y256_x256,test_11,low_boundary_dice_le_q25,sfrm_hit_global_miss,logistic_l2::sfrm_features,predefined::global_max_entropy,0.8803133750886825,0.1332007952286282,0.7471125798600542,1.646262374122732,0.6782042818077945,0.33822170437005017,0.133941650390625,0.6431711606049005
consep,prototype_seed42,test_12_y256_x512,test_12,low_boundary_dice_le_q25,sfrm_hit_global_miss,logistic_l2::sfrm_features,predefined::global_max_entropy,0.8649944815102578,0.2067594433399602,0.6582350381702976,1.6231473187782068,0.5263157895316627,0.21929824572817277,0.003875732421875,0.6563307491844106
consep,prototype_seed42,test_2_y512_x128,test_2,low_boundary_dice_le_q25,sfrm_hit_global_miss,logistic_l2::sfrm_features,predefined::global_max_entropy,0.9069738558642654,0.5029821073558648,0.4039917485084006,1.2200175748790367,0.4582593250531526,0.34436493739796714,0.0320892333984375,0.6268256333643272
