dataset,variant,patch_id,baseline_dice,dice,boundary_dice,aji,pq,confounder_fpr
consep,full,train_12_y640_x640,0.7869024689233601,0.8395391551203951,0.741020265552187,0.723453237410072,0.6151917363873906,0.26848591549295775
consep,full,train_17_y0_x0,0.8556921818229042,0.8224117261195177,0.6762364678420817,0.24064096088005837,0.22630471156116272,0.6896894904458599
consep,full,train_17_y0_x128,0.8735141725087321,0.8563741942361718,0.7045344833144385,0.30250147451687887,0.2608221432748156,0.7112996688741722
consep,full,train_17_y0_x256,0.839277101597755,0.8220366206236694,0.6737076842082766,0.2715204738078219,0.25058395890446683,0.7149748322147651
consep,full,train_17_y0_x384,0.8273481303002007,0.816053073784309,0.6607775640385218,0.27615785222937034,0.23008334081049128,0.74208984375
consep,full,train_17_y0_x512,0.827695116836115,0.8141251857359442,0.6369397396023824,0.237914582974076,0.18240673447620231,0.7392578125
consep,full,train_17_y0_x640,0.8168527187616929,0.7925608646445936,0.5920149907831112,0.1806985823965621,0.11290308307296629,0.7704741379310345
consep,full,train_17_y128_x0,0.8290013679894334,0.8007857396614616,0.6353608408355395,0.15945435161853072,0.13683416650988717,0.7163173652694611
consep,full,train_17_y128_x128,0.8265954894438982,0.8133687063849894,0.6255798542094633,0.1854915903186107,0.12966383618370045,0.7429748062015504
consep,full,train_17_y128_x256,0.8089887640455903,0.772627209259159,0.6172689132507198,0.26705451067899266,0.15390840775497291,0.6843971631205674
consep,full,train_17_y128_x384,0.8002645502650584,0.7750855451776216,0.6231367960532554,0.2431593469763164,0.16174286963752976,0.659689465408805
consep,full,train_17_y128_x512,0.7994503032300677,0.7790907598890008,0.618930041153425,0.2728222268644245,0.18589480330954414,0.6521577380952381
consep,full,train_17_y128_x640,0.8102535696706972,0.7651635620179317,0.5533211883423721,0.2018702433364049,0.160433169000591,0.7067466887417219
consep,full,train_17_y256_x0,0.8198344391269646,0.8103807615234261,0.6749900819124992,0.14036290506878743,0.13888091386710413,0.729133064516129
consep,full,train_17_y256_x128,0.8166298355962587,0.832743257693162,0.6891135433211097,0.18389220209294474,0.1672204347773668,0.683326198630137
consep,full,train_17_y256_x256,0.7799952055622078,0.7691965773981299,0.617744807122796,0.23731610064622577,0.1412136267779439,0.622362012987013
consep,full,train_17_y256_x384,0.7634925724065281,0.6884180039610828,0.5137029552932758,0.19696487318263822,0.1043753738310813,0.6656663907284768
consep,full,train_17_y256_x512,0.8119062325368043,0.7646639376739346,0.5761691183402561,0.2309017619140498,0.10578764493971926,0.6638786764705882
consep,full,train_17_y256_x640,0.816164236767671,0.7950550927175624,0.57528045005301,0.2351047233378697,0.15342063799340466,0.6502477134146342
consep,full,train_17_y384_x0,0.8319433009989764,0.8297215843860689,0.728167376986191,0.20639729911052437,0.17004956093368387,0.714340490797546
consep,full,train_17_y384_x128,0.8313975271640827,0.8332185537779355,0.6879608059759169,0.23849183453327646,0.21427599709768996,0.6791015625
consep,full,train_17_y384_x256,0.8221634789824751,0.8156628263093295,0.6427233345052022,0.2659076923076923,0.20215922039817083,0.6960136217948718
consep,full,train_17_y384_x384,0.785407900650413,0.7134847409520458,0.5697301239986516,0.2751131221719457,0.19046272784625867,0.6084792993630573
consep,full,train_17_y384_x512,0.8244062011098723,0.7812572728923968,0.6276703654762006,0.2533138875384865,0.23971398245163636,0.6794149709302325
consep,full,train_17_y384_x640,0.8235677481113958,0.8127629457794739,0.6189832341816686,0.20753014908365777,0.20358716134259233,0.7258160828025477
consep,full,train_17_y512_x0,0.8311110150631446,0.8230298327301625,0.727977764827794,0.2990955167875445,0.2527728907070162,0.64033203125
consep,full,train_17_y512_x128,0.8358254368429197,0.8211270867106896,0.6645284775757474,0.2628402807316036,0.2882375867410577,0.7778716216216216
consep,full,train_17_y512_x256,0.8363506187996411,0.8411210413837159,0.6440914423423568,0.3063451776649746,0.2648740264421403,0.7346643518518519
consep,full,train_17_y512_x384,0.8063536843402338,0.813066312691715,0.6590338455369454,0.2832438437326421,0.1863866758824829,0.7641369047619048
consep,full,train_17_y512_x512,0.8150181753480896,0.8076923076927706,0.6826563071821562,0.22795921383183093,0.20779942120850797,0.6695130813953488
consep,full,train_17_y512_x640,0.815998863313877,0.8024731083943126,0.6517857142866859,0.19622776387781474,0.1632526183231204,0.6736111111111112
consep,full,train_17_y640_x0,0.828930960209078,0.8308437841152626,0.6752021965569129,0.39653441415981855,0.2840212895525987,0.6476844879518072
consep,full,train_17_y640_x128,0.8410740989578877,0.818998187510671,0.6579213439461336,0.294098832560371,0.19185397738437804,0.7132711038961039
consep,full,train_17_y640_x256,0.8400370532888694,0.8320395365647201,0.6765039068182632,0.35797271202000697,0.19885694302299417,0.7668667218543046
consep,full,train_17_y640_x384,0.8112779731201365,0.81317531168289,0.6660996527051312,0.26810321271030957,0.18325012776481045,0.6782094594594594
consep,full,train_17_y640_x512,0.8069335089668385,0.8126111652997515,0.6805003583305737,0.2321232900922555,0.19258339999724872,0.6912977430555556
consep,full,train_17_y640_x640,0.8141413572780867,0.8112524168736929,0.6812072760987105,0.24524398928413985,0.1815448805013113,0.6734775641025641
consep,full,train_1_y0_x0,0.630419738228884,0.75834137968094,0.6108466225002136,0.33109603712959657,0.27549967601989495,0.5919060559006211
consep,full,train_1_y0_x128,0.6694553274231317,0.774774774775375,0.6825794690677834,0.3934261838440111,0.2925307795154425,0.5522940751445087
consep,full,train_1_y0_x256,0.7635744036358819,0.8130283441080733,0.758375387609417,0.4950878869948489,0.42888560379820145,0.4172420058139535
consep,full,train_1_y0_x384,0.809759072889236,0.8255202378240023,0.7948679916946201,0.5213080535745347,0.5120745857522535,0.28195224719101125
consep,full,train_1_y0_x512,0.7161154345029498,0.7887468782151554,0.7625654690813077,0.5018201875344732,0.4778326536383026,0.2426883012820513
consep,full,train_1_y0_x640,0.6842489505413009,0.7623461722889376,0.7121010284024506,0.4846363744216396,0.4337594236383031,0.30964949324324326
consep,full,train_1_y128_x0,0.6433454763229536,0.7239880467276828,0.6165300866325614,0.4355541111472213,0.40781765311512663,0.4058333333333333
consep,full,train_1_y128_x128,0.6652855874530095,0.749650434677641,0.6709448059783353,0.38927364864864866,0.2748764906763623,0.4788661858974359
