dataset,model,label,score,n,budget,review_count,positives,captured,recall,precision,enrichment_over_random,remaining_positive_rate,accepted_bad_case_reduction
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_risk_score,168,0.2,34,43,11,0.2558139534883721,0.3235294117647059,1.2790697674418605,0.23880597014925373,0.06699062825407842
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_risk_score,168,0.3,51,43,19,0.4418604651162791,0.37254901960784315,1.4728682170542637,0.20512820512820512,0.1985688729874776
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_overconfidence_score,168,0.05,9,43,0,0.0,0.0,0.0,0.27044025157232704,-0.05660377358490565
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_overconfidence_score,168,0.1,17,43,1,0.023255813953488372,0.058823529411764705,0.23255813953488372,0.2781456953642384,-0.08670876328353616
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_overconfidence_score,168,0.2,34,43,4,0.09302325581395349,0.11764705882352941,0.46511627906976744,0.291044776119403,-0.137105171815342
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_overconfidence_score,168,0.3,51,43,8,0.18604651162790697,0.1568627450980392,0.6201550387596899,0.29914529914529914,-0.16875372689326174
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_abnormality_score,168,0.05,9,43,3,0.06976744186046512,0.3333333333333333,1.3953488372093021,0.25157232704402516,0.017112768758227204
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_abnormality_score,168,0.1,17,43,5,0.11627906976744186,0.29411764705882354,1.1627906976744184,0.25165562913907286,0.016787309410133844
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_abnormality_score,168,0.2,34,43,13,0.3023255813953488,0.38235294117647056,1.511627906976744,0.22388059701492538,0.1253037139881984
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_abnormality_score,168,0.3,51,43,22,0.5116279069767442,0.43137254901960786,1.7054263565891474,0.1794871794871795,0.2987477638640429
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_dual_risk_score,168,0.05,9,43,1,0.023255813953488372,0.1111111111111111,0.46511627906976744,0.2641509433962264,-0.032031592803861475
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_dual_risk_score,168,0.1,17,43,2,0.046511627906976744,0.11764705882352941,0.46511627906976744,0.271523178807947,-0.06083474511011877
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_dual_risk_score,168,0.2,34,43,6,0.13953488372093023,0.17647058823529413,0.6976744186046511,0.27611940298507465,-0.0787920860812219
MoNuSeg,point_seed42,bad_dice_lt_0.65,boundary_dual_risk_score,168,0.3,51,43,11,0.2558139534883721,0.21568627450980393,0.8527131782945737,0.27350427350427353,-0.06857483601669667
MoNuSeg,point_seed42,bad_dice_lt_0.65,uncertainty_cluster_score,168,0.05,9,43,9,0.20930232558139536,1.0,4.186046511627907,0.2138364779874214,0.16454585344449313
MoNuSeg,point_seed42,bad_dice_lt_0.65,uncertainty_cluster_score,168,0.1,17,43,15,0.3488372093023256,0.8823529411764706,3.488372093023256,0.18543046357615894,0.2755274911443092
MoNuSeg,point_seed42,bad_dice_lt_0.65,uncertainty_cluster_score,168,0.2,34,43,26,0.6046511627906976,0.7647058823529411,3.023255813953488,0.12686567164179105,0.5043387712599792
MoNuSeg,point_seed42,bad_dice_lt_0.65,uncertainty_cluster_score,168,0.3,51,43,32,0.7441860465116279,0.6274509803921569,2.4806201550387597,0.09401709401709402,0.6326774001192605
MoNuSeg,point_seed42,bad_dice_lt_0.65,topology_risk_score,168,0.05,9,43,9,0.20930232558139536,1.0,4.186046511627907,0.2138364779874214,0.16454585344449313
MoNuSeg,point_seed42,bad_dice_lt_0.65,topology_risk_score,168,0.1,17,43,16,0.37209302325581395,0.9411764705882353,3.7209302325581395,0.17880794701986755,0.3014015093177267
MoNuSeg,point_seed42,bad_dice_lt_0.65,topology_risk_score,168,0.2,34,43,24,0.5581395348837209,0.7058823529411765,2.7906976744186043,0.1417910447761194,0.4460256855258591
MoNuSeg,point_seed42,bad_dice_lt_0.65,topology_risk_score,168,0.3,51,43,31,0.7209302325581395,0.6078431372549019,2.4031007751937983,0.10256410256410256,0.5992844364937389
MoNuSeg,point_seed42,bad_dice_lt_0.65,sfrm_composite_score,168,0.05,9,43,9,0.20930232558139536,1.0,4.186046511627907,0.2138364779874214,0.16454585344449313
MoNuSeg,point_seed42,bad_dice_lt_0.65,sfrm_composite_score,168,0.1,17,43,17,0.3953488372093023,1.0,3.9534883720930227,0.17218543046357615,0.3272755274911443
MoNuSeg,point_seed42,bad_dice_lt_0.65,sfrm_composite_score,168,0.2,34,43,29,0.6744186046511628,0.8529411764705882,3.3720930232558137,0.1044776119402985,0.5918083998611593
MoNuSeg,point_seed42,bad_dice_lt_0.65,sfrm_composite_score,168,0.3,51,43,33,0.7674418604651163,0.6470588235294118,2.558139534883721,0.08547008547008547,0.6660703637447822
MoNuSeg,point_seed42,bad_dice_lt_0.65,sfrm_balanced_score,168,0.05,9,43,7,0.16279069767441862,0.7777777777777778,3.255813953488372,0.22641509433962265,0.11540149188240445
MoNuSeg,point_seed42,bad_dice_lt_0.65,sfrm_balanced_score,168,0.1,17,43,13,0.3023255813953488,0.7647058823529411,3.023255813953488,0.1986754966887417,0.2237794547974742
MoNuSeg,point_seed42,bad_dice_lt_0.65,sfrm_balanced_score,168,0.2,34,43,24,0.5581395348837209,0.7058823529411765,2.7906976744186043,0.1417910447761194,0.4460256855258591
MoNuSeg,point_seed42,bad_dice_lt_0.65,sfrm_balanced_score,168,0.3,51,43,31,0.7209302325581395,0.6078431372549019,2.4031007751937983,0.10256410256410256,0.5992844364937389
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_mean_entropy,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_mean_entropy,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_mean_entropy,168,0.2,34,42,32,0.7619047619047619,0.9411764705882353,3.8095238095238093,0.07462686567164178,0.7014925373134329
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_mean_entropy,168,0.3,51,42,39,0.9285714285714286,0.7647058823529411,3.0952380952380953,0.02564102564102564,0.8974358974358975
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_max_entropy,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_max_entropy,168,0.1,17,42,1,0.023809523809523808,0.058823529411764705,0.23809523809523808,0.271523178807947,-0.08609271523178808
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_max_entropy,168,0.2,34,42,11,0.2619047619047619,0.3235294117647059,1.3095238095238095,0.23134328358208955,0.07462686567164178
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_max_entropy,168,0.3,51,42,15,0.35714285714285715,0.29411764705882354,1.1904761904761905,0.23076923076923078,0.07692307692307687
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_mean_margin_uncertainty,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_mean_margin_uncertainty,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_mean_margin_uncertainty,168,0.2,34,42,33,0.7857142857142857,0.9705882352941176,3.9285714285714284,0.06716417910447761,0.7313432835820896
MoNuSeg,point_seed42,low_boundary_dice_le_q25,global_mean_margin_uncertainty,168,0.3,51,42,39,0.9285714285714286,0.7647058823529411,3.0952380952380953,0.02564102564102564,0.8974358974358975
MoNuSeg,point_seed42,low_boundary_dice_le_q25,foreground_area_frac,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,low_boundary_dice_le_q25,foreground_area_frac,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,low_boundary_dice_le_q25,foreground_area_frac,168,0.2,34,42,33,0.7857142857142857,0.9705882352941176,3.9285714285714284,0.06716417910447761,0.7313432835820896
MoNuSeg,point_seed42,low_boundary_dice_le_q25,foreground_area_frac,168,0.3,51,42,40,0.9523809523809523,0.7843137254901961,3.1746031746031744,0.017094017094017096,0.9316239316239316
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_risk_score,168,0.05,9,42,2,0.047619047619047616,0.2222222222222222,0.9523809523809523,0.25157232704402516,-0.0062893081761006275
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_risk_score,168,0.1,17,42,3,0.07142857142857142,0.17647058823529413,0.7142857142857142,0.2582781456953642,-0.0331125827814569
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_risk_score,168,0.2,34,42,8,0.19047619047619047,0.23529411764705882,0.9523809523809523,0.2537313432835821,-0.014925373134328401
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_risk_score,168,0.3,51,42,13,0.30952380952380953,0.2549019607843137,1.0317460317460319,0.24786324786324787,0.008547008547008517
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_overconfidence_score,168,0.05,9,42,1,0.023809523809523808,0.1111111111111111,0.47619047619047616,0.2578616352201258,-0.03144654088050314
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_overconfidence_score,168,0.1,17,42,3,0.07142857142857142,0.17647058823529413,0.7142857142857142,0.2582781456953642,-0.0331125827814569
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_overconfidence_score,168,0.2,34,42,7,0.16666666666666666,0.20588235294117646,0.8333333333333333,0.26119402985074625,-0.04477611940298498
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_overconfidence_score,168,0.3,51,42,12,0.2857142857142857,0.23529411764705882,0.9523809523809523,0.2564102564102564,-0.02564102564102555
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_abnormality_score,168,0.05,9,42,1,0.023809523809523808,0.1111111111111111,0.47619047619047616,0.2578616352201258,-0.03144654088050314
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_abnormality_score,168,0.1,17,42,3,0.07142857142857142,0.17647058823529413,0.7142857142857142,0.2582781456953642,-0.0331125827814569
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_abnormality_score,168,0.2,34,42,12,0.2857142857142857,0.35294117647058826,1.4285714285714284,0.22388059701492538,0.10447761194029848
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_abnormality_score,168,0.3,51,42,19,0.4523809523809524,0.37254901960784315,1.507936507936508,0.19658119658119658,0.2136752136752137
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_dual_risk_score,168,0.05,9,42,1,0.023809523809523808,0.1111111111111111,0.47619047619047616,0.2578616352201258,-0.03144654088050314
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_dual_risk_score,168,0.1,17,42,1,0.023809523809523808,0.058823529411764705,0.23809523809523808,0.271523178807947,-0.08609271523178808
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_dual_risk_score,168,0.2,34,42,6,0.14285714285714285,0.17647058823529413,0.7142857142857142,0.26865671641791045,-0.07462686567164178
MoNuSeg,point_seed42,low_boundary_dice_le_q25,boundary_dual_risk_score,168,0.3,51,42,12,0.2857142857142857,0.23529411764705882,0.9523809523809523,0.2564102564102564,-0.02564102564102555
MoNuSeg,point_seed42,low_boundary_dice_le_q25,uncertainty_cluster_score,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,low_boundary_dice_le_q25,uncertainty_cluster_score,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,low_boundary_dice_le_q25,uncertainty_cluster_score,168,0.2,34,42,30,0.7142857142857143,0.8823529411764706,3.571428571428571,0.08955223880597014,0.6417910447761195
MoNuSeg,point_seed42,low_boundary_dice_le_q25,uncertainty_cluster_score,168,0.3,51,42,39,0.9285714285714286,0.7647058823529411,3.0952380952380953,0.02564102564102564,0.8974358974358975
MoNuSeg,point_seed42,low_boundary_dice_le_q25,topology_risk_score,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,low_boundary_dice_le_q25,topology_risk_score,168,0.1,17,42,16,0.38095238095238093,0.9411764705882353,3.8095238095238093,0.17218543046357615,0.3112582781456954
MoNuSeg,point_seed42,low_boundary_dice_le_q25,topology_risk_score,168,0.2,34,42,31,0.7380952380952381,0.9117647058823529,3.6904761904761907,0.08208955223880597,0.6716417910447761
MoNuSeg,point_seed42,low_boundary_dice_le_q25,topology_risk_score,168,0.3,51,42,39,0.9285714285714286,0.7647058823529411,3.0952380952380953,0.02564102564102564,0.8974358974358975
MoNuSeg,point_seed42,low_boundary_dice_le_q25,sfrm_composite_score,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,low_boundary_dice_le_q25,sfrm_composite_score,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,low_boundary_dice_le_q25,sfrm_composite_score,168,0.2,34,42,30,0.7142857142857143,0.8823529411764706,3.571428571428571,0.08955223880597014,0.6417910447761195
MoNuSeg,point_seed42,low_boundary_dice_le_q25,sfrm_composite_score,168,0.3,51,42,37,0.8809523809523809,0.7254901960784313,2.9365079365079367,0.042735042735042736,0.829059829059829
MoNuSeg,point_seed42,low_boundary_dice_le_q25,sfrm_balanced_score,168,0.05,9,42,8,0.19047619047619047,0.8888888888888888,3.8095238095238093,0.2138364779874214,0.14465408805031443
MoNuSeg,point_seed42,low_boundary_dice_le_q25,sfrm_balanced_score,168,0.1,17,42,15,0.35714285714285715,0.8823529411764706,3.571428571428571,0.17880794701986755,0.2847682119205298
MoNuSeg,point_seed42,low_boundary_dice_le_q25,sfrm_balanced_score,168,0.2,34,42,28,0.6666666666666666,0.8235294117647058,3.333333333333333,0.1044776119402985,0.582089552238806
MoNuSeg,point_seed42,low_boundary_dice_le_q25,sfrm_balanced_score,168,0.3,51,42,38,0.9047619047619048,0.7450980392156863,3.015873015873016,0.03418803418803419,0.8632478632478633
MoNuSeg,point_seed42,high_error_ge_q0.75,global_mean_entropy,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,high_error_ge_q0.75,global_mean_entropy,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,high_error_ge_q0.75,global_mean_entropy,168,0.2,34,42,34,0.8095238095238095,1.0,4.0476190476190474,0.05970149253731343,0.7611940298507462
MoNuSeg,point_seed42,high_error_ge_q0.75,global_mean_entropy,168,0.3,51,42,42,1.0,0.8235294117647058,3.3333333333333335,0.0,1.0
MoNuSeg,point_seed42,high_error_ge_q0.75,global_max_entropy,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
MoNuSeg,point_seed42,high_error_ge_q0.75,global_max_entropy,168,0.1,17,42,2,0.047619047619047616,0.11764705882352941,0.47619047619047616,0.26490066225165565,-0.0596026490066226
MoNuSeg,point_seed42,high_error_ge_q0.75,global_max_entropy,168,0.2,34,42,12,0.2857142857142857,0.35294117647058826,1.4285714285714284,0.22388059701492538,0.10447761194029848
MoNuSeg,point_seed42,high_error_ge_q0.75,global_max_entropy,168,0.3,51,42,14,0.3333333333333333,0.27450980392156865,1.1111111111111112,0.23931623931623933,0.042735042735042694
MoNuSeg,point_seed42,high_error_ge_q0.75,global_mean_margin_uncertainty,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,high_error_ge_q0.75,global_mean_margin_uncertainty,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,high_error_ge_q0.75,global_mean_margin_uncertainty,168,0.2,34,42,34,0.8095238095238095,1.0,4.0476190476190474,0.05970149253731343,0.7611940298507462
MoNuSeg,point_seed42,high_error_ge_q0.75,global_mean_margin_uncertainty,168,0.3,51,42,42,1.0,0.8235294117647058,3.3333333333333335,0.0,1.0
MoNuSeg,point_seed42,high_error_ge_q0.75,foreground_area_frac,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,high_error_ge_q0.75,foreground_area_frac,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,high_error_ge_q0.75,foreground_area_frac,168,0.2,34,42,34,0.8095238095238095,1.0,4.0476190476190474,0.05970149253731343,0.7611940298507462
MoNuSeg,point_seed42,high_error_ge_q0.75,foreground_area_frac,168,0.3,51,42,42,1.0,0.8235294117647058,3.3333333333333335,0.0,1.0
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_risk_score,168,0.05,9,42,2,0.047619047619047616,0.2222222222222222,0.9523809523809523,0.25157232704402516,-0.0062893081761006275
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_risk_score,168,0.1,17,42,3,0.07142857142857142,0.17647058823529413,0.7142857142857142,0.2582781456953642,-0.0331125827814569
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_risk_score,168,0.2,34,42,8,0.19047619047619047,0.23529411764705882,0.9523809523809523,0.2537313432835821,-0.014925373134328401
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_risk_score,168,0.3,51,42,13,0.30952380952380953,0.2549019607843137,1.0317460317460319,0.24786324786324787,0.008547008547008517
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_overconfidence_score,168,0.05,9,42,2,0.047619047619047616,0.2222222222222222,0.9523809523809523,0.25157232704402516,-0.0062893081761006275
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_overconfidence_score,168,0.1,17,42,4,0.09523809523809523,0.23529411764705882,0.9523809523809523,0.25165562913907286,-0.0066225165562914245
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_overconfidence_score,168,0.2,34,42,8,0.19047619047619047,0.23529411764705882,0.9523809523809523,0.2537313432835821,-0.014925373134328401
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_overconfidence_score,168,0.3,51,42,12,0.2857142857142857,0.23529411764705882,0.9523809523809523,0.2564102564102564,-0.02564102564102555
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_abnormality_score,168,0.05,9,42,1,0.023809523809523808,0.1111111111111111,0.47619047619047616,0.2578616352201258,-0.03144654088050314
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_abnormality_score,168,0.1,17,42,3,0.07142857142857142,0.17647058823529413,0.7142857142857142,0.2582781456953642,-0.0331125827814569
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_abnormality_score,168,0.2,34,42,11,0.2619047619047619,0.3235294117647059,1.3095238095238095,0.23134328358208955,0.07462686567164178
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_abnormality_score,168,0.3,51,42,18,0.42857142857142855,0.35294117647058826,1.4285714285714286,0.20512820512820512,0.17948717948717952
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_dual_risk_score,168,0.05,9,42,1,0.023809523809523808,0.1111111111111111,0.47619047619047616,0.2578616352201258,-0.03144654088050314
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_dual_risk_score,168,0.1,17,42,2,0.047619047619047616,0.11764705882352941,0.47619047619047616,0.26490066225165565,-0.0596026490066226
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_dual_risk_score,168,0.2,34,42,7,0.16666666666666666,0.20588235294117646,0.8333333333333333,0.26119402985074625,-0.04477611940298498
MoNuSeg,point_seed42,high_error_ge_q0.75,boundary_dual_risk_score,168,0.3,51,42,13,0.30952380952380953,0.2549019607843137,1.0317460317460319,0.24786324786324787,0.008547008547008517
MoNuSeg,point_seed42,high_error_ge_q0.75,uncertainty_cluster_score,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,high_error_ge_q0.75,uncertainty_cluster_score,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,high_error_ge_q0.75,uncertainty_cluster_score,168,0.2,34,42,33,0.7857142857142857,0.9705882352941176,3.9285714285714284,0.06716417910447761,0.7313432835820896
MoNuSeg,point_seed42,high_error_ge_q0.75,uncertainty_cluster_score,168,0.3,51,42,41,0.9761904761904762,0.803921568627451,3.253968253968254,0.008547008547008548,0.9658119658119658
MoNuSeg,point_seed42,high_error_ge_q0.75,topology_risk_score,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,high_error_ge_q0.75,topology_risk_score,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,high_error_ge_q0.75,topology_risk_score,168,0.2,34,42,32,0.7619047619047619,0.9411764705882353,3.8095238095238093,0.07462686567164178,0.7014925373134329
MoNuSeg,point_seed42,high_error_ge_q0.75,topology_risk_score,168,0.3,51,42,41,0.9761904761904762,0.803921568627451,3.253968253968254,0.008547008547008548,0.9658119658119658
MoNuSeg,point_seed42,high_error_ge_q0.75,sfrm_composite_score,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,high_error_ge_q0.75,sfrm_composite_score,168,0.1,17,42,17,0.40476190476190477,1.0,4.0476190476190474,0.16556291390728478,0.3377483443708609
MoNuSeg,point_seed42,high_error_ge_q0.75,sfrm_composite_score,168,0.2,34,42,33,0.7857142857142857,0.9705882352941176,3.9285714285714284,0.06716417910447761,0.7313432835820896
MoNuSeg,point_seed42,high_error_ge_q0.75,sfrm_composite_score,168,0.3,51,42,39,0.9285714285714286,0.7647058823529411,3.0952380952380953,0.02564102564102564,0.8974358974358975
MoNuSeg,point_seed42,high_error_ge_q0.75,sfrm_balanced_score,168,0.05,9,42,9,0.21428571428571427,1.0,4.285714285714286,0.20754716981132076,0.16981132075471694
MoNuSeg,point_seed42,high_error_ge_q0.75,sfrm_balanced_score,168,0.1,17,42,16,0.38095238095238093,0.9411764705882353,3.8095238095238093,0.17218543046357615,0.3112582781456954
MoNuSeg,point_seed42,high_error_ge_q0.75,sfrm_balanced_score,168,0.2,34,42,30,0.7142857142857143,0.8823529411764706,3.571428571428571,0.08955223880597014,0.6417910447761195
MoNuSeg,point_seed42,high_error_ge_q0.75,sfrm_balanced_score,168,0.3,51,42,40,0.9523809523809523,0.7843137254901961,3.1746031746031744,0.017094017094017096,0.9316239316239316
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,global_mean_entropy,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,global_mean_entropy,168,0.1,17,42,5,0.11904761904761904,0.29411764705882354,1.1904761904761902,0.24503311258278146,0.019867549668874163
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,global_mean_entropy,168,0.2,34,42,22,0.5238095238095238,0.6470588235294118,2.619047619047619,0.14925373134328357,0.4029850746268657
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,global_mean_entropy,168,0.3,51,42,37,0.8809523809523809,0.7254901960784313,2.9365079365079367,0.042735042735042736,0.829059829059829
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,global_max_entropy,168,0.05,9,42,0,0.0,0.0,0.0,0.2641509433962264,-0.05660377358490565
MoNuSeg,point_seed42,high_boundary_error_ge_q0.75,global_max_entropy,168,0.1,17,42,2,0.047619047619047616,0.11764705882352941,0.47619047619047616,0.26490066225165565,-0.0596026490066226
