dataset,model,label,score,ranking_mode,n,budget,review_count,positives,captured,recall,precision,enrichment_over_random,remaining_positive_rate,accepted_bad_case_reduction
consep,point_seed42,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,504,0.05,26,255,0,0.0,0.0,0.0,0.5334728033472803,-0.05439330543933063
consep,point_seed42,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,504,0.1,51,255,4,0.01568627450980392,0.0784313725490196,0.1568627450980392,0.5540838852097131,-0.09513050253213873
consep,point_seed42,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,504,0.2,101,255,23,0.09019607843137255,0.22772277227722773,0.4509803921568627,0.575682382133995,-0.13781929645307267
consep,point_seed42,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,504,0.3,152,255,42,0.16470588235294117,0.27631578947368424,0.5490196078431373,0.6051136363636364,-0.19598930481283428
consep,point_seed42,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,504,0.05,26,255,24,0.09411764705882353,0.9230769230769231,1.8823529411764706,0.48326359832635984,0.044843711543194664
consep,point_seed42,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,504,0.1,51,255,41,0.1607843137254902,0.803921568627451,1.607843137254902,0.47240618101545256,0.06630307752239961
consep,point_seed42,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,504,0.2,101,255,73,0.28627450980392155,0.7227722772277227,1.4313725490196076,0.45161290322580644,0.10740037950664139
consep,point_seed42,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,504,0.3,152,255,106,0.41568627450980394,0.6973684210526315,1.38562091503268,0.42329545454545453,0.16336898395721922
consep,point_seed42,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,504,0.05,26,255,0,0.0,0.0,0.0,0.5334728033472803,-0.05439330543933063
consep,point_seed42,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,504,0.1,51,255,7,0.027450980392156862,0.13725490196078433,0.2745098039215686,0.5474613686534217,-0.0820412933385275
