dataset,model,area_bin,n,area_min,area_max,area_mean
consep,point_seed42,0,101,0.0,0.063934326171875,0.03220405200920483
consep,point_seed42,1,101,0.0639801025390625,0.1562652587890625,0.10148106943262686
consep,point_seed42,2,100,0.156402587890625,0.2296295166015625,0.1995513916015625
consep,point_seed42,3,101,0.229888916015625,0.3199462890625,0.2697678367690285
consep,point_seed42,4,101,0.321868896484375,0.778839111328125,0.42826661969175434
