epoch,train_loss,dice,boundary_dice,aji,pq,confounder_fpr
1,1.1929331492352229,0.7238845569954857,0.42906236647350976,0.23870272214712568,0.18211411902824198,0.735567408981286
2,1.0056349718442528,0.7340096266257499,0.43962310609301397,0.2008422644011946,0.12945860656631863,0.8177883917248688
3,0.9350459819198936,0.8145568121844223,0.564324488134386,0.3289931497767619,0.2613382312532815,0.7355320990437589
4,0.8584781295509749,0.817980560248177,0.6088913116033479,0.4079005071732691,0.3292270629422333,0.666779082778992
5,0.8080825337799646,0.8181014472127056,0.5753537339799112,0.35260266726617046,0.27667931684517866,0.7639629077600057
6,0.7936928842657356,0.8331114252642203,0.6174643680963448,0.40909303674309594,0.3405035484457114,0.7143119975621901
7,0.775792400042216,0.8198175234227877,0.5911129251476307,0.39066336758258974,0.3031948643679752,0.7572734995162911
8,0.7532502476887036,0.834026197291752,0.6133085573527569,0.40260755819832805,0.3221676120070465,0.7458726734219892
