dataset,model,label,predictor,feature_set,cv_mode,folds_used,positives,negatives,auroc_raw,auroc_directional,auprc
consep,prototype_seed123,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,0,330,174,0.3478404737025427,0.6521595262974573,0.5487431374042799
consep,prototype_seed123,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,0,330,174,0.6539707419017765,0.6539707419017765,0.7579971933170856
consep,prototype_seed123,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,0,330,174,0.3598397770811564,0.6401602229188437,0.5550759205342535
consep,prototype_seed123,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,0,330,174,0.30532915360501567,0.6946708463949843,0.5210325678670641
consep,prototype_seed123,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,0,330,174,0.5402298850574713,0.5402298850574713,0.7208409637621686
consep,prototype_seed123,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,0,330,174,0.36260013932427726,0.6373998606757227,0.5686856172947656
consep,prototype_seed123,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,0,330,174,0.5638975966562174,0.5638975966562174,0.6897461531123161
consep,prototype_seed123,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,0,330,174,0.5216213862765587,0.5216213862765587,0.6698828905064531
consep,prototype_seed123,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,0,330,174,0.3955067920585162,0.6044932079414838,0.5939968399994509
consep,prototype_seed123,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,0,330,174,0.4099181469871125,0.5900818530128875,0.5730690714079719
consep,prototype_seed123,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,0,330,174,0.4330459770114943,0.5669540229885057,0.6254270301931663
consep,prototype_seed123,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,0,330,174,0.39758794845001744,0.6024120515499826,0.6065690421516376
consep,prototype_seed123,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,5,330,174,0.7407871821664925,0.7407871821664925,0.8025459478114202
consep,prototype_seed123,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,5,330,174,0.7425809822361547,0.7425809822361547,0.7811011881019749
consep,prototype_seed123,bad_dice_lt_0.65,random_forest::global_features,global_features,group_kfold,5,330,174,0.7355886450714036,0.7355886450714036,0.8030050313770485
consep,prototype_seed123,bad_dice_lt_0.65,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,330,174,0.8074016022291883,0.8074016022291883,0.8770150702361622
consep,prototype_seed123,bad_dice_lt_0.65,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,330,174,0.7950539881574364,0.7950539881574364,0.8643666244290679
consep,prototype_seed123,bad_dice_lt_0.65,random_forest::sfrm_features,sfrm_features,group_kfold,5,330,174,0.7938000696621387,0.7938000696621387,0.8754566134322965
consep,prototype_seed123,bad_dice_lt_0.65,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,330,174,0.8102403343782654,0.8102403343782654,0.8796439219582494
consep,prototype_seed123,bad_dice_lt_0.65,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,330,174,0.7936084987809127,0.7936084987809127,0.8573063768126769
consep,prototype_seed123,bad_dice_lt_0.65,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,330,174,0.8239637756879137,0.8239637756879137,0.8993847107821782
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::global_mean_entropy,predefined_score,none,0,126,378,0.3090828924162258,0.6909171075837742,0.1796791005126567
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::global_max_entropy,predefined_score,none,0,126,378,0.6519274376417235,0.6519274376417235,0.38599350136867894
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::global_mean_margin_uncertainty,predefined_score,none,0,126,378,0.3236961451247166,0.6763038548752833,0.18413529188021233
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::foreground_area_frac,predefined_score,none,0,126,378,0.3069832871420173,0.6930167128579827,0.17637998772254973
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::boundary_risk_score,predefined_score,none,0,126,378,0.4963886789283616,0.5036113210716384,0.39898681130980246
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::boundary_overconfidence_score,predefined_score,none,0,126,378,0.4357730746619636,0.5642269253380364,0.24777492511963084
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::boundary_abnormality_score,predefined_score,none,0,126,378,0.7145901570504746,0.7145901570504746,0.4393234693342443
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::boundary_dual_risk_score,predefined_score,none,0,126,378,0.7211724195851179,0.7211724195851179,0.44923757248883667
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::uncertainty_cluster_score,predefined_score,none,0,126,378,0.43113294700596283,0.5688670529940372,0.22605243136959755
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::topology_risk_score,predefined_score,none,0,126,378,0.4460086503737298,0.5539913496262703,0.2352078736207553
consep,prototype_seed123,low_boundary_dice_le_q25,predefined::sfrm_composite_score,predefined_score,none,0,126,378,0.4372113042747963,0.5627886957252037,0.3104627323562049
