dataset,model,label,score,ranking_mode,n,budget,review_count,positives,captured,recall,precision,enrichment_over_random,remaining_positive_rate,accepted_bad_case_reduction
monuseg,prototype_seed123,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,168,0.05,9,18,1,0.05555555555555555,0.1111111111111111,1.111111111111111,0.1069182389937107,0.002096436058700135
monuseg,prototype_seed123,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,168,0.1,17,18,3,0.16666666666666666,0.17647058823529413,1.6666666666666665,0.09933774834437085,0.07284768211920534
monuseg,prototype_seed123,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,168,0.2,34,18,5,0.2777777777777778,0.14705882352941177,1.3888888888888888,0.09701492537313433,0.0945273631840795
monuseg,prototype_seed123,bad_dice_lt_0.65,global_mean_entropy__raw_global_ranking,raw_global_ranking,168,0.3,51,18,5,0.2777777777777778,0.09803921568627451,0.925925925925926,0.1111111111111111,-0.03703703703703698
monuseg,prototype_seed123,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,168,0.05,9,18,0,0.0,0.0,0.0,0.11320754716981132,-0.05660377358490565
monuseg,prototype_seed123,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,168,0.1,17,18,0,0.0,0.0,0.0,0.11920529801324503,-0.11258278145695377
monuseg,prototype_seed123,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,168,0.2,34,18,4,0.2222222222222222,0.11764705882352941,1.111111111111111,0.1044776119402985,0.02487562189054726
monuseg,prototype_seed123,bad_dice_lt_0.65,global_max_entropy__raw_global_ranking,raw_global_ranking,168,0.3,51,18,9,0.5,0.17647058823529413,1.6666666666666667,0.07692307692307693,0.28205128205128194
monuseg,prototype_seed123,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,168,0.05,9,18,0,0.0,0.0,0.0,0.11320754716981132,-0.05660377358490565
monuseg,prototype_seed123,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,168,0.1,17,18,0,0.0,0.0,0.0,0.11920529801324503,-0.11258278145695377
monuseg,prototype_seed123,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,168,0.2,34,18,1,0.05555555555555555,0.029411764705882353,0.27777777777777773,0.12686567164179105,-0.1840796019900499
monuseg,prototype_seed123,bad_dice_lt_0.65,global_mean_margin_uncertainty__raw_global_ranking,raw_global_ranking,168,0.3,51,18,5,0.2777777777777778,0.09803921568627451,0.925925925925926,0.1111111111111111,-0.03703703703703698
monuseg,prototype_seed123,bad_dice_lt_0.65,foreground_area_frac__raw_global_ranking,raw_global_ranking,168,0.05,9,18,0,0.0,0.0,0.0,0.11320754716981132,-0.05660377358490565
