dataset,model,label,score_a,score_b,hypothesis,budget,n_patches,n_sources,positives,score_a_recall,score_b_recall,recall_diff,bootstrap_ci95_low,bootstrap_ci95_high,ci_excludes_zero
fets,single_sites18_19_20,high_lecr_boundary_ge_q0.75,lasso_logistic_l1::sfrm_features,predefined::global_mean_entropy,SFRM improves local boundary-error screening over global mean entropy.,0.1,44,44,11,0.2727272727272727,0.0,0.2727272727272727,0.0,0.5,False
fets,single_sites18_19_20,low_boundary_dice_le_q25,logistic_l2::sfrm_features,predefined::global_max_entropy,SFRM improves low-boundary-quality screening over global max entropy.,0.1,44,44,11,0.36363636363636365,0.0,0.36363636363636365,0.18181818181818182,0.6666666666666666,True
fets,single_sites18_19_20,low_boundary_dice_le_q25,logistic_l2::sfrm_features,logistic_l2::global_features,SFRM is compared against a trained global-feature reliability predictor for low-boundary-quality screening.,0.1,44,44,11,0.36363636363636365,0.18181818181818182,0.18181818181818182,-0.08333333333333331,0.4444444444444445,False
fets,single_sites18_19_20,high_lecr_boundary_ge_q0.75,lasso_logistic_l1::sfrm_features,logistic_l2::global_features,SFRM is compared against a trained global-feature reliability predictor for local boundary-error screening.,0.1,44,44,11,0.2727272727272727,0.09090909090909091,0.1818181818181818,-0.08352272727272728,0.4,False
fets,single_sites18_19_20,bad_dice_lt_0.65,logistic_l2::global_features,logistic_l2::sfrm_features,Global features remain competitive for macro-area failures.,0.1,44,44,0,nan,nan,nan,nan,nan,False
