dataset,model,area_bin,n,area_min,area_max,area_mean
monuseg,point_seed42,0,34,0.1873321533203125,0.3072967529296875,0.2794790828929228
monuseg,point_seed42,1,33,0.3083038330078125,0.3412322998046875,0.3233004483309659
monuseg,point_seed42,2,34,0.3413848876953125,0.3834075927734375,0.3606325037339154
monuseg,point_seed42,3,33,0.3835296630859375,0.539154052734375,0.4449176210345644
monuseg,point_seed42,4,34,0.544769287109375,0.8652191162109375,0.6741575353285846
