target,feature,spearman_rho,spearman_abs,spearman_p,n
eval__dice,feat__global_uncertainty__mean_entropy,0.5356859633537826,0.5356859633537826,8.954004469702478e-39,504
eval__dice,feat__global_uncertainty__max_entropy,0.0017583705739171352,0.0017583705739171352,0.9685895499955933,504
eval__dice,feat__global_uncertainty__mean_margin_uncertainty,0.5376148431464272,0.5376148431464272,4.300504096553847e-39,504
eval__dice,feat__global_uncertainty__max_margin_uncertainty,0.2740172800141709,0.2740172800141709,3.936052963030226e-10,504
eval__dice,feat__global_uncertainty__foreground_area_frac,0.5816446977271676,0.5816446977271676,5.878287466124215e-47,504
eval__dice,feat__boundary_risk__pred_boundary_area_frac,0.5267897839212896,0.5267897839212896,2.4813725051759743e-37,504
eval__dice,feat__boundary_risk__boundary_mean_entropy,0.36163817646693414,0.36163817646693414,5.114845049618504e-17,504
eval__dice,feat__boundary_risk__boundary_max_entropy,0.0017583776354393231,0.0017583776354393231,0.9685894239178958,504
eval__dice,feat__boundary_risk__boundary_mean_margin_uncertainty,0.34586491571933875,0.34586491571933875,1.3129154936952068e-15,504
eval__dice,feat__boundary_risk__boundary_high_entropy_frac,-0.5629868869896144,0.5629868869896144,1.761718755939254e-43,504
eval__dice,feat__uncertainty_cluster__high_uncertainty_area_frac,0.12320932833353707,0.12320932833353707,0.0056101970926734366,504
eval__dice,feat__uncertainty_cluster__high_uncertainty_threshold,0.526854567910799,0.526854567910799,2.4229252912046406e-37,504
eval__dice,feat__uncertainty_cluster__high_uncertainty_component_count,-0.09681787446440358,0.09681787446440358,0.029760250614368378,504
eval__dice,feat__uncertainty_cluster__high_uncertainty_largest_component_area_frac,0.047322695721838594,0.047322695721838594,0.28898626234713326,504
eval__dice,feat__uncertainty_cluster__high_uncertainty_small_component_count,-0.07918475686044348,0.07918475686044348,0.0757215382625188,504
eval__dice,feat__topology_risk__component_count,0.28211612975803546,0.28211612975803546,1.1242530032936568e-10,504
eval__dice,feat__topology_risk__largest_component_area_frac,0.5643646736972476,0.5643646736972476,9.924785353255132e-44,504
eval__dice,feat__topology_risk__small_component_count,0.07006294916769772,0.07006294916769772,0.11619781067437476,504
eval__dice,feat__topology_risk__mean_component_area_frac,0.5972544868072149,0.5972544868072149,4.822629170948479e-50,504
eval__dice,feat__topology_risk__component_area_cv,0.3602516644140101,0.3602516644140101,6.853366881822946e-17,504
eval__dice,feat__topology_risk__mean_eccentricity,-0.03875982143903268,0.03875982143903268,0.3852183205713763,504
eval__dice,feat__topology_risk__mean_solidity,-0.5534384832496805,0.5534384832496805,8.737479357445797e-42,504
eval__dice,feat__topology_risk__euler_number,0.08723000811299794,0.08723000811299794,0.050326503143963724,504
eval__dice,feat__topology_risk__threshold_component_count_std,0.48482065694205867,0.48482065694205867,4.516199300042861e-31,504
eval__dice,feat__topology_risk__threshold_area_frac_std,0.5283462781024733,0.5283462781024733,1.397520567356445e-37,504
eval__dice,feat__topology_risk__threshold_euler_std,0.49571206200068013,0.49571206200068013,1.2963046574539424e-32,504
eval__dice,feat__anatomical_topological_consistency__opening_residual_frac,0.42680299482700573,0.42680299482700573,9.931323362155059e-24,504
