label,feature,auc_raw,auc_directional,positives,negatives,mannwhitney_u,mannwhitney_p
bad_dice_lt_0.65,feat__global_uncertainty__mean_entropy,0.2512727572287668,0.7487272427712333,199,305,15251.0,3.533142413202145e-21
bad_dice_lt_0.65,feat__global_uncertainty__max_entropy,0.49580690336930555,0.5041930966306944,199,305,30093.0,0.5105836206850604
bad_dice_lt_0.65,feat__global_uncertainty__mean_margin_uncertainty,0.2502183046379438,0.7497816953620562,199,305,15187.0,2.408477896461057e-21
bad_dice_lt_0.65,feat__global_uncertainty__max_margin_uncertainty,0.3774940275146223,0.6225059724853776,199,305,22912.0,3.2817866864614113e-06
bad_dice_lt_0.65,feat__global_uncertainty__foreground_area_frac,0.23083450037070602,0.769165499629294,199,305,14010.5,1.583609208878315e-24
bad_dice_lt_0.65,feat__boundary_risk__pred_boundary_area_frac,0.25081967213114753,0.7491803278688525,199,305,15223.5,2.9972558975894047e-21
bad_dice_lt_0.65,feat__boundary_risk__boundary_mean_entropy,0.31273581019853364,0.6872641898014664,199,305,18981.5,1.1484405202418948e-12
bad_dice_lt_0.65,feat__boundary_risk__boundary_max_entropy,0.49580690336930555,0.5041930966306944,199,305,30093.0,0.5105819227930574
bad_dice_lt_0.65,feat__boundary_risk__boundary_mean_margin_uncertainty,0.3207842491144246,0.6792157508855754,199,305,19470.0,1.0050527410754732e-11
bad_dice_lt_0.65,feat__boundary_risk__boundary_high_entropy_frac,0.7537194167559107,0.7537194167559107,199,305,45747.0,4.22071493009107e-22
bad_dice_lt_0.65,feat__uncertainty_cluster__high_uncertainty_area_frac,0.487107669495016,0.512892330504984,199,305,29565.0,0.17588413826803784
bad_dice_lt_0.65,feat__uncertainty_cluster__high_uncertainty_threshold,0.2518082214350441,0.7481917785649559,199,305,15283.5,4.289491264139572e-21
bad_dice_lt_0.65,feat__uncertainty_cluster__high_uncertainty_component_count,0.5357360573358596,0.5357360573358596,199,305,32516.5,0.17446993564613011
bad_dice_lt_0.65,feat__uncertainty_cluster__high_uncertainty_largest_component_area_frac,0.4713814976521954,0.5286185023478046,199,305,28610.5,0.27724266756452187
bad_dice_lt_0.65,feat__uncertainty_cluster__high_uncertainty_small_component_count,0.5320125216245161,0.5320125216245161,199,305,32290.5,0.22339455818771592
bad_dice_lt_0.65,feat__topology_risk__component_count,0.3685641321360903,0.6314358678639097,199,305,22370.0,5.906548028844957e-07
bad_dice_lt_0.65,feat__topology_risk__largest_component_area_frac,0.23135348875525166,0.7686465112447484,199,305,14042.0,1.9401964412739326e-24
bad_dice_lt_0.65,feat__topology_risk__small_component_count,0.46024384216162784,0.5397561578383722,199,305,27934.5,0.12623404552872167
bad_dice_lt_0.65,feat__topology_risk__mean_component_area_frac,0.22224235933767195,0.7777576406623281,199,305,13489.0,5.182933064373659e-26
bad_dice_lt_0.65,feat__topology_risk__component_area_cv,0.3130900403657632,0.6869099596342367,199,305,19003.0,1.2656115115219556e-12
bad_dice_lt_0.65,feat__topology_risk__mean_eccentricity,0.5455474091770327,0.5455474091770327,199,305,33112.0,0.083729580710444
bad_dice_lt_0.65,feat__topology_risk__mean_solidity,0.7513304226048275,0.7513304226048275,199,305,45602.0,1.3679043977716724e-21
bad_dice_lt_0.65,feat__topology_risk__euler_number,0.474347145563885,0.525652854436115,199,305,28790.5,0.32976418647347605
bad_dice_lt_0.65,feat__topology_risk__threshold_component_count_std,0.27145563884998763,0.7285443611500124,199,305,16476.0,3.7693127699850915e-18
bad_dice_lt_0.65,feat__topology_risk__threshold_area_frac_std,0.2514704670895461,0.7485295329104539,199,305,15263.0,3.795657107841226e-21
bad_dice_lt_0.65,feat__topology_risk__threshold_euler_std,0.2660268555894226,0.7339731444105775,199,305,16146.5,6.064070350132122e-19
bad_dice_lt_0.65,feat__anatomical_topological_consistency__opening_residual_frac,0.29036988219787463,0.7096301178021254,199,305,17624.0,1.6903075176294198e-15
bad_dice_lt_0.65,feat__anatomical_topological_consistency__closing_residual_frac,0.23159238817036,0.76840761182964,199,305,14056.5,2.0996101870823842e-24
low_boundary_dice_lt_median,feat__global_uncertainty__mean_entropy,0.314121945074326,0.685878054925674,252,252,19948.0,5.187329520657488e-13
low_boundary_dice_lt_median,feat__global_uncertainty__max_entropy,0.500165343915344,0.500165343915344,252,252,31762.5,0.9797970395082837
low_boundary_dice_lt_median,feat__global_uncertainty__mean_margin_uncertainty,0.3156651549508692,0.6843348450491308,252,252,20046.0,8.047026268972243e-13
low_boundary_dice_lt_median,feat__global_uncertainty__max_margin_uncertainty,0.407871945074326,0.592128054925674,252,252,25901.5,0.0003453337976077526
low_boundary_dice_lt_median,feat__global_uncertainty__foreground_area_frac,0.30016219450743264,0.6998378054925674,252,252,19061.5,8.321756050936181e-15
low_boundary_dice_lt_median,feat__boundary_risk__pred_boundary_area_frac,0.288714096749811,0.711285903250189,252,252,18334.5,2.2623004154346343e-16
low_boundary_dice_lt_median,feat__boundary_risk__boundary_mean_entropy,0.437248047367095,0.562751952632905,252,252,27767.0,0.014795250430125502
low_boundary_dice_lt_median,feat__boundary_risk__boundary_max_entropy,0.500165343915344,0.500165343915344,252,252,31762.5,0.9797969583916164
low_boundary_dice_lt_median,feat__boundary_risk__boundary_mean_margin_uncertainty,0.44814499874023683,0.5518550012597632,252,252,28459.0,0.04400426439128129
low_boundary_dice_lt_median,feat__boundary_risk__boundary_high_entropy_frac,0.71645880574452,0.71645880574452,252,252,45498.0,3.318410685854632e-17
low_boundary_dice_lt_median,feat__uncertainty_cluster__high_uncertainty_area_frac,0.4820326278659612,0.5179673721340388,252,252,30611.0,0.05361935098064566
low_boundary_dice_lt_median,feat__uncertainty_cluster__high_uncertainty_threshold,0.31857048374905517,0.6814295162509448,252,252,20230.5,1.8217154213298503e-12
low_boundary_dice_lt_median,feat__uncertainty_cluster__high_uncertainty_component_count,0.4798044217687075,0.5201955782312925,252,252,30469.5,0.43252952197447225
low_boundary_dice_lt_median,feat__uncertainty_cluster__high_uncertainty_largest_component_area_frac,0.5869945200302342,0.5869945200302342,252,252,37276.5,0.0007272930946550693
low_boundary_dice_lt_median,feat__uncertainty_cluster__high_uncertainty_small_component_count,0.5484536407155455,0.5484536407155455,252,252,34829.0,0.05940189132936551
low_boundary_dice_lt_median,feat__topology_risk__component_count,0.2986032375913328,0.7013967624086672,252,252,18962.5,4.96246858337112e-15
low_boundary_dice_lt_median,feat__topology_risk__largest_component_area_frac,0.3794642857142857,0.6205357142857143,252,252,24097.5,2.8405987671201e-06
low_boundary_dice_lt_median,feat__topology_risk__small_component_count,0.4445940413202318,0.5554059586797682,252,252,28233.5,0.029261088396514614
low_boundary_dice_lt_median,feat__topology_risk__mean_component_area_frac,0.38718820861678005,0.61281179138322,252,252,24588.0,1.1760898871190419e-05
low_boundary_dice_lt_median,feat__topology_risk__component_area_cv,0.45488473167044596,0.545115268329554,252,252,28887.0,0.07973125246725966
low_boundary_dice_lt_median,feat__topology_risk__mean_eccentricity,0.548327664399093,0.548327664399093,252,252,34821.0,0.06051433250539967
low_boundary_dice_lt_median,feat__topology_risk__mean_solidity,0.6355347694633409,0.6355347694633409,252,252,40359.0,1.4044209412969867e-07
low_boundary_dice_lt_median,feat__topology_risk__euler_number,0.3502141597379692,0.6497858402620308,252,252,22240.0,5.803058337833005e-09
low_boundary_dice_lt_median,feat__topology_risk__threshold_component_count_std,0.31830278407659357,0.6816972159234065,252,252,20213.5,1.628209747857983e-12
low_boundary_dice_lt_median,feat__topology_risk__threshold_area_frac_std,0.3213970773494583,0.6786029226505417,252,252,20410.0,3.9856263298610635e-12
low_boundary_dice_lt_median,feat__topology_risk__threshold_euler_std,0.31885393046107335,0.6811460695389266,252,252,20248.5,1.9103026236332585e-12
low_boundary_dice_lt_median,feat__anatomical_topological_consistency__opening_residual_frac,0.3530801209372638,0.6469198790627362,252,252,22422.0,1.143738387336556e-08
low_boundary_dice_lt_median,feat__anatomical_topological_consistency__closing_residual_frac,0.3453404509952129,0.6546595490047871,252,252,21930.5,1.8733830028583356e-09
high_error_ge_q0.75,feat__global_uncertainty__mean_entropy,0.9588057445200302,0.9588057445200302,126,378,45666.0,9.581160206613564e-54
high_error_ge_q0.75,feat__global_uncertainty__max_entropy,0.5132275132275133,0.5132275132275133,126,378,24444.0,0.06566338476214023
high_error_ge_q0.75,feat__global_uncertainty__mean_margin_uncertainty,0.9610733182161754,0.9610733182161754,126,378,45774.0,2.9287509625330087e-54
