dataset,model,area_bin,n,area_min,area_max,area_mean
consep,point_seed123,0,101,0.0,0.0657501220703125,0.03250106962600557
consep,point_seed123,1,101,0.066070556640625,0.152069091796875,0.10488075785117575
consep,point_seed123,2,100,0.154693603515625,0.246826171875,0.20651657104492188
consep,point_seed123,3,101,0.24688720703125,0.336822509765625,0.29270360965539916
consep,point_seed123,4,101,0.337677001953125,0.48077392578125,0.3804475387724319
