epoch,train_loss,baseline_dice,coarse_dice,refined_dice,delta_dice,baseline_boundary_dice,coarse_boundary_dice,refined_boundary_dice,delta_boundary_dice,baseline_aji,coarse_aji,refined_aji,delta_aji,baseline_pq,coarse_pq,refined_pq,delta_pq,delta_high_risk_error,delta_low_risk_error,delta_confounder_fpr
1,1.0181636842348243,0.8331114252642203,0.8331114252642203,0.8357638303951991,0.00265240513097878,0.6174643680963448,0.6174643680963448,0.6152610891452923,-0.0022032789510524255,0.40909303674309594,0.40909303674309594,0.3884116194324155,-0.020681417310680475,0.3405035484457114,0.3405035484457114,0.3329198251352595,-0.007583723310451909,0.0034383631834028427,0.0010586151588265523,0.029052886780586262
2,1.0013878678762784,0.8331114252642203,0.8331114252642203,0.8416640406888533,0.008552615424632903,0.6174643680963448,0.6174643680963448,0.6350263508723911,0.01756198277604635,0.40909303674309594,0.40909303674309594,0.42420901287329177,0.015115976130195743,0.3405035484457114,0.3405035484457114,0.36161991661715503,0.021116368171443627,-0.020544247483092984,0.00019768251375409506,0.007539190405749269
3,1.0442122464538903,0.8331114252642203,0.8368760342939239,0.8404825834177259,0.007371158153505506,0.6174643680963448,0.6435754462401688,0.6503100151488221,0.03284564705247742,0.40909303674309594,0.4901097605874632,0.494846605750239,0.08575356900714305,0.3405035484457114,0.415613872482346,0.42300807680846747,0.08250452836275607,-0.022061905442507482,-0.007491501135630931,-0.0474101689237267
4,1.0004320324108165,0.8331114252642203,0.836249111138248,0.8385091891254679,0.005397763861247533,0.6174643680963448,0.6320338618633656,0.6408419676966971,0.02337759960035222,0.40909303674309594,0.43560871551794406,0.4614209744475648,0.05232793770446885,0.3405035484457114,0.35480538482372875,0.37780456538399,0.037301016938278614,-0.016913419483450806,-0.0019384136138155554,-0.013447653866735774
5,0.9981651767607658,0.8331114252642203,0.8302400460100748,0.8332086161130496,9.719084882934332e-05,0.6174643680963448,0.6259582827788184,0.636295174305719,0.018830806209374218,0.40909303674309594,0.44010462166800646,0.46723284759128464,0.05813981084818867,0.3405035484457114,0.35812616866966884,0.3799575346047267,0.039453986159015283,-0.00011552284271658733,-4.1317618910582036e-05,0.0002818533030678518
6,0.9547085236477596,0.8331114252642203,0.8244695321983518,0.8348358903104184,0.001724465046198063,0.6174643680963448,0.5832760662751623,0.6180539284599803,0.0005895603636355312,0.40909303674309594,0.36559598398106885,0.4091077916751039,1.475493200790866e-05,0.3405035484457114,0.3022426749223792,0.3394085223600871,-0.001095026085624286,0.005253339809728003,-0.0016459511614482834,0.01630309704520063
7,0.9484185614893513,0.8331114252642203,0.8444473118812339,0.8438518777615784,0.010740452497358036,0.6174643680963448,0.6534574707153433,0.6529776569229173,0.0355132888265725,0.40909303674309594,0.4885792875984563,0.49276389110574403,0.083670854362648,0.3405035484457114,0.42216333177499665,0.419345854139859,0.07884230569414757,-0.021024912312412,-0.005642438655227882,-0.014403879370011677
8,0.9194651380661996,0.8331114252642203,0.8466108413484492,0.8471814328278661,0.014070007563645773,0.6174643680963448,0.6467594070880092,0.6519416293540747,0.03447726125772991,0.40909303674309594,0.44931660991452965,0.4750001345620228,0.0659070978189268,0.3405035484457114,0.3828369755649159,0.4017860685813741,0.061282520135662745,-0.023842958603278168,-0.009338489304468988,-0.02846028256337871
