dataset,model,area_bin,n,area_min,area_max,area_mean
consep,prototype_seed42,0,101,0.0,0.05328369140625,0.027192068572091586
consep,prototype_seed42,1,101,0.053619384765625,0.1462860107421875,0.08895934454285272
consep,prototype_seed42,2,100,0.1475830078125,0.2238006591796875,0.1876123046875
consep,prototype_seed42,3,101,0.224395751953125,0.3225555419921875,0.26812366447826425
consep,prototype_seed42,4,101,0.325531005859375,0.81695556640625,0.4368866268951114
