dataset,model,label,predictor,feature_set,cv_mode,folds_used,positives,negatives,auroc_raw,auroc_directional,auprc
consep,point_seed7,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,0,189,315,0.23483665070966653,0.7651633492903335,0.25231808521912724
consep,point_seed7,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,0,189,315,0.5664735029814394,0.5664735029814394,0.4797572135201536
consep,point_seed7,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,0,189,315,0.2421264802217183,0.7578735197782818,0.2546513612500495
consep,point_seed7,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,0,189,315,0.2193667590492987,0.7806332409507013,0.2515054931659615
consep,point_seed7,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,0,189,315,0.32848744436046023,0.6715125556395398,0.2819742276289788
consep,point_seed7,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,0,189,315,0.5717981019568321,0.5717981019568321,0.4220984398331022
consep,point_seed7,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,0,189,315,0.6484756865709246,0.6484756865709246,0.5746751673474901
consep,point_seed7,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,0,189,315,0.5653985050810448,0.5653985050810448,0.5038904840183496
consep,point_seed7,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,0,189,315,0.34442764760225075,0.6555723523977492,0.29459004814004414
consep,point_seed7,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,0,189,315,0.3622574955908289,0.6377425044091711,0.29104921800042444
consep,point_seed7,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,0,189,315,0.3236667506508776,0.6763332493491224,0.27629024503428873
consep,point_seed7,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,0,189,315,0.37716469303770894,0.6228353069622911,0.2990182008366342
consep,point_seed7,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,5,189,315,0.7665574871924079,0.7665574871924079,0.6738983864670501
consep,point_seed7,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,5,189,315,0.7624590576971528,0.7624590576971528,0.6710870200874768
consep,point_seed7,bad_dice_lt_0.65,random_forest::global_features,global_features,group_kfold,5,189,315,0.7457378012933569,0.7457378012933569,0.634469756124606
consep,point_seed7,bad_dice_lt_0.65,logistic_l2::sfrm_features,sfrm_features,group_kfold,5,189,315,0.7442344839170236,0.7442344839170236,0.6437272231820823
consep,point_seed7,bad_dice_lt_0.65,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,5,189,315,0.7425715965398505,0.7425715965398505,0.64423385206157
consep,point_seed7,bad_dice_lt_0.65,random_forest::sfrm_features,sfrm_features,group_kfold,5,189,315,0.715663055345595,0.715663055345595,0.6046703903535338
consep,point_seed7,bad_dice_lt_0.65,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,5,189,315,0.7841437809691777,0.7841437809691777,0.659117483634667
consep,point_seed7,bad_dice_lt_0.65,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,5,189,315,0.7959351641891325,0.7959351641891325,0.6722816483599564
consep,point_seed7,bad_dice_lt_0.65,random_forest::all_deployable_features,all_deployable_features,group_kfold,5,189,315,0.7326278659611994,0.7326278659611994,0.6134116780609902
consep,point_seed7,low_boundary_dice_le_q25,predefined::global_mean_entropy,predefined_score,none,0,126,378,0.5186025027294868,0.5186025027294868,0.25190541276344425
consep,point_seed7,low_boundary_dice_le_q25,predefined::global_max_entropy,predefined_score,none,0,126,378,0.30169228185101205,0.698307718148988,0.18659537514978108
consep,point_seed7,low_boundary_dice_le_q25,predefined::global_mean_margin_uncertainty,predefined_score,none,0,126,378,0.5262030738221215,0.5262030738221215,0.25638257551408145
consep,point_seed7,low_boundary_dice_le_q25,predefined::foreground_area_frac,predefined_score,none,0,126,378,0.5567313345091123,0.5567313345091123,0.30782073368056645
consep,point_seed7,low_boundary_dice_le_q25,predefined::boundary_risk_score,predefined_score,none,0,126,378,0.5254787100025196,0.5254787100025196,0.2570184920351812
consep,point_seed7,low_boundary_dice_le_q25,predefined::boundary_overconfidence_score,predefined_score,none,0,126,378,0.48978542034097594,0.5102145796590241,0.2664551344311533
consep,point_seed7,low_boundary_dice_le_q25,predefined::boundary_abnormality_score,predefined_score,none,0,126,378,0.4754346182917612,0.5245653817082387,0.2605900230885984
consep,point_seed7,low_boundary_dice_le_q25,predefined::boundary_dual_risk_score,predefined_score,none,0,126,378,0.5210905349794239,0.5210905349794239,0.27892051353192543
consep,point_seed7,low_boundary_dice_le_q25,predefined::uncertainty_cluster_score,predefined_score,none,0,126,378,0.5568678088519359,0.5568678088519359,0.3164182776047191
consep,point_seed7,low_boundary_dice_le_q25,predefined::topology_risk_score,predefined_score,none,0,126,378,0.6447467876039306,0.6447467876039306,0.34927819440595553
consep,point_seed7,low_boundary_dice_le_q25,predefined::sfrm_composite_score,predefined_score,none,0,126,378,0.5976316452506929,0.5976316452506929,0.2889064538388878
consep,point_seed7,low_boundary_dice_le_q25,predefined::sfrm_balanced_score,predefined_score,none,0,126,378,0.6051902242378433,0.6051902242378433,0.3199838795373712
consep,point_seed7,low_boundary_dice_le_q25,logistic_l2::global_features,global_features,group_kfold,5,126,378,0.4952338960275468,0.5047661039724531,0.27603078777959456
consep,point_seed7,low_boundary_dice_le_q25,lasso_logistic_l1::global_features,global_features,group_kfold,5,126,378,0.48364407491391626,0.5163559250860837,0.2611979428314175
consep,point_seed7,low_boundary_dice_le_q25,random_forest::global_features,global_features,group_kfold,5,126,378,0.6166540690350214,0.6166540690350214,0.3686571824895964
