dataset,model,label,score,positives,negatives,auroc_directional,auprc
monuseg,prototype_seed7,bad_dice_lt_0.65,global_mean_entropy,69,99,0.6372419850680721,0.38175514036671243
monuseg,prototype_seed7,bad_dice_lt_0.65,global_max_entropy,69,99,0.5100278143756405,0.3916377185073262
monuseg,prototype_seed7,bad_dice_lt_0.65,global_mean_margin_uncertainty,69,99,0.6865759039672084,0.31394510623646954
monuseg,prototype_seed7,bad_dice_lt_0.65,foreground_area_frac,69,99,0.8711755233494364,0.26129424590486006
monuseg,prototype_seed7,bad_dice_lt_0.65,boundary_risk_score,69,99,0.7962231005709267,0.805736549033816
monuseg,prototype_seed7,bad_dice_lt_0.65,boundary_overconfidence_score,69,99,0.8487044356609574,0.26635428801673383
monuseg,prototype_seed7,bad_dice_lt_0.65,boundary_abnormality_score,69,99,0.6544429805299371,0.5676485961252087
monuseg,prototype_seed7,bad_dice_lt_0.65,boundary_dual_risk_score,69,99,0.5211535646318255,0.41146076452072433
monuseg,prototype_seed7,bad_dice_lt_0.65,uncertainty_cluster_score,69,99,0.7110232762406675,0.3043898873542974
monuseg,prototype_seed7,bad_dice_lt_0.65,topology_risk_score,69,99,0.564558629776021,0.3572076651274109
monuseg,prototype_seed7,bad_dice_lt_0.65,sfrm_composite_score,69,99,0.5408432147562582,0.40556598687432144
monuseg,prototype_seed7,bad_dice_lt_0.65,sfrm_balanced_score,69,99,0.6308007612355438,0.33068074279926174
monuseg,prototype_seed7,low_boundary_dice_le_q25,global_mean_entropy,42,126,0.6672335600907029,0.18331908859121254
monuseg,prototype_seed7,low_boundary_dice_le_q25,global_max_entropy,42,126,0.5735071806500378,0.20779415951955432
monuseg,prototype_seed7,low_boundary_dice_le_q25,global_mean_margin_uncertainty,42,126,0.7054043839758126,0.1753424415445405
monuseg,prototype_seed7,low_boundary_dice_le_q25,foreground_area_frac,42,126,0.744520030234316,0.16916268291666456
monuseg,prototype_seed7,low_boundary_dice_le_q25,boundary_risk_score,42,126,0.7058767951625096,0.5019045726594448
monuseg,prototype_seed7,low_boundary_dice_le_q25,boundary_overconfidence_score,42,126,0.7429138321995465,0.17109804736431647
monuseg,prototype_seed7,low_boundary_dice_le_q25,boundary_abnormality_score,42,126,0.6275510204081632,0.40469023359733725
monuseg,prototype_seed7,low_boundary_dice_le_q25,boundary_dual_risk_score,42,126,0.5679327286470144,0.2902411404831585
monuseg,prototype_seed7,low_boundary_dice_le_q25,uncertainty_cluster_score,42,126,0.753495842781557,0.166948278803928
monuseg,prototype_seed7,low_boundary_dice_le_q25,topology_risk_score,42,126,0.604875283446712,0.19942113928678593
monuseg,prototype_seed7,low_boundary_dice_le_q25,sfrm_composite_score,42,126,0.592214663643235,0.2021014800323513
monuseg,prototype_seed7,low_boundary_dice_le_q25,sfrm_balanced_score,42,126,0.6501322751322751,0.18780261820667532
monuseg,prototype_seed7,high_error_ge_q0.75,global_mean_entropy,42,126,0.6005291005291005,0.19953656184479562
