dataset,model,label,predictor,feature_set,cv_mode,n,budget,review_count,positives,captured,recall,precision,enrichment_over_random,remaining_positive_rate,accepted_bad_case_reduction,dataset_short,model_family,seed,run_prefix
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::boundary_dual_risk_score,predefined_score,none,168,0.05,9,21,1,0.047619047619047616,0.1111111111111111,0.9523809523809523,0.12578616352201258,-0.0062893081761006275,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::boundary_dual_risk_score,predefined_score,none,168,0.1,17,21,2,0.09523809523809523,0.11764705882352941,0.9523809523809523,0.12582781456953643,-0.0066225165562914245,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::boundary_dual_risk_score,predefined_score,none,168,0.2,34,21,5,0.23809523809523808,0.14705882352941177,1.1904761904761902,0.11940298507462686,0.04477611940298509,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::boundary_dual_risk_score,predefined_score,none,168,0.3,51,21,6,0.2857142857142857,0.11764705882352941,0.9523809523809523,0.1282051282051282,-0.02564102564102555,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::uncertainty_cluster_score,predefined_score,none,168,0.05,9,21,7,0.3333333333333333,0.7777777777777778,6.666666666666666,0.0880503144654088,0.2955974842767296,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::uncertainty_cluster_score,predefined_score,none,168,0.1,17,21,9,0.42857142857142855,0.5294117647058824,4.285714285714286,0.07947019867549669,0.36423841059602646,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::uncertainty_cluster_score,predefined_score,none,168,0.2,34,21,12,0.5714285714285714,0.35294117647058826,2.8571428571428568,0.06716417910447761,0.4626865671641791,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::uncertainty_cluster_score,predefined_score,none,168,0.3,51,21,16,0.7619047619047619,0.3137254901960784,2.5396825396825395,0.042735042735042736,0.6581196581196581,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::topology_risk_score,predefined_score,none,168,0.05,9,21,3,0.14285714285714285,0.3333333333333333,2.8571428571428568,0.11320754716981132,0.09433962264150941,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::topology_risk_score,predefined_score,none,168,0.1,17,21,7,0.3333333333333333,0.4117647058823529,3.333333333333333,0.09271523178807947,0.2582781456953642,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::topology_risk_score,predefined_score,none,168,0.2,34,21,13,0.6190476190476191,0.38235294117647056,3.0952380952380953,0.05970149253731343,0.5223880597014925,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::topology_risk_score,predefined_score,none,168,0.3,51,21,18,0.8571428571428571,0.35294117647058826,2.857142857142857,0.02564102564102564,0.7948717948717949,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::sfrm_composite_score,predefined_score,none,168,0.05,9,21,1,0.047619047619047616,0.1111111111111111,0.9523809523809523,0.12578616352201258,-0.0062893081761006275,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::sfrm_composite_score,predefined_score,none,168,0.1,17,21,7,0.3333333333333333,0.4117647058823529,3.333333333333333,0.09271523178807947,0.2582781456953642,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::sfrm_composite_score,predefined_score,none,168,0.2,34,21,16,0.7619047619047619,0.47058823529411764,3.8095238095238093,0.03731343283582089,0.7014925373134329,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::sfrm_composite_score,predefined_score,none,168,0.3,51,21,18,0.8571428571428571,0.35294117647058826,2.857142857142857,0.02564102564102564,0.7948717948717949,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::sfrm_balanced_score,predefined_score,none,168,0.05,9,21,2,0.09523809523809523,0.2222222222222222,1.9047619047619047,0.11949685534591195,0.04402515723270439,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::sfrm_balanced_score,predefined_score,none,168,0.1,17,21,6,0.2857142857142857,0.35294117647058826,2.8571428571428568,0.09933774834437085,0.20529801324503316,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::sfrm_balanced_score,predefined_score,none,168,0.2,34,21,14,0.6666666666666666,0.4117647058823529,3.333333333333333,0.05223880597014925,0.582089552238806,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,predefined::sfrm_balanced_score,predefined_score,none,168,0.3,51,21,20,0.9523809523809523,0.39215686274509803,3.1746031746031744,0.008547008547008548,0.9316239316239316,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::global_features,global_features,group_kfold,168,0.05,9,21,4,0.19047619047619047,0.4444444444444444,3.8095238095238093,0.1069182389937107,0.14465408805031443,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::global_features,global_features,group_kfold,168,0.1,17,21,8,0.38095238095238093,0.47058823529411764,3.8095238095238093,0.08609271523178808,0.3112582781456954,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::global_features,global_features,group_kfold,168,0.2,34,21,14,0.6666666666666666,0.4117647058823529,3.333333333333333,0.05223880597014925,0.582089552238806,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::global_features,global_features,group_kfold,168,0.3,51,21,17,0.8095238095238095,0.3333333333333333,2.6984126984126986,0.03418803418803419,0.7264957264957265,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.05,9,21,4,0.19047619047619047,0.4444444444444444,3.8095238095238093,0.1069182389937107,0.14465408805031443,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.1,17,21,9,0.42857142857142855,0.5294117647058824,4.285714285714286,0.07947019867549669,0.36423841059602646,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.2,34,21,14,0.6666666666666666,0.4117647058823529,3.333333333333333,0.05223880597014925,0.582089552238806,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.3,51,21,17,0.8095238095238095,0.3333333333333333,2.6984126984126986,0.03418803418803419,0.7264957264957265,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::global_features,global_features,group_kfold,168,0.05,9,21,3,0.14285714285714285,0.3333333333333333,2.8571428571428568,0.11320754716981132,0.09433962264150941,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::global_features,global_features,group_kfold,168,0.1,17,21,9,0.42857142857142855,0.5294117647058824,4.285714285714286,0.07947019867549669,0.36423841059602646,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::global_features,global_features,group_kfold,168,0.2,34,21,16,0.7619047619047619,0.47058823529411764,3.8095238095238093,0.03731343283582089,0.7014925373134329,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::global_features,global_features,group_kfold,168,0.3,51,21,18,0.8571428571428571,0.35294117647058826,2.857142857142857,0.02564102564102564,0.7948717948717949,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::sfrm_features,sfrm_features,group_kfold,168,0.05,9,21,8,0.38095238095238093,0.8888888888888888,7.619047619047619,0.08176100628930817,0.3459119496855346,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::sfrm_features,sfrm_features,group_kfold,168,0.1,17,21,13,0.6190476190476191,0.7647058823529411,6.190476190476191,0.052980132450331126,0.576158940397351,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::sfrm_features,sfrm_features,group_kfold,168,0.2,34,21,17,0.8095238095238095,0.5,4.0476190476190474,0.029850746268656716,0.7611940298507462,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::sfrm_features,sfrm_features,group_kfold,168,0.3,51,21,18,0.8571428571428571,0.35294117647058826,2.857142857142857,0.02564102564102564,0.7948717948717949,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,168,0.05,9,21,8,0.38095238095238093,0.8888888888888888,7.619047619047619,0.08176100628930817,0.3459119496855346,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,168,0.1,17,21,13,0.6190476190476191,0.7647058823529411,6.190476190476191,0.052980132450331126,0.576158940397351,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,168,0.2,34,21,16,0.7619047619047619,0.47058823529411764,3.8095238095238093,0.03731343283582089,0.7014925373134329,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::sfrm_features,sfrm_features,group_kfold,168,0.3,51,21,18,0.8571428571428571,0.35294117647058826,2.857142857142857,0.02564102564102564,0.7948717948717949,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::sfrm_features,sfrm_features,group_kfold,168,0.05,9,21,7,0.3333333333333333,0.7777777777777778,6.666666666666666,0.0880503144654088,0.2955974842767296,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::sfrm_features,sfrm_features,group_kfold,168,0.1,17,21,11,0.5238095238095238,0.6470588235294118,5.238095238095238,0.06622516556291391,0.4701986754966887,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::sfrm_features,sfrm_features,group_kfold,168,0.2,34,21,18,0.8571428571428571,0.5294117647058824,4.285714285714286,0.022388059701492536,0.8208955223880597,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::sfrm_features,sfrm_features,group_kfold,168,0.3,51,21,20,0.9523809523809523,0.39215686274509803,3.1746031746031744,0.008547008547008548,0.9316239316239316,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,168,0.05,9,21,8,0.38095238095238093,0.8888888888888888,7.619047619047619,0.08176100628930817,0.3459119496855346,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,168,0.1,17,21,12,0.5714285714285714,0.7058823529411765,5.7142857142857135,0.059602649006622516,0.5231788079470199,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,168,0.2,34,21,17,0.8095238095238095,0.5,4.0476190476190474,0.029850746268656716,0.7611940298507462,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,logistic_l2::all_deployable_features,all_deployable_features,group_kfold,168,0.3,51,21,18,0.8571428571428571,0.35294117647058826,2.857142857142857,0.02564102564102564,0.7948717948717949,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,168,0.05,9,21,8,0.38095238095238093,0.8888888888888888,7.619047619047619,0.08176100628930817,0.3459119496855346,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,168,0.1,17,21,13,0.6190476190476191,0.7647058823529411,6.190476190476191,0.052980132450331126,0.576158940397351,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,168,0.2,34,21,16,0.7619047619047619,0.47058823529411764,3.8095238095238093,0.03731343283582089,0.7014925373134329,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,lasso_logistic_l1::all_deployable_features,all_deployable_features,group_kfold,168,0.3,51,21,18,0.8571428571428571,0.35294117647058826,2.857142857142857,0.02564102564102564,0.7948717948717949,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::all_deployable_features,all_deployable_features,group_kfold,168,0.05,9,21,7,0.3333333333333333,0.7777777777777778,6.666666666666666,0.0880503144654088,0.2955974842767296,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::all_deployable_features,all_deployable_features,group_kfold,168,0.1,17,21,10,0.47619047619047616,0.5882352941176471,4.761904761904761,0.0728476821192053,0.41721854304635764,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::all_deployable_features,all_deployable_features,group_kfold,168,0.2,34,21,17,0.8095238095238095,0.5,4.0476190476190474,0.029850746268656716,0.7611940298507462,monuseg,point,123,monuseg_point_seed123
monuseg,point_seed123,gray_high_dice_high_boundary_error,random_forest::all_deployable_features,all_deployable_features,group_kfold,168,0.3,51,21,20,0.9523809523809523,0.39215686274509803,3.1746031746031744,0.008547008547008548,0.9316239316239316,monuseg,point,123,monuseg_point_seed123
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,168,0.05,9,31,1,0.03225806451612903,0.1111111111111111,0.6451612903225806,0.18867924528301888,-0.02251978088861839,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,168,0.1,17,31,1,0.03225806451612903,0.058823529411764705,0.3225806451612903,0.1986754966887417,-0.07669301431318076,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,168,0.2,34,31,6,0.1935483870967742,0.17647058823529413,0.9677419354838709,0.1865671641791045,-0.011073663938372613,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_entropy,predefined_score,none,168,0.3,51,31,13,0.41935483870967744,0.2549019607843137,1.3978494623655915,0.15384615384615385,0.16625310173697272,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,168,0.05,9,31,0,0.0,0.0,0.0,0.1949685534591195,-0.05660377358490565,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,168,0.1,17,31,0,0.0,0.0,0.0,0.2052980132450331,-0.11258278145695355,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,168,0.2,34,31,0,0.0,0.0,0.0,0.23134328358208955,-0.25373134328358193,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_max_entropy,predefined_score,none,168,0.3,51,31,8,0.25806451612903225,0.1568627450980392,0.8602150537634409,0.19658119658119658,-0.06534325889164583,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.05,9,31,0,0.0,0.0,0.0,0.1949685534591195,-0.05660377358490565,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.1,17,31,0,0.0,0.0,0.0,0.2052980132450331,-0.11258278145695355,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.2,34,31,2,0.06451612903225806,0.058823529411764705,0.3225806451612903,0.21641791044776118,-0.17284545016851216,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::global_mean_margin_uncertainty,predefined_score,none,168,0.3,51,31,7,0.22580645161290322,0.13725490196078433,0.7526881720430108,0.20512820512820512,-0.11166253101736956,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,168,0.05,9,31,0,0.0,0.0,0.0,0.1949685534591195,-0.05660377358490565,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,168,0.1,17,31,0,0.0,0.0,0.0,0.2052980132450331,-0.11258278145695355,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,168,0.2,34,31,0,0.0,0.0,0.0,0.23134328358208955,-0.25373134328358193,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::foreground_area_frac,predefined_score,none,168,0.3,51,31,0,0.0,0.0,0.0,0.26495726495726496,-0.4358974358974359,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,168,0.05,9,31,9,0.2903225806451613,1.0,5.806451612903226,0.13836477987421383,0.2501521606816799,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,168,0.1,17,31,17,0.5483870967741935,1.0,5.483870967741935,0.09271523178807947,0.4975432599871823,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,168,0.2,34,31,25,0.8064516129032258,0.7352941176470589,4.032258064516128,0.04477611940298507,0.7573423206547906,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_risk_score,predefined_score,none,168,0.3,51,31,29,0.9354838709677419,0.5686274509803921,3.118279569892473,0.017094017094017096,0.9073614557485525,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,168,0.05,9,31,0,0.0,0.0,0.0,0.1949685534591195,-0.05660377358490565,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,168,0.1,17,31,0,0.0,0.0,0.0,0.2052980132450331,-0.11258278145695355,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,168,0.2,34,31,0,0.0,0.0,0.0,0.23134328358208955,-0.25373134328358193,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_overconfidence_score,predefined_score,none,168,0.3,51,31,0,0.0,0.0,0.0,0.26495726495726496,-0.4358974358974359,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,168,0.05,9,31,9,0.2903225806451613,1.0,5.806451612903226,0.13836477987421383,0.2501521606816799,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,168,0.1,17,31,16,0.5161290322580645,0.9411764705882353,5.161290322580645,0.09933774834437085,0.4616534928434096,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,168,0.2,34,31,27,0.8709677419354839,0.7941176470588235,4.354838709677419,0.029850746268656716,0.8382282137698605,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_abnormality_score,predefined_score,none,168,0.3,51,31,30,0.967741935483871,0.5882352941176471,3.2258064516129035,0.008547008547008548,0.9536807278742763,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,168,0.05,9,31,9,0.2903225806451613,1.0,5.806451612903226,0.13836477987421383,0.2501521606816799,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,168,0.1,17,31,13,0.41935483870967744,0.7647058823529411,4.193548387096774,0.11920529801324503,0.3539841914120915,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,168,0.2,34,31,17,0.5483870967741935,0.5,2.7419354838709675,0.1044776119402985,0.43379874819451136,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::boundary_dual_risk_score,predefined_score,none,168,0.3,51,31,20,0.6451612903225806,0.39215686274509803,2.150537634408602,0.09401709401709402,0.49048800661703895,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,168,0.05,9,31,0,0.0,0.0,0.0,0.1949685534591195,-0.05660377358490565,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,168,0.1,17,31,1,0.03225806451612903,0.058823529411764705,0.3225806451612903,0.1986754966887417,-0.07669301431318076,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,168,0.2,34,31,5,0.16129032258064516,0.14705882352941177,0.8064516129032258,0.19402985074626866,-0.0515166104959075,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::uncertainty_cluster_score,predefined_score,none,168,0.3,51,31,6,0.1935483870967742,0.11764705882352941,0.6451612903225806,0.21367521367521367,-0.1579818031430933,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,168,0.05,9,31,0,0.0,0.0,0.0,0.1949685534591195,-0.05660377358490565,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,168,0.1,17,31,0,0.0,0.0,0.0,0.2052980132450331,-0.11258278145695355,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,168,0.2,34,31,1,0.03225806451612903,0.029411764705882353,0.16129032258064516,0.22388059701492538,-0.21328839672604705,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::topology_risk_score,predefined_score,none,168,0.3,51,31,6,0.1935483870967742,0.11764705882352941,0.6451612903225806,0.21367521367521367,-0.1579818031430933,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,168,0.05,9,31,1,0.03225806451612903,0.1111111111111111,0.6451612903225806,0.18867924528301888,-0.02251978088861839,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,168,0.1,17,31,3,0.0967741935483871,0.17647058823529413,0.9677419354838709,0.18543046357615894,-0.004913480025635408,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,168,0.2,34,31,9,0.2903225806451613,0.2647058823529412,1.4516129032258065,0.16417910447761194,0.11025517573423216,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_composite_score,predefined_score,none,168,0.3,51,31,13,0.41935483870967744,0.2549019607843137,1.3978494623655915,0.15384615384615385,0.16625310173697272,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,168,0.05,9,31,0,0.0,0.0,0.0,0.1949685534591195,-0.05660377358490565,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,168,0.1,17,31,2,0.06451612903225806,0.11764705882352941,0.6451612903225806,0.19205298013245034,-0.0408032471694082,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,168,0.2,34,31,7,0.22580645161290322,0.20588235294117646,1.129032258064516,0.1791044776119403,0.029369282619162385,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,predefined::sfrm_balanced_score,predefined_score,none,168,0.3,51,31,11,0.3548387096774194,0.21568627450980393,1.1827956989247312,0.17094017094017094,0.07361455748552526,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,168,0.05,9,31,2,0.06451612903225806,0.2222222222222222,1.2903225806451613,0.18238993710691823,0.011564211807668978,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,168,0.1,17,31,5,0.16129032258064516,0.29411764705882354,1.6129032258064515,0.17218543046357615,0.06686605426190995,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,168,0.2,34,31,14,0.45161290322580644,0.4117647058823529,2.258064516129032,0.12686567164179105,0.3124699085219066,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,logistic_l2::global_features,global_features,group_kfold,168,0.3,51,31,20,0.6451612903225806,0.39215686274509803,2.150537634408602,0.09401709401709402,0.49048800661703895,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.05,9,31,2,0.06451612903225806,0.2222222222222222,1.2903225806451613,0.18238993710691823,0.011564211807668978,monuseg,proto,42,monuseg_proto_seed42
monuseg,prototype_seed42,bad_dice_lt_0.65,lasso_logistic_l1::global_features,global_features,group_kfold,168,0.1,17,31,6,0.1935483870967742,0.35294117647058826,1.9354838709677418,0.16556291390728478,0.10275582140568251,monuseg,proto,42,monuseg_proto_seed42
